onset	duration	trial_type	response_x	response_y	situation	context	modality	stim_file
4.836	54.293	narrative_presentation	n/a	n/a	Deliverance	prison	Audio	task-narratives/Narrative7Situation1.mp3
59.129	3.783	rating_feeling	600	482	Deliverance	prison	Audio	n/a
60.795	2.117	feeling_mouse_trajectory	600	482	Deliverance	prison	Audio	n/a
63.189	3.317	rating_expectation	693	523	Deliverance	prison	Audio	n/a
64.422	2.083	expectation_mouse_trajectory	693	523	Deliverance	prison	Audio	n/a
70.393	5.955	narrative_presentation	n/a	n/a	Adultery	prison	Audio	task-narratives/Narrative7Situation2.mp3
76.348	2.75	rating_feeling	777	556	Adultery	prison	Audio	n/a
78.048	1.05	feeling_mouse_trajectory	777	556	Adultery	prison	Audio	n/a
80.378	3.183	rating_expectation	729	515	Adultery	prison	Audio	n/a
81.228	2.333	expectation_mouse_trajectory	729	515	Adultery	prison	Audio	n/a
92.467	7.444	narrative_presentation	n/a	n/a	Pursuit	prison	Audio	task-narratives/Narrative7Situation3.mp3
99.912	3.7	rating_feeling	796	571	Pursuit	prison	Audio	n/a
101.162	2.45	feeling_mouse_trajectory	796	571	Pursuit	prison	Audio	n/a
103.954	2.367	rating_expectation	750	551	Pursuit	prison	Audio	n/a
104.854	1.467	expectation_mouse_trajectory	750	551	Pursuit	prison	Audio	n/a
111.042	11.478	narrative_presentation	n/a	n/a	Conflict with a god	park	Audio	task-narratives/Narrative7Situation4.mp3
122.52	2.75	rating_feeling	949	585	Conflict with a god	park	Audio	n/a
124.02	1.25	feeling_mouse_trajectory	949	585	Conflict with a god	park	Audio	n/a
126.544	2.667	rating_expectation	808	553	Conflict with a god	park	Audio	n/a
127.911	1.3	expectation_mouse_trajectory	808	553	Conflict with a god	park	Audio	n/a
135.644	7.992	narrative_presentation	n/a	n/a	Recovery of a lost one	park	Audio	task-narratives/Narrative7Situation5.mp3
143.636	2.317	rating_feeling	807	593	Recovery of a lost one	park	Audio	n/a
145.153	0.8	feeling_mouse_trajectory	807	593	Recovery of a lost one	park	Audio	n/a
147.673	3.35	rating_expectation	785	598	Recovery of a lost one	park	Audio	n/a
150.19	0.833	expectation_mouse_trajectory	785	598	Recovery of a lost one	park	Audio	n/a
