onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	button_press	trial_index
8.973	0.2	posner	valid_cue	correct	left	n/a	n/a	1
9.19	0.383	posner	target_response	correct	left	left	left	1
16.91	0.2	posner	valid_cue	correct	right	n/a	n/a	2
17.11	0.31	posner	target_response	correct	right	right	right	2
19.994	0.2	posner	invalid_cue	correct	left	n/a	n/a	3
20.194	0.421	posner	target_response	correct	left	right	right	3
24.479	0.2	posner	invalid_cue	correct	left	n/a	n/a	4
24.679	0.316	posner	target_response	correct	left	right	right	4
27.547	0.2	posner	valid_cue	correct	right	n/a	n/a	5
27.747	0.381	posner	target_response	correct	right	right	right	5
35.033	0.2	posner	valid_cue	correct	right	n/a	n/a	6
35.233	0.347	posner	target_response	correct	right	right	right	6
41.502	0.2	posner	valid_cue	correct	left	n/a	n/a	7
41.702	0.319	posner	target_response	correct	left	left	left	7
44.57	0.2	posner	valid_cue	correct	right	n/a	n/a	8
44.77	0.282	posner	target_response	correct	right	right	right	8
47.638	0.2	posner	valid_cue	correct	left	n/a	n/a	9
47.838	0.356	posner	target_response	correct	left	left	left	9
51.606	0.2	posner	invalid_cue	correct	left	n/a	n/a	10
51.806	0.384	posner	target_response	correct	left	right	right	10
55.474	0.2	posner	valid_cue	correct	left	n/a	n/a	11
55.674	0.313	posner	target_response	correct	left	left	left	11
59.142	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	12
59.342	0.19	posner	target_response	incorrect	right	left	right	12
62.11	0.2	posner	invalid_cue	correct	right	n/a	n/a	13
62.31	0.388	posner	target_response	correct	right	left	left	13
69.579	0.2	posner	valid_cue	correct	left	n/a	n/a	14
69.779	0.422	posner	target_response	correct	left	left	left	14
76.349	0.2	posner	valid_cue	correct	left	n/a	n/a	15
76.549	0.375	posner	target_response	correct	left	left	left	15
83.518	0.2	posner	valid_cue	correct	left	n/a	n/a	16
83.718	0.337	posner	target_response	correct	left	left	left	16
86.886	0.2	posner	invalid_cue	correct	left	n/a	n/a	17
87.086	0.476	posner	target_response	correct	left	right	right	17
90.754	0.2	posner	invalid_cue	correct	left	n/a	n/a	18
90.954	0.423	posner	target_response	correct	left	right	right	18
94.122	0.2	posner	valid_cue	correct	left	n/a	n/a	19
94.322	0.363	posner	target_response	correct	left	left	left	19
101.591	0.2	posner	valid_cue	correct	right	n/a	n/a	20
101.791	0.339	posner	target_response	correct	right	right	right	20
104.759	0.2	posner	invalid_cue	correct	left	n/a	n/a	21
104.959	0.428	posner	target_response	correct	left	right	right	21
109.528	0.2	posner	valid_cue	correct	left	n/a	n/a	22
109.728	0.367	posner	target_response	correct	left	left	left	22
112.495	0.2	posner	invalid_cue	correct	left	n/a	n/a	23
112.695	0.444	posner	target_response	correct	left	right	right	23
122.366	0.2	posner	invalid_cue	correct	left	n/a	n/a	24
122.566	0.391	posner	target_response	correct	left	right	right	24
125.634	0.2	posner	invalid_cue	correct	left	n/a	n/a	25
125.834	0.431	posner	target_response	correct	left	right	right	25
129.102	0.2	posner	invalid_cue	correct	left	n/a	n/a	26
129.302	0.402	posner	target_response	correct	left	right	right	26
132.169	0.2	posner	invalid_cue	correct	right	n/a	n/a	27
132.369	0.446	posner	target_response	correct	right	left	left	27
136.638	0.2	posner	valid_cue	correct	left	n/a	n/a	28
136.838	0.35	posner	target_response	correct	left	left	left	28
143.607	0.2	posner	valid_cue	correct	left	n/a	n/a	29
143.807	0.383	posner	target_response	correct	left	left	left	29
151.076	0.2	posner	valid_cue	correct	left	n/a	n/a	30
151.276	0.446	posner	target_response	correct	left	left	left	30
154.945	0.2	posner	invalid_cue	correct	left	n/a	n/a	31
155.145	0.486	posner	target_response	correct	left	right	right	31
161.814	0.2	posner	valid_cue	correct	left	n/a	n/a	32
162.014	0.31	posner	target_response	correct	left	left	left	32
166.182	0.2	posner	valid_cue	correct	right	n/a	n/a	33
166.382	0.405	posner	target_response	correct	right	right	right	33
173.651	0.2	posner	valid_cue	correct	right	n/a	n/a	34
173.852	0.329	posner	target_response	correct	right	right	right	34
178.02	0.2	posner	valid_cue	correct	right	n/a	n/a	35
178.22	0.328	posner	target_response	correct	right	right	right	35
182.588	0.2	posner	invalid_cue	correct	right	n/a	n/a	36
182.788	0.495	posner	target_response	correct	right	left	left	36
185.956	0.2	posner	invalid_cue	correct	left	n/a	n/a	37
186.156	0.395	posner	target_response	correct	left	right	right	37
189.724	0.2	posner	valid_cue	correct	right	n/a	n/a	38
189.924	0.311	posner	target_response	correct	right	right	right	38
192.992	0.2	posner	valid_cue	correct	left	n/a	n/a	39
193.192	0.315	posner	target_response	correct	left	left	left	39
