onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	participant_response	trial_index
6.06	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	1
6.277	n/a	posner	target_response	incorrect	right	left	n/a	1
9.561	0.2	posner	invalid_cue	correct	right	n/a	n/a	2
9.762	0.574	posner	target_response	correct	right	left	left	2
15.63	0.2	posner	invalid_cue	correct	left	n/a	n/a	3
15.83	0.696	posner	target_response	correct	left	right	right	3
21.199	0.2	posner	valid_cue	correct	right	n/a	n/a	4
21.399	1.518	posner	target_response	correct	right	right	right	4
24.5	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	5
24.7	1.416	posner	target_response	incorrect	right	left	right	5
28.268	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	6
28.469	1.254	posner	target_response	incorrect	right	left	right	6
35.738	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	7
35.938	0.795	posner	target_response	incorrect	left	right	left	7
39.706	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	8
39.906	1.057	posner	target_response	incorrect	right	left	right	8
42.874	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	9
43.074	0.755	posner	target_response	incorrect	left	right	left	9
47.842	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	10
48.042	0.678	posner	target_response	incorrect	left	right	left	10
52.511	0.2	posner	valid_cue	correct	left	n/a	n/a	11
52.711	0.853	posner	target_response	correct	left	left	left	11
63.382	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	12
63.582	0.904	posner	target_response	incorrect	right	left	right	12
70.851	0.2	posner	valid_cue	correct	right	n/a	n/a	13
71.051	0.771	posner	target_response	correct	right	right	right	13
74.419	0.2	posner	valid_cue	correct	left	n/a	n/a	14
74.619	0.744	posner	target_response	correct	left	left	left	14
77.887	0.2	posner	valid_cue	correct	left	n/a	n/a	15
78.087	0.524	posner	target_response	correct	left	left	left	15
85.156	0.2	posner	valid_cue	correct	left	n/a	n/a	16
85.356	0.592	posner	target_response	correct	left	left	left	16
89.425	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	17
89.625	0.903	posner	target_response	incorrect	right	left	right	17
92.592	0.2	posner	invalid_cue	incorrect	right	n/a	n/a	18
92.793	0.679	posner	target_response	incorrect	right	left	right	18
98.661	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	19
98.861	0.55	posner	target_response	incorrect	left	right	left	19
101.829	0.2	posner	valid_cue	correct	right	n/a	n/a	20
102.029	0.705	posner	target_response	correct	right	right	right	20
108.598	0.2	posner	valid_cue	correct	right	n/a	n/a	21
108.798	0.711	posner	target_response	correct	right	right	right	21
111.866	0.2	posner	valid_cue	correct	left	n/a	n/a	22
112.066	0.539	posner	target_response	correct	left	left	left	22
115.134	0.2	posner	valid_cue	correct	left	n/a	n/a	23
115.334	0.37	posner	target_response	correct	left	left	left	23
119.202	0.2	posner	valid_cue	correct	right	n/a	n/a	24
119.402	0.575	posner	target_response	correct	right	right	right	24
122.67	0.2	posner	valid_cue	correct	right	n/a	n/a	25
122.87	0.431	posner	target_response	correct	right	right	right	25
126.638	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	26
