onset	duration	subtask_type	question	event_type	participant_response	normative_response	response_accuracy	stim_file	trial_index
0.097	2.017	tomspunt	reaching?	block_question_presentation	n/a	n/a	n/a	n/a	0
0.097	0.3	tomspunt	reaching?	block_question_presentation	n/a	n/a	n/a	n/a	1
0.097	0.3	tomspunt	reaching?	block_question_presentation	n/a	n/a	n/a	n/a	2
0.097	0.3	tomspunt	reaching?	block_question_presentation	n/a	n/a	n/a	n/a	3
0.097	0.3	tomspunt	reaching?	block_question_presentation	n/a	n/a	n/a	n/a	4
0.097	0.3	tomspunt	reaching?	block_question_presentation	n/a	n/a	n/a	n/a	5
0.097	0.3	tomspunt	reaching?	block_question_presentation	n/a	n/a	n/a	n/a	6
0.097	0.3	tomspunt	reaching?	block_question_presentation	n/a	n/a	n/a	n/a	7
5.025	1.171	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_007.jpg	0
6.509	0.67	tomspunt	reaching?	how_hand	yes	no	incorrect	task-tomspunt/H_532.jpg	1
7.492	0.686	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_474.jpg	2
8.493	0.786	tomspunt	reaching?	how_hand	no	no	correct	task-tomspunt/H_438.jpg	3
9.593	0.671	tomspunt	reaching?	how_hand	no	yes	incorrect	task-tomspunt/H_364.jpg	4
10.577	0.968	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_006.jpg	5
11.861	0.618	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_003.jpg	6
12.794	0.535	tomspunt	reaching?	how_hand	yes	no	incorrect	task-tomspunt/H_132.jpg	7
17.537	2.101	tomspunt	healthy?	block_question_presentation	n/a	n/a	n/a	n/a	8
17.537	0.3	tomspunt	healthy?	block_question_presentation	n/a	n/a	n/a	n/a	9
17.537	0.3	tomspunt	healthy?	block_question_presentation	n/a	n/a	n/a	n/a	10
17.537	0.3	tomspunt	healthy?	block_question_presentation	n/a	n/a	n/a	n/a	11
17.537	0.3	tomspunt	healthy?	block_question_presentation	n/a	n/a	n/a	n/a	12
17.537	0.3	tomspunt	healthy?	block_question_presentation	n/a	n/a	n/a	n/a	13
17.537	0.3	tomspunt	healthy?	block_question_presentation	n/a	n/a	n/a	n/a	14
17.537	0.3	tomspunt	healthy?	block_question_presentation	n/a	n/a	n/a	n/a	15
22.548	0.652	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_627.jpg	8
23.515	0.652	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_438.jpg	9
24.482	0.685	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_364.jpg	10
25.482	0.513	tomspunt	healthy?	why_hand	yes	no	incorrect	task-tomspunt/H_130.jpg	11
26.299	0.651	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_362.jpg	12
