onset	duration	trial_type	response_value	rating_type	expression	sex	race	age	stim_file
3.823	1.328	face	n/a	age	disgust	female	WC	young	task-faces/4Disgust_Model4_1Female_1WC_1Young.mp4
5.151	1.083	rating	0.3406	age	disgust	female	WC	young	n/a
6.017	0.217	rating_mouse_trajectory	0.3406	age	disgust	female	WC	young	n/a
7.082	1.303	face	n/a	age	anger	female	WC	old	task-faces/5Anger_Model2_1Female_1WC_2Old.mp4
8.385	1.15	rating	0.3851	age	anger	female	WC	old	n/a
9.502	0.033	rating_mouse_trajectory	0.3851	age	anger	female	WC	old	n/a
10.307	1.313	face	n/a	age	disgust	male	WC	old	task-faces/4Disgust_Model1_2Male_1WC_2Old.mp4
11.62	0.8	rating	0.6764	age	disgust	male	WC	old	n/a
11.936	0.483	rating_mouse_trajectory	0.6764	age	disgust	male	WC	old	n/a
14.535	1.304	face	n/a	age	anger	female	African	old	task-faces/5Anger_Model4_1Female_3African_2Old.mp4
15.838	1.367	rating	0.5388	age	anger	female	African	old	n/a
16.421	0.783	rating_mouse_trajectory	0.5388	age	anger	female	African	old	n/a
17.774	1.315	face	n/a	age	surprise	male	African	young	task-faces/2Surprise_Model2_2Male_3African_1Young.mp4
19.089	0.583	rating	0.2415	age	surprise	male	African	young	n/a
19.489	0.183	rating_mouse_trajectory	0.2415	age	surprise	male	African	young	n/a
25.018	1.307	face	n/a	age	sad	male	WC	young	task-faces/6Sad_Model4_2Male_1WC_1Young.mp4
26.325	1.8	rating	0.2516	age	sad	male	WC	young	n/a
26.709	1.417	rating_mouse_trajectory	0.2516	age	sad	male	WC	young	n/a
28.246	1.313	face	n/a	age	fear	male	EA	young	task-faces/3Fear_Model5_2Male_2EA_1Young.mp4
29.56	0.433	rating	0.3406	age	fear	male	EA	young	n/a
29.843	0.15	rating_mouse_trajectory	0.3406	age	fear	male	EA	young	n/a
31.483	1.311	face	n/a	age	fear	male	African	old	task-faces/3Fear_Model3_2Male_3African_2Old.mp4
32.794	1.383	rating	0.5004	age	fear	male	African	old	n/a
33.411	0.767	rating_mouse_trajectory	0.5004	age	fear	male	African	old	n/a
34.698	1.314	face	n/a	age	surprise	male	EA	young	task-faces/2Surprise_Model3_2Male_2EA_1Young.mp4
36.012	0.417	rating	0.3285	age	surprise	male	EA	young	n/a
36.296	0.133	rating_mouse_trajectory	0.3285	age	surprise	male	EA	young	n/a
37.917	1.313	face	n/a	age	anger	male	EA	young	task-faces/5Anger_Model4_2Male_2EA_1Young.mp4
39.23	n/a	rating	n/a	age	anger	male	EA	young	n/a
n/a	n/a	rating_mouse_trajectory	n/a	age	anger	male	EA	young	n/a
43.135	2.047	face	n/a	age	pleasure	female	WC	young	task-faces/8Pleasure_Model2_1Female_1WC_1Young.mp4
45.182	0.667	rating	0.371	age	pleasure	female	WC	young	n/a
45.766	0.083	rating_mouse_trajectory	0.371	age	pleasure	female	WC	young	n/a
48.101	1.317	face	n/a	age	happy	male	African	old	task-faces/1Happy_Model2_2Male_3African_2Old.mp4
49.417	0.75	rating	0.7006	age	happy	male	African	old	n/a
49.817	0.35	rating_mouse_trajectory	0.7006	age	happy	male	African	old	n/a
53.334	1.302	face	n/a	age	happy	male	WC	young	task-faces/1Happy_Model4_2Male_1WC_1Young.mp4
54.636	1.733	rating	0.4822	age	happy	male	WC	young	n/a
55.186	1.183	rating_mouse_trajectory	0.4822	age	happy	male	WC	young	n/a
57.541	1.313	face	n/a	age	disgust	male	WC	young	task-faces/4Disgust_Model1_2Male_1WC_1Young.mp4
58.854	0.533	rating	0.3507	age	disgust	male	WC	young	n/a
59.004	0.383	rating_mouse_trajectory	0.3507	age	disgust	male	WC	young	n/a
61.776	1.313	face	n/a	age	fear	female	EA	young	task-faces/3Fear_Model5_1Female_2EA_1Young.mp4
63.089	1.583	rating	0.3831	age	fear	female	EA	young	n/a
63.189	1.483	rating_mouse_trajectory	0.3831	age	fear	female	EA	young	n/a
66.001	1.306	face	n/a	age	disgust	female	EA	young	task-faces/4Disgust_Model3_1Female_2EA_1Young.mp4
67.307	1.833	rating	0.3406	age	disgust	female	EA	young	n/a
67.874	1.267	rating_mouse_trajectory	0.3406	age	disgust	female	EA	young	n/a
70.229	1.313	face	n/a	age	disgust	male	African	young	task-faces/4Disgust_Model3_2Male_3African_1Young.mp4
71.542	1.367	rating	0.3123	age	disgust	male	African	young	n/a
72.126	0.783	rating_mouse_trajectory	0.3123	age	disgust	male	African	young	n/a
74.464	1.313	face	n/a	age	sad	female	WC	young	task-faces/6Sad_Model3_1Female_1WC_1Young.mp4
75.777	1.4	rating	0.4033	age	sad	female	WC	young	n/a
76.56	0.617	rating_mouse_trajectory	0.4033	age	sad	female	WC	young	n/a
80.683	2.063	face	n/a	age	pain	female	African	young	task-faces/7Pain_Model2_1Female_3African_1Young.mp4
82.746	0.45	rating	0.2536	age	pain	female	African	young	n/a
82.996	0.2	rating_mouse_trajectory	0.2536	age	pain	female	African	young	n/a
84.667	1.33	face	n/a	age	disgust	female	African	old	task-faces/4Disgust_Model1_1Female_3African_2Old.mp4
85.998	1.867	rating	0.6521	age	disgust	female	African	old	n/a
86.248	1.617	rating_mouse_trajectory	0.6521	age	disgust	female	African	old	n/a
88.902	2.047	face	n/a	age	pain	male	EA	young	task-faces/7Pain_Model5_2Male_2EA_1Young.mp4
90.949	1.683	rating	0.3204	age	pain	male	EA	young	n/a
91.233	1.4	rating_mouse_trajectory	0.3204	age	pain	male	EA	young	n/a
92.867	2.051	face	n/a	age	pleasure	male	EA	young	task-faces/8Pleasure_Model5_2Male_2EA_1Young.mp4
94.918	0.467	rating	0.5267	age	pleasure	male	EA	young	n/a
95.301	0.083	rating_mouse_trajectory	0.5267	age	pleasure	male	EA	young	n/a
97.833	1.303	face	n/a	age	fear	female	WC	young	task-faces/3Fear_Model1_1Female_1WC_1Young.mp4
99.136	1.517	rating	0.4033	age	fear	female	WC	young	n/a
99.419	1.233	rating_mouse_trajectory	0.4033	age	fear	female	WC	young	n/a
102.051	1.32	face	n/a	age	happy	female	WC	old	task-faces/1Happy_Model3_1Female_1WC_2Old.mp4
103.371	0.767	rating	0.5672	age	happy	female	WC	old	n/a
103.604	0.533	rating_mouse_trajectory	0.5672	age	happy	female	WC	old	n/a
106.284	1.305	face	n/a	age	fear	male	WC	young	task-faces/3Fear_Model2_2Male_1WC_1Young.mp4
107.589	0.867	rating	0.3952	age	fear	male	WC	young	n/a
108.039	0.417	rating_mouse_trajectory	0.3952	age	fear	male	WC	young	n/a
109.511	2.046	face	n/a	age	pain	male	WC	old	task-faces/7Pain_Model5_2Male_1WC_2Old.mp4
111.557	1.85	rating	0.6521	age	pain	male	WC	old	n/a
111.64	1.767	rating_mouse_trajectory	0.6521	age	pain	male	WC	old	n/a
113.483	1.308	face	n/a	age	happy	male	African	young	task-faces/1Happy_Model2_2Male_3African_1Young.mp4
114.792	1.633	rating	0.2476	age	happy	male	African	young	n/a
115.192	1.233	rating_mouse_trajectory	0.2476	age	happy	male	African	young	n/a
116.713	1.314	face	n/a	age	fear	male	WC	old	task-faces/3Fear_Model2_2Male_1WC_2Old.mp4
118.026	1.483	rating	0.553	age	fear	male	WC	old	n/a
118.81	0.7	rating_mouse_trajectory	0.553	age	fear	male	WC	old	n/a
