onset	duration	trial_type	response_angle	response_label	block_condition	mentalizing_level	stim_file
2.814	3.141	cue	n/a	n/a	mentalizing	remember	n/a
5.954	5.505	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
11.55	4.383	rating	56.47	Strong	mentalizing	remember	n/a
12.834	3.1	rating_mouse_trajectory	56.47	Strong	mentalizing	remember	n/a
16.735	5.557	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
22.354	4.188	rating	7.38	Weak	mentalizing	remember	n/a
24.254	2.288	rating_mouse_trajectory	7.38	Weak	mentalizing	remember	n/a
27.45	5.226	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
32.742	2.868	rating	3.97	Weak	mentalizing	remember	n/a
33.925	1.685	rating_mouse_trajectory	3.97	Weak	mentalizing	remember	n/a
37.777	3.185	cue	n/a	n/a	likeability	n/a	n/a
40.961	5.119	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-06_content-war.mp4
46.147	2.701	rating	6.17	Weak	likeability	n/a	n/a
46.78	2.068	rating_mouse_trajectory	6.17	Weak	likeability	n/a	n/a
51.238	6.197	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-08_content-dancewithdeath.mp4
57.501	2.842	rating	6.49	Weak	likeability	n/a	n/a
58.401	1.942	rating_mouse_trajectory	6.49	Weak	likeability	n/a	n/a
62.644	5.565	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-20_content-cupstacking.mp4
68.271	n/a	rating	n/a	Weak	likeability	n/a	n/a
73.307	3.131	cue	n/a	n/a	similarity	n/a	n/a
76.438	5.006	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-12_content-photography.mp4
81.51	3.102	rating	26.98	Moderate	similarity	n/a	n/a
81.926	2.685	rating_mouse_trajectory	26.98	Moderate	similarity	n/a	n/a
86.589	5.224	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
