onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	button_press	trial_index
303.045	0.2	posner	invalid_cue	correct	left	n/a	n/a	62
303.245	0.653	posner	target_response	correct	left	right	right	62
307.513	0.2	posner	valid_cue	correct	right	n/a	n/a	63
307.713	0.401	posner	target_response	correct	right	right	right	63
310.781	0.2	posner	valid_cue	correct	right	n/a	n/a	64
310.981	0.54	posner	target_response	correct	right	right	right	64
315.549	0.2	posner	valid_cue	correct	left	n/a	n/a	65
315.75	0.472	posner	target_response	correct	left	left	left	65
318.717	0.2	posner	invalid_cue	correct	left	n/a	n/a	66
318.917	0.83	posner	target_response	correct	left	right	right	66
326.187	0.2	posner	invalid_cue	correct	left	n/a	n/a	67
326.387	0.563	posner	target_response	correct	left	right	right	67
329.755	0.2	posner	invalid_cue	correct	right	n/a	n/a	68
329.955	0.897	posner	target_response	correct	right	left	left	68
333.523	0.2	posner	valid_cue	correct	left	n/a	n/a	69
333.723	0.449	posner	target_response	correct	left	left	left	69
337.291	0.2	posner	invalid_cue	correct	left	n/a	n/a	70
337.491	0.597	posner	target_response	correct	left	right	right	70
340.859	0.2	posner	invalid_cue	correct	right	n/a	n/a	71
341.059	0.468	posner	target_response	correct	right	left	left	71
343.827	0.2	posner	valid_cue	correct	right	n/a	n/a	72
344.027	0.421	posner	target_response	correct	right	right	right	72
350.696	0.2	posner	valid_cue	correct	right	n/a	n/a	73
350.896	0.595	posner	target_response	correct	right	right	right	73
355.264	0.2	posner	valid_cue	correct	left	n/a	n/a	74
355.464	0.656	posner	target_response	correct	left	left	left	74
364.835	0.2	posner	valid_cue	correct	right	n/a	n/a	75
365.035	0.306	posner	target_response	correct	right	right	right	75
372.304	0.2	posner	valid_cue	correct	right	n/a	n/a	76
372.504	0.387	posner	target_response	correct	right	right	right	76
377.773	0.2	posner	valid_cue	correct	left	n/a	n/a	77
377.973	0.513	posner	target_response	correct	left	left	left	77
381.141	0.2	posner	valid_cue	correct	right	n/a	n/a	78
381.341	0.655	posner	target_response	correct	right	right	right	78
385.009	0.2	posner	valid_cue	correct	left	n/a	n/a	79
385.209	0.399	posner	target_response	correct	left	left	left	79
390.177	0.2	posner	invalid_cue	correct	right	n/a	n/a	80
390.377	0.999	posner	target_response	correct	right	left	left	80
397.647	0.2	posner	invalid_cue	correct	left	n/a	n/a	81
397.847	0.425	posner	target_response	correct	left	right	right	81
401.115	0.2	posner	invalid_cue	correct	left	n/a	n/a	82
401.315	0.607	posner	target_response	correct	left	right	right	82
404.383	0.2	posner	valid_cue	correct	right	n/a	n/a	83
404.583	0.379	posner	target_response	correct	right	right	right	83
411.852	0.2	posner	valid_cue	correct	left	n/a	n/a	84
412.052	0.398	posner	target_response	correct	left	left	left	84
418.321	0.2	posner	invalid_cue	correct	left	n/a	n/a	85
418.521	0.471	posner	target_response	correct	left	right	right	85
424.19	0.2	posner	valid_cue	correct	right	n/a	n/a	86
424.39	0.602	posner	target_response	correct	right	right	right	86
427.758	0.2	posner	valid_cue	correct	right	n/a	n/a	87
427.958	0.685	posner	target_response	correct	right	right	right	87
430.826	0.2	posner	invalid_cue	correct	left	n/a	n/a	88
431.026	0.729	posner	target_response	correct	left	right	right	88
433.994	0.2	posner	invalid_cue	correct	left	n/a	n/a	89
434.194	1.053	posner	target_response	correct	left	right	right	89
437.562	0.2	posner	invalid_cue	correct	left	n/a	n/a	90
437.762	0.965	posner	target_response	correct	left	right	right	90
445.031	0.2	posner	invalid_cue	correct	left	n/a	n/a	91
445.231	0.53	posner	target_response	correct	left	right	right	91
448.999	0.2	posner	valid_cue	correct	left	n/a	n/a	92
449.199	1.786	posner	target_response	correct	left	left	left	92
455.052	0.2	posner	invalid_cue	correct	right	n/a	n/a	93
455.252	0.959	posner	target_response	correct	right	left	left	93
461.421	0.2	posner	valid_cue	correct	right	n/a	n/a	94
461.621	0.396	posner	target_response	correct	right	right	right	94
467.69	0.2	posner	valid_cue	correct	left	n/a	n/a	95
467.89	0.638	posner	target_response	correct	left	left	left	95
472.958	0.2	posner	invalid_cue	correct	left	n/a	n/a	96
473.158	0.473	posner	target_response	correct	left	right	right	96
476.026	0.2	posner	invalid_cue	correct	right	n/a	n/a	97
476.226	0.433	posner	target_response	correct	right	left	left	97
478.994	0.2	posner	valid_cue	correct	right	n/a	n/a	98
479.194	0.701	posner	target_response	correct	right	right	right	98
486.363	0.2	posner	valid_cue	correct	left	n/a	n/a	99
486.563	0.607	posner	target_response	correct	left	left	left	99
492.832	0.2	posner	invalid_cue	correct	left	n/a	n/a	100
493.032	0.478	posner	target_response	correct	left	right	right	100
496.2	0.2	posner	invalid_cue	correct	left	n/a	n/a	101
496.4	0.979	posner	target_response	correct	left	right	right	101
500.368	0.2	posner	invalid_cue	correct	right	n/a	n/a	102
500.568	0.374	posner	target_response	correct	right	left	left	102
503.536	0.2	posner	invalid_cue	correct	right	n/a	n/a	103
503.736	0.4	posner	target_response	correct	right	left	left	103
513.607	0.2	posner	valid_cue	correct	left	n/a	n/a	104
513.807	0.246	posner	target_response	correct	left	left	left	104
516.975	0.2	posner	invalid_cue	correct	right	n/a	n/a	105
517.175	0.425	posner	target_response	correct	right	left	left	105
520.142	0.2	posner	invalid_cue	correct	left	n/a	n/a	106
520.343	0.417	posner	target_response	correct	left	right	right	106
524.811	0.2	posner	invalid_cue	correct	left	n/a	n/a	107
525.011	0.41	posner	target_response	correct	left	right	right	107
533.381	0.2	posner	invalid_cue	correct	left	n/a	n/a	108
533.581	0.794	posner	target_response	correct	left	right	right	108
539.45	0.2	posner	invalid_cue	correct	right	n/a	n/a	109
539.65	1.085	posner	target_response	correct	right	left	left	109
542.517	0.2	posner	valid_cue	correct	left	n/a	n/a	110
542.718	0.539	posner	target_response	correct	left	left	left	110
549.987	0.2	posner	valid_cue	correct	left	n/a	n/a	111
550.187	0.279	posner	target_response	correct	left	left	left	111
554.355	0.2	posner	valid_cue	correct	right	n/a	n/a	112
554.555	0.44	posner	target_response	correct	right	right	right	112
558.223	0.2	posner	invalid_cue	correct	right	n/a	n/a	113
558.423	0.389	posner	target_response	correct	right	left	left	113
561.891	0.2	posner	invalid_cue	correct	right	n/a	n/a	114
562.091	0.638	posner	target_response	correct	right	left	left	114
568.561	0.2	posner	invalid_cue	correct	right	n/a	n/a	115
568.761	0.581	posner	target_response	correct	right	left	left	115
572.329	0.2	posner	valid_cue	correct	right	n/a	n/a	116
572.529	0.763	posner	target_response	correct	right	right	right	116
575.696	0.2	posner	invalid_cue	correct	left	n/a	n/a	117
575.897	0.589	posner	target_response	correct	left	right	right	117
580.865	0.2	posner	valid_cue	correct	left	n/a	n/a	118
581.065	0.567	posner	target_response	correct	left	left	left	118
590.635	0.2	posner	valid_cue	correct	left	n/a	n/a	119
590.835	0.943	posner	target_response	correct	left	left	left	119
600.006	0.2	posner	valid_cue	correct	left	n/a	n/a	120
600.206	0.465	posner	target_response	correct	left	left	left	120
