onset	duration	trial_type	response_value	rating_type	expression	sex	race	age	stim_file_TODO
3.797	2.076	face	n/a	intensity	pain	female	African	young	task-faces/7Pain_Model2_1Female_3African_1Young.mp4
5.873	1.852	rating	0.7694	intensity	pain	female	African	young	n/a
6.74	0.986	rating_mouse_trajectory	0.7694	intensity	pain	female	African	young	n/a
7.794	1.346	face	n/a	intensity	fear	female	African	young	task-faces/3Fear_Model1_1Female_3African_1Young.mp4
9.141	1.835	rating	0.466	intensity	fear	female	African	young	n/a
n/a	n/a	rating_mouse_trajectory	0.466	intensity	fear	female	African	young	n/a
11.062	1.314	face	n/a	intensity	anger	female	WC	young	task-faces/5Anger_Model3_1Female_1WC_1Young.mp4
12.375	1.75	rating	0.4357	intensity	anger	female	WC	young	n/a
14.109	0.017	rating_mouse_trajectory	0.4357	intensity	anger	female	WC	young	n/a
15.296	1.331	face	n/a	intensity	happy	female	African	young	task-faces/1Happy_Model5_1Female_3African_1Young.mp4
16.627	1.852	rating	0.5854	intensity	happy	female	African	young	n/a
17.294	1.185	rating_mouse_trajectory	0.5854	intensity	happy	female	African	young	n/a
18.556	2.072	face	n/a	intensity	pleasure	male	African	young	task-faces/8Pleasure_Model4_2Male_3African_1Young.mp4
20.628	1.511	rating	0.1424	intensity	pleasure	male	African	young	n/a
20.995	1.144	rating_mouse_trajectory	0.1424	intensity	pleasure	male	African	young	n/a
26.545	1.303	face	n/a	intensity	anger	male	EA	young	task-faces/5Anger_Model4_2Male_2EA_1Young.mp4
27.848	1.575	rating	0.5692	intensity	anger	male	EA	young	n/a
28.531	0.892	rating_mouse_trajectory	0.5692	intensity	anger	male	EA	young	n/a
29.77	1.329	face	n/a	intensity	surprise	male	EA	young	task-faces/2Surprise_Model3_2Male_2EA_1Young.mp4
31.099	1.617	rating	0.2516	intensity	surprise	male	EA	young	n/a
32.049	0.667	rating_mouse_trajectory	0.2516	intensity	surprise	male	EA	young	n/a
33.022	1.312	face	n/a	intensity	surprise	male	WC	young	task-faces/2Surprise_Model2_2Male_1WC_1Young.mp4
34.333	1.689	rating	0.002	intensity	surprise	male	WC	young	n/a
34.85	1.172	rating_mouse_trajectory	0.002	intensity	surprise	male	WC	young	n/a
36.257	1.311	face	n/a	intensity	sad	female	African	old	task-faces/6Sad_Model5_1Female_3African_2Old.mp4
37.568	1.438	rating	0.6602	intensity	sad	female	African	old	n/a
38.118	0.888	rating_mouse_trajectory	0.6602	intensity	sad	female	African	old	n/a
39.477	1.326	face	n/a	intensity	disgust	male	WC	old	task-faces/4Disgust_Model1_2Male_1WC_2Old.mp4
40.803	1.037	rating	0.466	intensity	disgust	male	WC	old	n/a
n/a	n/a	rating_mouse_trajectory	0.466	intensity	disgust	male	WC	old	n/a
44.726	2.045	face	n/a	intensity	pain	male	African	old	task-faces/7Pain_Model3_2Male_3African_2Old.mp4
46.771	1.669	rating	0.7148	intensity	pain	male	African	old	n/a
47.238	1.202	rating_mouse_trajectory	0.7148	intensity	pain	male	African	old	n/a
49.694	2.046	face	n/a	intensity	pleasure	female	African	young	task-faces/8Pleasure_Model4_1Female_3African_1Young.mp4
51.74	0.935	rating	0.2617	intensity	pleasure	female	African	young	n/a
