onset	duration	trial_type	response_value	rating_type	expression	sex	race	age	stim_file
3.834	1.365	face	n/a	age	disgust	female	WC	young	task-faces/4Disgust_Model4_1Female_1WC_1Young.mp4
5.198	1.875	rating	0.466	age	disgust	female	WC	young	n/a
n/a	n/a	rating_mouse_trajectory	0.466	age	disgust	female	WC	young	n/a
7.256	1.326	face	n/a	age	anger	female	WC	old	task-faces/5Anger_Model2_1Female_1WC_2Old.mp4
8.583	1.64	rating	0.8261	age	anger	female	WC	old	n/a
9.099	1.123	rating_mouse_trajectory	0.8261	age	anger	female	WC	old	n/a
10.528	1.34	face	n/a	age	disgust	male	WC	old	task-faces/4Disgust_Model1_2Male_1WC_2Old.mp4
11.867	1.739	rating	0.8078	age	disgust	male	WC	old	n/a
12.617	0.989	rating_mouse_trajectory	0.8078	age	disgust	male	WC	old	n/a
14.813	1.306	face	n/a	age	anger	female	African	old	task-faces/5Anger_Model4_1Female_3African_2Old.mp4
16.119	1.787	rating	0.5833	age	anger	female	African	old	n/a
16.802	1.103	rating_mouse_trajectory	0.5833	age	anger	female	African	old	n/a
18.05	1.32	face	n/a	age	surprise	male	African	young	task-faces/2Surprise_Model2_2Male_3African_1Young.mp4
19.37	1.036	rating	0.5793	age	surprise	male	African	young	n/a
19.62	0.786	rating_mouse_trajectory	0.5793	age	surprise	male	African	young	n/a
25.312	1.311	face	n/a	age	sad	male	WC	young	task-faces/6Sad_Model4_2Male_1WC_1Young.mp4
26.623	0.985	rating	0.466	age	sad	male	WC	young	n/a
n/a	n/a	rating_mouse_trajectory	0.466	age	sad	male	WC	young	n/a
28.546	1.311	face	n/a	age	fear	male	EA	young	task-faces/3Fear_Model5_2Male_2EA_1Young.mp4
29.857	1.602	rating	0.2536	age	fear	male	EA	young	n/a
30.541	0.918	rating_mouse_trajectory	0.2536	age	fear	male	EA	young	n/a
31.78	1.312	face	n/a	age	fear	male	African	old	task-faces/3Fear_Model3_2Male_3African_2Old.mp4
33.092	1.852	rating	0.6804	age	fear	male	African	old	n/a
33.142	1.802	rating_mouse_trajectory	0.6804	age	fear	male	African	old	n/a
35.01	1.317	face	n/a	age	surprise	male	EA	young	task-faces/2Surprise_Model3_2Male_2EA_1Young.mp4
36.326	1.819	rating	0.5712	age	surprise	male	EA	young	n/a
37.126	1.019	rating_mouse_trajectory	0.5712	age	surprise	male	EA	young	n/a
38.25	1.311	face	n/a	age	anger	male	EA	young	task-faces/5Anger_Model4_2Male_2EA_1Young.mp4
39.561	0.651	rating	0.466	age	anger	male	EA	young	n/a
n/a	n/a	rating_mouse_trajectory	0.466	age	anger	male	EA	young	n/a
43.468	2.062	face	n/a	age	pleasure	female	WC	young	task-faces/8Pleasure_Model2_1Female_1WC_1Young.mp4
45.53	1.518	rating	0.3528	age	pleasure	female	WC	young	n/a
45.947	1.102	rating_mouse_trajectory	0.3528	age	pleasure	female	WC	young	n/a
48.444	1.304	face	n/a	age	happy	male	African	old	task-faces/1Happy_Model2_2Male_3African_2Old.mp4
49.748	1.876	rating	0.8685	age	happy	male	African	old	n/a
50.065	1.559	rating_mouse_trajectory	0.8685	age	happy	male	African	old	n/a
53.672	1.328	face	n/a	age	happy	male	WC	young	task-faces/1Happy_Model4_2Male_1WC_1Young.mp4
55.0	1.856	rating	0.5489	age	happy	male	WC	young	n/a
55.767	1.089	rating_mouse_trajectory	0.5489	age	happy	male	WC	young	n/a
57.924	1.328	face	n/a	age	disgust	male	WC	young	task-faces/4Disgust_Model1_2Male_1WC_1Young.mp4
59.252	1.504	rating	0.3811	age	disgust	male	WC	young	n/a
59.802	0.954	rating_mouse_trajectory	0.3811	age	disgust	male	WC	young	n/a
62.176	1.327	face	n/a	age	fear	female	EA	young	task-faces/3Fear_Model5_1Female_2EA_1Young.mp4
63.503	1.503	rating	0.3184	age	fear	female	EA	young	n/a
64.02	0.986	rating_mouse_trajectory	0.3184	age	fear	female	EA	young	n/a
66.41	1.328	face	n/a	age	disgust	female	EA	young	task-faces/4Disgust_Model3_1Female_2EA_1Young.mp4
67.738	1.152	rating	0.466	age	disgust	female	EA	young	n/a
n/a	n/a	rating_mouse_trajectory	0.466	age	disgust	female	EA	young	n/a
70.644	1.312	face	n/a	age	disgust	male	African	young	task-faces/4Disgust_Model3_2Male_3African_1Young.mp4
71.956	1.5	rating	0.5752	age	disgust	male	African	young	n/a
72.09	1.367	rating_mouse_trajectory	0.5752	age	disgust	male	African	young	n/a
74.878	1.313	face	n/a	age	sad	female	WC	young	task-faces/6Sad_Model3_1Female_1WC_1Young.mp4
76.191	1.785	rating	0.466	age	sad	female	WC	young	n/a
n/a	n/a	rating_mouse_trajectory	0.466	age	sad	female	WC	young	n/a
81.111	2.05	face	n/a	age	pain	female	African	young	task-faces/7Pain_Model2_1Female_3African_1Young.mp4
83.161	1.252	rating	0.5287	age	pain	female	African	young	n/a
83.211	1.202	rating_mouse_trajectory	0.5287	age	pain	female	African	young	n/a
85.066	1.312	face	n/a	age	disgust	female	African	old	task-faces/4Disgust_Model1_1Female_3African_2Old.mp4
86.378	1.211	rating	0.7917	age	disgust	female	African	old	n/a
86.428	1.161	rating_mouse_trajectory	0.7917	age	disgust	female	African	old	n/a
89.285	2.045	face	n/a	age	pain	male	EA	young	task-faces/7Pain_Model5_2Male_2EA_1Young.mp4
91.33	1.059	rating	0.466	age	pain	male	EA	young	n/a
n/a	n/a	rating_mouse_trajectory	0.466	age	pain	male	EA	young	n/a
93.254	2.045	face	n/a	age	pleasure	male	EA	young	task-faces/8Pleasure_Model5_2Male_2EA_1Young.mp4
95.298	1.574	rating	0.3649	age	pleasure	male	EA	young	n/a
95.682	1.191	rating_mouse_trajectory	0.3649	age	pleasure	male	EA	young	n/a
98.222	1.311	face	n/a	age	fear	female	WC	young	task-faces/3Fear_Model1_1Female_1WC_1Young.mp4
99.533	1.669	rating	0.2112	age	fear	female	WC	young	n/a
100.383	0.819	rating_mouse_trajectory	0.2112	age	fear	female	WC	young	n/a
102.457	1.311	face	n/a	age	happy	female	WC	old	task-faces/1Happy_Model3_1Female_1WC_2Old.mp4
103.768	1.438	rating	0.5409	age	happy	female	WC	old	n/a
104.335	0.871	rating_mouse_trajectory	0.5409	age	happy	female	WC	old	n/a
106.692	1.311	face	n/a	age	fear	male	WC	young	task-faces/3Fear_Model2_2Male_1WC_1Young.mp4
108.003	0.586	rating	0.466	age	fear	male	WC	young	n/a
n/a	n/a	rating_mouse_trajectory	0.466	age	fear	male	WC	young	n/a
109.926	2.045	face	n/a	age	pain	male	WC	old	task-faces/7Pain_Model5_2Male_1WC_2Old.mp4
111.971	1.868	rating	0.6683	age	pain	male	WC	old	n/a
112.371	1.468	rating_mouse_trajectory	0.6683	age	pain	male	WC	old	n/a
113.876	1.313	face	n/a	age	happy	male	African	young	task-faces/1Happy_Model2_2Male_3African_1Young.mp4
115.189	1.468	rating	0.7694	age	happy	male	African	young	n/a
115.706	0.952	rating_mouse_trajectory	0.7694	age	happy	male	African	young	n/a
117.11	1.313	face	n/a	age	fear	male	WC	old	task-faces/3Fear_Model2_2Male_1WC_2Old.mp4
118.424	1.602	rating	0.7512	age	fear	male	WC	old	n/a
118.957	1.069	rating_mouse_trajectory	0.7512	age	fear	male	WC	old	n/a
121.344	2.048	face	n/a	age	pain	female	African	old	task-faces/7Pain_Model4_1Female_3African_2Old.mp4
123.392	1.435	rating	0.7047	age	pain	female	African	old	n/a
123.926	0.902	rating_mouse_trajectory	0.7047	age	pain	female	African	old	n/a
126.311	1.316	face	n/a	age	sad	male	WC	old	task-faces/6Sad_Model5_2Male_1WC_2Old.mp4
127.627	0.745	rating	0.466	age	sad	male	WC	old	n/a
n/a	n/a	rating_mouse_trajectory	0.466	age	sad	male	WC	old	n/a
130.545	1.318	face	n/a	age	surprise	female	EA	old	task-faces/2Surprise_Model1_1Female_2EA_2Old.mp4
131.862	1.185	rating	0.5469	age	surprise	female	EA	old	n/a
132.329	0.718	rating_mouse_trajectory	0.5469	age	surprise	female	EA	old	n/a
