onset	duration	subtask_type	event_type	value	response_accuracy	stim_file_TODO	trial_index
14.817	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/4b_story.txt	1
25.788	3.724	tomsaxe	response	falsebelief	correct	task-tomsaxe/4b_question.txt	1
44.312	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/4p_story.txt	2
55.299	2.907	tomsaxe	response	falsephoto	correct	task-tomsaxe/4p_question.txt	2
73.823	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/1p_story.txt	3
84.81	4.893	tomsaxe	response	falsephoto	incorrect	task-tomsaxe/1p_question.txt	3
103.334	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/1b_story.txt	4
114.321	5.336	tomsaxe	response	falsebelief	correct	task-tomsaxe/1b_question.txt	4
132.845	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/6p_story.txt	5
143.832	4.372	tomsaxe	response	falsephoto	correct	task-tomsaxe/6p_question.txt	5
162.372	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/6b_story.txt	6
173.36	5.206	tomsaxe	response	falsebelief	correct	task-tomsaxe/6b_question.txt	6
191.883	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/3p_story.txt	7
202.871	5.398	tomsaxe	response	falsephoto	incorrect	task-tomsaxe/3p_question.txt	7
221.395	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/3b_story.txt	8
232.382	3.263	tomsaxe	response	falsebelief	correct	task-tomsaxe/3b_question.txt	8
250.906	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/8b_story.txt	9
261.893	n/a	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/8b_question.txt	9
280.417	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/8p_story.txt	10
291.404	3.153	tomsaxe	response	falsephoto	correct	task-tomsaxe/8p_question.txt	10
309.928	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/7p_story.txt	11
320.915	3.616	tomsaxe	response	falsephoto	correct	task-tomsaxe/7p_question.txt	11
339.439	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/7b_story.txt	12
350.426	5.435	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/7b_question.txt	12
368.95	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/10p_story.txt	13
379.937	4.861	tomsaxe	response	falsephoto	correct	task-tomsaxe/10p_question.txt	13
398.461	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/10b_story.txt	14
409.448	5.018	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/10b_question.txt	14
427.972	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/9b_story.txt	15
438.959	6.2	tomsaxe	response	falsebelief	correct	task-tomsaxe/9b_question.txt	15
457.7	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/9p_story.txt	16
468.704	5.63	tomsaxe	response	falsephoto	correct	task-tomsaxe/9p_question.txt	16
487.244	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/5p_story.txt	17
498.215	3.594	tomsaxe	response	falsephoto	correct	task-tomsaxe/5p_question.txt	17
516.738	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/5b_story.txt	18
527.726	4.862	tomsaxe	response	falsebelief	correct	task-tomsaxe/5b_question.txt	18
546.249	11.0	tomsaxe	stimulus	falsephoto	n/a	task-tomsaxe/2p_story.txt	19
557.237	6.314	tomsaxe	response	falsephoto	correct	task-tomsaxe/2p_question.txt	19
576.111	11.0	tomsaxe	stimulus	falsebelief	n/a	task-tomsaxe/2b_story.txt	20
587.098	5.692	tomsaxe	response	falsebelief	incorrect	task-tomsaxe/2b_question.txt	20
