onset	duration	event_type	value	response_accuracy	stim_file
12.0572311782837	11.0	stimulus	falsebelief	n/a	task-tomsaxe/4b_story.txt
100.573681583405	11.0	stimulus	falsebelief	n/a	task-tomsaxe/1b_story.txt
159.612437238693	11.0	stimulus	falsebelief	n/a	task-tomsaxe/6b_story.txt
218.634518852234	11.0	stimulus	falsebelief	n/a	task-tomsaxe/3b_story.txt
248.145560970306	11.0	stimulus	falsebelief	n/a	task-tomsaxe/8b_story.txt
336.678683986664	11.0	stimulus	falsebelief	n/a	task-tomsaxe/7b_story.txt
395.70076631546	11.0	stimulus	falsebelief	n/a	task-tomsaxe/10b_story.txt
425.211808433533	11.0	stimulus	falsebelief	n/a	task-tomsaxe/9b_story.txt
513.978353013992	11.0	stimulus	falsebelief	n/a	task-tomsaxe/5b_story.txt
573.350566139221	11.0	stimulus	falsebelief	n/a	task-tomsaxe/2b_story.txt
41.5515985393524	11.0	stimulus	falsephoto	n/a	task-tomsaxe/4p_story.txt
71.0626401805878	11.0	stimulus	falsephoto	n/a	task-tomsaxe/1p_story.txt
130.084722747803	11.0	stimulus	falsephoto	n/a	task-tomsaxe/6p_story.txt
189.123477449417	11.0	stimulus	falsephoto	n/a	task-tomsaxe/3p_story.txt
277.656602134705	11.0	stimulus	falsephoto	n/a	task-tomsaxe/8p_story.txt
307.16764210701	11.0	stimulus	falsephoto	n/a	task-tomsaxe/7p_story.txt
366.189725627899	11.0	stimulus	falsephoto	n/a	task-tomsaxe/10p_story.txt
454.939597597122	11.0	stimulus	falsephoto	n/a	task-tomsaxe/9p_story.txt
484.483985414505	11.0	stimulus	falsephoto	n/a	task-tomsaxe/5p_story.txt
543.489393701553	11.0	stimulus	falsephoto	n/a	task-tomsaxe/2p_story.txt
23.0280017757416	3.72419404983521	response	falsebelief	correct	tomsaxe/4b_question.txt
111.56112622261	5.33639073371887	response	falsebelief	correct	tomsaxe/1b_question.txt
170.599880685806	5.20621728897095	response	falsebelief	correct	tomsaxe/6b_question.txt
229.621963729858	3.26307415962219	response	falsebelief	correct	tomsaxe/3b_question.txt
259.133004894257	n/a	response	falsebelief	incorrect	tomsaxe/8b_question.txt
347.66612862587	5.43459129333496	response	falsebelief	incorrect	tomsaxe/7b_question.txt
406.688210716248	5.01841521263123	response	falsebelief	incorrect	tomsaxe/10b_question.txt
436.199253072739	6.19999480247498	response	falsebelief	correct	tomsaxe/9b_question.txt
524.965797176361	4.86174464225769	response	falsebelief	correct	tomsaxe/5b_question.txt
584.338010778427	5.69211721420288	response	falsebelief	incorrect	tomsaxe/2b_question.txt
52.5390429401398	2.90686392784119	response	falsephoto	correct	tomsaxe/4p_question.txt
82.0500836277008	4.89265322685242	response	falsephoto	incorrect	tomsaxe/1p_question.txt
141.072166671753	4.37236332893372	response	falsephoto	correct	tomsaxe/6p_question.txt
200.110922803879	5.39813923835754	response	falsephoto	incorrect	tomsaxe/3p_question.txt
288.644045820236	3.15276217460632	response	falsephoto	correct	tomsaxe/8p_question.txt
318.155087223053	3.61599278450012	response	falsephoto	correct	tomsaxe/7p_question.txt
377.177169313431	4.86100459098816	response	falsephoto	correct	tomsaxe/10p_question.txt
465.943714132309	5.63040971755981	response	falsephoto	correct	tomsaxe/9p_question.txt
495.454755296707	3.59366369247437	response	falsephoto	correct	tomsaxe/5p_question.txt
554.476837625504	6.31371021270752	response	falsephoto	correct	tomsaxe/2p_question.txt
