onset	duration	subtask_type	question	event_type	participant_response	normative_response	response_accuracy	stim_file
328.857	0.795	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_019.jpg
329.958	0.728	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_167.jpg
330.991	0.735	tomspunt	healthy?	why_hand	no	no	correct	task-tomspunt/H_130.jpg
332.042	0.894	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_627.jpg
333.242	0.768	tomspunt	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_362.jpg
343.78	0.856	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_083.jpg
344.947	0.738	tomspunt	proud?	why_face	no	no	correct	task-tomspunt/F_412.jpg
345.997	0.538	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_695.jpg
346.847	0.971	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_598.jpg
348.131	0.587	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_618.jpg
349.031	0.771	tomspunt	proud?	why_face	yes	yes	correct	task-tomspunt/F_582.jpg
350.115	0.703	tomspunt	proud?	why_face	no	no	correct	task-tomspunt/F_760.jpg
351.132	0.837	tomspunt	proud?	why_face	no	no	correct	task-tomspunt/F_776.jpg
365.254	0.701	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_695.jpg
366.271	0.602	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_412.jpg
367.188	0.564	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_083.jpg
368.055	0.685	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_593.jpg
369.056	0.769	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_712.jpg
370.139	0.712	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_139.jpg
371.156	0.619	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_759.jpg
372.09	0.635	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_758.jpg
384.361	0.724	tomspunt	both hands?	how_hand	yes	yes	correct	task-tomspunt/H_167.jpg
385.395	0.64	tomspunt	both hands?	how_hand	no	no	correct	task-tomspunt/H_159.jpg
386.345	0.673	tomspunt	both hands?	how_hand	yes	yes	correct	task-tomspunt/H_027.jpg
387.329	0.701	tomspunt	both hands?	how_hand	yes	yes	correct	task-tomspunt/H_581.jpg
388.346	0.702	tomspunt	both hands?	how_hand	no	no	correct	task-tomspunt/H_091.jpg
389.363	0.602	tomspunt	both hands?	how_hand	yes	yes	correct	task-tomspunt/H_111.jpg
390.28	0.888	tomspunt	both hands?	how_hand	no	no	correct	task-tomspunt/H_627.jpg
391.481	0.671	tomspunt	both hands?	how_hand	yes	yes	correct	task-tomspunt/H_349.jpg
