onset	duration	trial_type	response_value	stim_file
2.766	116.37	video	n/a	task-alignvideo/ses-02_run-03_order-01_content-unefille.mp4
120.965	1.78	rating_relevance	12.08	n/a
126.0	1.799	rating_happy	21.04	n/a
131.319	2.099	rating_sad	4.06	n/a
136.721	2.483	rating_afraid	4.17	n/a
140.705	1.45	rating_disgusted	6.56	n/a
146.391	2.116	rating_warm	20.42	n/a
151.96	2.667	rating_engaged	8.96	n/a
154.328	179.333	video	n/a	task-alignvideo/ses-02_run-03_order-02_content-captureflag.mp4
337.029	3.339	rating_relevance	10.52	n/a
338.729	0.022	rating_happy	0.0	n/a
346.499	2.769	rating_sad	9.48	n/a
350.467	1.718	rating_afraid	35.1	n/a
356.503	2.733	rating_disgusted	13.02	n/a
361.038	2.25	rating_warm	6.46	n/a
367.307	3.501	rating_engaged	34.48	n/a
368.837	26.865	video	n/a	task-alignvideo/ses-02_run-03_order-03_content-tornado.mp4
398.702	2.939	rating_relevance	13.75	n/a
402.236	1.466	rating_happy	8.44	n/a
407.255	1.466	rating_sad	22.08	n/a
412.44	1.633	rating_afraid	31.88	n/a
417.075	1.249	rating_disgusted	6.04	n/a
423.344	2.5	rating_warm	7.92	n/a
427.512	1.656	rating_engaged	28.23	n/a
430.893	62.859	video	n/a	task-alignvideo/ses-02_run-03_order-04_content-war.mp4
496.038	2.226	rating_relevance	8.44	n/a
500.206	1.383	rating_happy	7.5	n/a
504.975	1.133	rating_sad	21.88	n/a
510.693	1.833	rating_afraid	36.67	n/a
516.846	2.967	rating_disgusted	17.4	n/a
520.864	1.972	rating_warm	7.4	n/a
525.916	2.003	rating_engaged	22.29	n/a
