onset	duration	trial_type	response_value	stim_file
2.768	119.111	video	n/a	task-alignvideo/ses-02_run-02_order-01_content-mediabias.mp4
126.481	n/a	rating_relevance	n/a	n/a
131.516	n/a	rating_happy	n/a	n/a
136.535	n/a	rating_sad	n/a	n/a
141.553	n/a	rating_afraid	n/a	n/a
146.572	n/a	rating_disgusted	n/a	n/a
151.607	n/a	rating_warm	n/a	n/a
156.642	n/a	rating_engaged	n/a	n/a
157.175	207.951	video	n/a	task-alignvideo/ses-02_run-02_order-02_content-photography.mp4
369.688	n/a	rating_relevance	n/a	n/a
374.723	n/a	rating_happy	n/a	n/a
379.759	n/a	rating_sad	n/a	n/a
384.794	n/a	rating_afraid	n/a	n/a
389.812	n/a	rating_disgusted	n/a	n/a
394.848	n/a	rating_warm	n/a	n/a
399.866	n/a	rating_engaged	n/a	n/a
400.399	203.91	video	n/a	task-alignvideo/ses-02_run-02_order-03_content-menrunning.mp4
608.877	n/a	rating_relevance	n/a	n/a
613.913	n/a	rating_happy	n/a	n/a
618.948	n/a	rating_sad	n/a	n/a
623.983	n/a	rating_afraid	n/a	n/a
629.002	n/a	rating_disgusted	n/a	n/a
634.037	n/a	rating_warm	n/a	n/a
639.055	n/a	rating_engaged	n/a	n/a
639.59	177.532	video	n/a	task-alignvideo/ses-02_run-02_order-04_content-giving.mp4
821.69	n/a	rating_relevance	n/a	n/a
826.725	n/a	rating_happy	n/a	n/a
831.761	n/a	rating_sad	n/a	n/a
836.796	n/a	rating_afraid	n/a	n/a
841.814	n/a	rating_disgusted	n/a	n/a
846.833	n/a	rating_warm	n/a	n/a
851.868	n/a	rating_engaged	n/a	n/a
