onset	duration	trial_type	response_value	rating_type	expression	sex	race	age	stim_file
3.855	1.302	face	n/a	sex	anger	male	African	young	task-faces/5Anger_Model5_2Male_3African_1Young.mp4
5.157	1.717	rating	0.015	sex	anger	male	African	young	n/a
6.157	0.717	rating_mouse_trajectory	0.015	sex	anger	male	African	young	n/a
7.153	2.039	face	n/a	sex	pleasure	male	WC	young	task-faces/8Pleasure_Model4_2Male_1WC_1Young.mp4
9.192	0.967	rating	0.0	sex	pleasure	male	WC	young	n/a
9.225	0.933	rating_mouse_trajectory	0.0	sex	pleasure	male	WC	young	n/a
11.134	2.043	face	n/a	sex	pain	female	WC	young	task-faces/7Pain_Model1_1Female_1WC_1Young.mp4
13.177	0.533	rating	0.3406	sex	pain	female	WC	young	n/a
13.227	0.483	rating_mouse_trajectory	0.3406	sex	pain	female	WC	young	n/a
16.1	1.312	face	n/a	sex	happy	female	WC	young	task-faces/1Happy_Model5_1Female_1WC_1Young.mp4
17.412	1.833	rating	0.5631	sex	happy	female	WC	young	n/a
18.378	0.867	rating_mouse_trajectory	0.5631	sex	happy	female	WC	young	n/a
19.339	1.308	face	n/a	sex	anger	female	African	young	task-faces/5Anger_Model1_1Female_3African_1Young.mp4
20.646	1.05	rating	0.6764	sex	anger	female	African	young	n/a
20.946	0.75	rating_mouse_trajectory	0.6764	sex	anger	female	African	young	n/a
26.586	1.313	face	n/a	sex	surprise	female	African	old	task-faces/2Surprise_Model4_1Female_3African_2Old.mp4
27.899	1.833	rating	0.0	sex	surprise	female	African	old	n/a
28.049	1.683	rating_mouse_trajectory	0.0	sex	surprise	female	African	old	n/a
29.817	1.317	face	n/a	sex	fear	female	WC	old	task-faces/3Fear_Model5_1Female_1WC_2Old.mp4
31.133	0.733	rating	0.5247	sex	fear	female	WC	old	n/a
31.183	0.683	rating_mouse_trajectory	0.5247	sex	fear	female	WC	old	n/a
33.05	1.318	face	n/a	sex	disgust	female	EA	young	task-faces/4Disgust_Model4_1Female_2EA_1Young.mp4
34.368	0.55	rating	0.6622	sex	disgust	female	EA	young	n/a
34.551	0.367	rating_mouse_trajectory	0.6622	sex	disgust	female	EA	young	n/a
36.282	1.304	face	n/a	sex	anger	male	EA	young	task-faces/5Anger_Model2_2Male_2EA_1Young.mp4
37.586	1.017	rating	0.2536	sex	anger	male	EA	young	n/a
37.919	0.683	rating_mouse_trajectory	0.2536	sex	anger	male	EA	young	n/a
39.5	1.304	face	n/a	sex	happy	female	EA	old	task-faces/1Happy_Model3_1Female_2EA_2Old.mp4
40.804	1.233	rating	0.82	sex	happy	female	EA	old	n/a
41.337	0.7	rating_mouse_trajectory	0.82	sex	happy	female	EA	old	n/a
