onset	duration	trial_type	response_value	rating_type	expression	sex	race	age	stim_file
3.826	1.358	face	n/a	age	surprise	female	WC	old	task-faces/2Surprise_Model1_1Female_1WC_2Old.mp4
5.184	1.733	rating	0.4013	age	surprise	female	WC	old	n/a
5.618	1.3	rating_mouse_trajectory	0.4013	age	surprise	female	WC	old	n/a
7.112	1.307	face	n/a	age	surprise	male	WC	young	task-faces/2Surprise_Model2_2Male_1WC_1Young.mp4
8.419	1.65	rating	0.3871	age	surprise	male	WC	young	n/a
8.452	1.617	rating_mouse_trajectory	0.3871	age	surprise	male	WC	young	n/a
10.345	1.325	face	n/a	age	sad	male	EA	old	task-faces/6Sad_Model3_2Male_2EA_2Old.mp4
11.67	1.55	rating	0.7249	age	sad	male	EA	old	n/a
11.903	1.317	rating_mouse_trajectory	0.7249	age	sad	male	EA	old	n/a
14.595	2.06	face	n/a	age	pleasure	male	WC	young	task-faces/8Pleasure_Model2_2Male_1WC_1Young.mp4
16.655	1.317	rating	0.3871	age	pleasure	male	WC	young	n/a
16.789	1.183	rating_mouse_trajectory	0.3871	age	pleasure	male	WC	young	n/a
18.584	1.339	face	n/a	age	happy	female	EA	old	task-faces/1Happy_Model2_1Female_2EA_2Old.mp4
19.923	1.633	rating	0.5773	age	happy	female	EA	old	n/a
20.256	1.3	rating_mouse_trajectory	0.5773	age	happy	female	EA	old	n/a
25.847	1.312	face	n/a	age	sad	female	EA	old	task-faces/6Sad_Model2_1Female_2EA_2Old.mp4
27.159	1.233	rating	0.4215	age	sad	female	EA	old	n/a
28.076	0.317	rating_mouse_trajectory	0.4215	age	sad	female	EA	old	n/a
29.077	1.3	face	n/a	age	sad	female	WC	old	task-faces/6Sad_Model3_1Female_1WC_2Old.mp4
30.377	1.783	rating	0.5914	age	sad	female	WC	old	n/a
30.794	1.367	rating_mouse_trajectory	0.5914	age	sad	female	WC	old	n/a
32.294	2.035	face	n/a	age	pleasure	male	WC	old	task-faces/8Pleasure_Model1_2Male_1WC_2Old.mp4
34.329	1.85	rating	0.3892	age	pleasure	male	WC	old	n/a
34.479	1.7	rating_mouse_trajectory	0.3892	age	pleasure	male	WC	old	n/a
36.244	2.036	face	n/a	age	pleasure	male	African	old	task-faces/8Pleasure_Model5_2Male_3African_2Old.mp4
38.28	0.983	rating	0.6359	age	pleasure	male	African	old	n/a
38.363	0.9	rating_mouse_trajectory	0.6359	age	pleasure	male	African	old	n/a
40.194	2.037	face	n/a	age	pain	female	WC	young	task-faces/7Pain_Model3_1Female_1WC_1Young.mp4
42.231	0.533	rating	0.282	age	pain	female	WC	young	n/a
42.281	0.483	rating_mouse_trajectory	0.282	age	pain	female	WC	young	n/a
46.145	1.305	face	n/a	age	fear	female	African	old	task-faces/3Fear_Model4_1Female_3African_2Old.mp4
47.45	1.267	rating	0.555	age	fear	female	African	old	n/a
47.533	1.183	rating_mouse_trajectory	0.555	age	fear	female	African	old	n/a
50.373	2.062	face	n/a	age	pain	male	WC	old	task-faces/7Pain_Model5_2Male_1WC_2Old.mp4
52.435	1.867	rating	0.6117	age	pain	male	WC	old	n/a
52.485	1.817	rating_mouse_trajectory	0.6117	age	pain	male	WC	old	n/a
56.361	1.326	face	n/a	age	sad	male	African	young	task-faces/6Sad_Model5_2Male_3African_1Young.mp4
57.687	1.45	rating	0.4013	age	sad	male	African	young	n/a
58.087	1.05	rating_mouse_trajectory	0.4013	age	sad	male	African	young	n/a
60.594	1.312	face	n/a	age	fear	male	African	young	task-faces/3Fear_Model3_2Male_3African_1Young.mp4
61.905	1.867	rating	0.5227	age	fear	male	African	young	n/a
62.455	1.317	rating_mouse_trajectory	0.5227	age	fear	male	African	young	n/a
64.812	1.311	face	n/a	age	happy	female	WC	old	task-faces/1Happy_Model3_1Female_1WC_2Old.mp4
66.124	1.167	rating	0.5732	age	happy	female	WC	old	n/a
66.974	0.317	rating_mouse_trajectory	0.5732	age	happy	female	WC	old	n/a
69.045	1.314	face	n/a	age	surprise	male	EA	old	task-faces/2Surprise_Model5_2Male_2EA_2Old.mp4
70.359	1.833	rating	0.5227	age	surprise	male	EA	old	n/a
71.242	0.95	rating_mouse_trajectory	0.5227	age	surprise	male	EA	old	n/a
