onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	button_press	trial_index
6.773	0.2	posner	invalid_cue	correct	left	n/a	n/a	1
6.973	0.503	posner	target_response	correct	left	right	right	1
10.375	0.2	posner	invalid_cue	correct	left	n/a	n/a	2
10.575	0.383	posner	target_response	correct	left	right	right	2
16.16	0.2	posner	valid_cue	correct	left	n/a	n/a	3
16.36	0.424	posner	target_response	correct	left	left	left	3
19.745	0.2	posner	invalid_cue	correct	right	n/a	n/a	4
19.945	0.446	posner	target_response	correct	right	left	left	4
22.913	0.2	posner	invalid_cue	correct	right	n/a	n/a	5
23.113	0.376	posner	target_response	correct	right	left	left	5
26.414	0.2	posner	valid_cue	correct	left	n/a	n/a	6
26.614	0.397	posner	target_response	correct	left	left	left	6
29.382	0.2	posner	valid_cue	correct	right	n/a	n/a	7
29.582	0.429	posner	target_response	correct	right	right	right	7
32.75	0.2	posner	valid_cue	correct	right	n/a	n/a	8
32.95	0.344	posner	target_response	correct	right	right	right	8
36.118	0.2	posner	invalid_cue	correct	right	n/a	n/a	9
36.318	0.374	posner	target_response	correct	right	left	left	9
42.587	0.2	posner	invalid_cue	correct	left	n/a	n/a	10
42.787	0.416	posner	target_response	correct	left	right	right	10
50.056	0.2	posner	invalid_cue	correct	right	n/a	n/a	11
50.256	0.402	posner	target_response	correct	right	left	left	11
53.324	0.2	posner	invalid_cue	correct	right	n/a	n/a	12
53.524	0.372	posner	target_response	correct	right	left	left	12
57.092	0.2	posner	valid_cue	correct	right	n/a	n/a	13
57.292	0.376	posner	target_response	correct	right	right	right	13
64.161	0.2	posner	valid_cue	correct	right	n/a	n/a	14
64.361	0.372	posner	target_response	correct	right	right	right	14
67.829	0.2	posner	valid_cue	correct	right	n/a	n/a	15
68.029	0.272	posner	target_response	correct	right	right	right	15
71.397	0.2	posner	valid_cue	correct	left	n/a	n/a	16
71.597	0.229	posner	target_response	correct	left	left	left	16
74.465	0.2	posner	invalid_cue	correct	right	n/a	n/a	17
74.665	0.419	posner	target_response	correct	right	left	left	17
78.133	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	18
78.333	0.23	posner	target_response	incorrect	left	right	left	18
81.601	0.2	posner	invalid_cue	correct	left	n/a	n/a	19
81.801	0.37	posner	target_response	correct	left	right	right	19
85.069	0.2	posner	valid_cue	correct	left	n/a	n/a	20
85.269	0.29	posner	target_response	correct	left	left	left	20
88.637	0.2	posner	valid_cue	correct	right	n/a	n/a	21
88.837	0.298	posner	target_response	correct	right	right	right	21
92.905	0.2	posner	invalid_cue	correct	right	n/a	n/a	22
93.106	0.495	posner	target_response	correct	right	left	left	22
101.775	0.2	posner	invalid_cue	correct	right	n/a	n/a	23
101.975	0.454	posner	target_response	correct	right	left	left	23
105.043	0.2	posner	invalid_cue	correct	left	n/a	n/a	24
105.243	0.409	posner	target_response	correct	left	right	right	24
108.711	0.2	posner	invalid_cue	correct	right	n/a	n/a	25
108.911	0.423	posner	target_response	correct	right	left	left	25
112.98	0.2	posner	invalid_cue	correct	left	n/a	n/a	26
113.18	0.429	posner	target_response	correct	left	right	right	26
116.348	0.2	posner	invalid_cue	correct	left	n/a	n/a	27
116.548	0.42	posner	target_response	correct	left	right	right	27
119.915	0.2	posner	invalid_cue	correct	right	n/a	n/a	28
120.116	0.421	posner	target_response	correct	right	left	left	28
123.884	0.2	posner	invalid_cue	correct	left	n/a	n/a	29
124.084	0.375	posner	target_response	correct	left	right	right	29
131.353	0.2	posner	invalid_cue	correct	right	n/a	n/a	30
131.553	0.366	posner	target_response	correct	right	left	left	30
135.321	0.2	posner	invalid_cue	correct	right	n/a	n/a	31
135.521	0.402	posner	target_response	correct	right	left	left	31
138.689	0.2	posner	invalid_cue	correct	left	n/a	n/a	32
138.889	0.42	posner	target_response	correct	left	right	right	32
143.358	0.2	posner	invalid_cue	correct	left	n/a	n/a	33
143.558	0.42	posner	target_response	correct	left	right	right	33
150.827	0.2	posner	invalid_cue	correct	right	n/a	n/a	34
151.027	0.41	posner	target_response	correct	right	left	left	34
153.895	0.2	posner	valid_cue	correct	right	n/a	n/a	35
154.095	0.359	posner	target_response	correct	right	right	right	35
158.863	0.2	posner	valid_cue	correct	left	n/a	n/a	36
159.063	0.416	posner	target_response	correct	left	left	left	36
162.531	0.2	posner	invalid_cue	correct	left	n/a	n/a	37
162.731	0.383	posner	target_response	correct	left	right	right	37
165.599	0.2	posner	valid_cue	correct	right	n/a	n/a	38
165.799	0.38	posner	target_response	correct	right	right	right	38
169.167	0.2	posner	valid_cue	correct	left	n/a	n/a	39
169.367	0.252	posner	target_response	correct	left	left	left	39
172.335	0.2	posner	valid_cue	correct	right	n/a	n/a	40
172.535	0.24	posner	target_response	correct	right	right	right	40
178.904	0.2	posner	valid_cue	correct	left	n/a	n/a	41
179.104	0.336	posner	target_response	correct	left	left	left	41
186.374	0.2	posner	invalid_cue	correct	left	n/a	n/a	42
186.574	0.414	posner	target_response	correct	left	right	right	42
189.942	0.2	posner	valid_cue	correct	right	n/a	n/a	43
190.142	0.367	posner	target_response	correct	right	right	right	43
197.411	0.2	posner	invalid_cue	correct	left	n/a	n/a	44
197.611	0.438	posner	target_response	correct	left	right	right	44
204.881	0.2	posner	valid_cue	correct	right	n/a	n/a	45
205.081	0.389	posner	target_response	correct	right	right	right	45
208.549	0.2	posner	valid_cue	correct	right	n/a	n/a	46
208.749	0.328	posner	target_response	correct	right	right	right	46
212.217	0.2	posner	valid_cue	correct	left	n/a	n/a	47
212.417	0.385	posner	target_response	correct	left	left	left	47
219.686	0.2	posner	invalid_cue	correct	right	n/a	n/a	48
219.886	0.382	posner	target_response	correct	right	left	left	48
223.254	0.2	posner	valid_cue	correct	right	n/a	n/a	49
223.454	0.391	posner	target_response	correct	right	right	right	49
228.323	0.2	posner	valid_cue	correct	right	n/a	n/a	50
228.523	0.337	posner	target_response	correct	right	right	right	50
239.593	0.2	posner	invalid_cue	correct	right	n/a	n/a	51
239.794	0.431	posner	target_response	correct	right	left	left	51
245.862	0.2	posner	valid_cue	correct	right	n/a	n/a	52
246.063	0.457	posner	target_response	correct	right	right	right	52
249.13	0.2	posner	valid_cue	correct	right	n/a	n/a	53
249.33	0.345	posner	target_response	correct	right	right	right	53
256.5	0.2	posner	invalid_cue	correct	left	n/a	n/a	54
256.7	0.434	posner	target_response	correct	left	right	right	54
261.468	0.2	posner	valid_cue	correct	left	n/a	n/a	55
261.668	0.389	posner	target_response	correct	left	left	left	55
264.536	0.2	posner	valid_cue	correct	right	n/a	n/a	56
264.736	0.367	posner	target_response	correct	right	right	right	56
267.504	0.2	posner	valid_cue	correct	left	n/a	n/a	57
267.704	0.373	posner	target_response	correct	left	left	left	57
270.472	0.2	posner	valid_cue	correct	right	n/a	n/a	58
270.672	0.288	posner	target_response	correct	right	right	right	58
282.743	0.2	posner	invalid_cue	correct	right	n/a	n/a	59
282.943	0.439	posner	target_response	correct	right	left	left	59
286.311	0.2	posner	invalid_cue	correct	right	n/a	n/a	60
286.511	0.409	posner	target_response	correct	right	left	left	60
295.781	0.2	posner	invalid_cue	correct	left	n/a	n/a	61
295.981	0.398	posner	target_response	correct	left	right	right	61
303.05	0.2	posner	invalid_cue	correct	right	n/a	n/a	62
303.251	0.375	posner	target_response	correct	right	left	left	62
306.118	0.2	posner	invalid_cue	correct	right	n/a	n/a	63
306.318	0.4	posner	target_response	correct	right	left	left	63
310.086	0.2	posner	valid_cue	correct	right	n/a	n/a	64
310.286	0.385	posner	target_response	correct	right	right	right	64
316.355	0.2	posner	invalid_cue	correct	right	n/a	n/a	65
316.555	0.395	posner	target_response	correct	right	left	left	65
323.725	0.2	posner	invalid_cue	correct	left	n/a	n/a	66
323.925	0.405	posner	target_response	correct	left	right	right	66
327.293	0.2	posner	valid_cue	correct	left	n/a	n/a	67
327.493	0.335	posner	target_response	correct	left	left	left	67
