onset	duration	trial_type	response_x	response_y	situation	context	modality	stim_file_TODO
4.838	22.448	narrative_presentation	n/a	n/a	Conflict with a god	swamp	Text	task-narratives/Narrative4Situation1.txt
27.287	2.819	rating_feeling	677	394	Conflict with a god	swamp	Text	n/a
28.753	1.352	feeling_mouse_trajectory	677	394	Conflict with a god	swamp	Text	n/a
31.368	2.184	rating_expectation	627	425	Conflict with a god	swamp	Text	n/a
32.435	1.118	expectation_mouse_trajectory	627	425	Conflict with a god	swamp	Text	n/a
40.452	24.797	narrative_presentation	n/a	n/a	Adultery	swamp	Text	task-narratives/Narrative4Situation2.txt
65.249	2.804	rating_feeling	630	397	Adultery	swamp	Text	n/a
66.582	1.471	feeling_mouse_trajectory	630	397	Adultery	swamp	Text	n/a
69.268	2.12	rating_expectation	674	467	Adultery	swamp	Text	n/a
70.268	1.12	expectation_mouse_trajectory	674	467	Adultery	swamp	Text	n/a
75.331	21.112	narrative_presentation	n/a	n/a	Slaying of kin unrecognized	swamp	Text	task-narratives/Narrative4Situation3.txt
96.443	2.351	rating_feeling	664	388	Slaying of kin unrecognized	swamp	Text	n/a
97.626	1.168	feeling_mouse_trajectory	664	388	Slaying of kin unrecognized	swamp	Text	n/a
100.46	1.875	rating_expectation	651	388	Slaying of kin unrecognized	swamp	Text	n/a
101.36	0.975	expectation_mouse_trajectory	651	388	Slaying of kin unrecognized	swamp	Text	n/a
105.526	21.112	narrative_presentation	n/a	n/a	Fatal imprudence	hospital	Text	task-narratives/Narrative4Situation4.txt
126.638	2.668	rating_feeling	695	431	Fatal imprudence	hospital	Text	n/a
128.105	1.201	feeling_mouse_trajectory	695	431	Fatal imprudence	hospital	Text	n/a
130.655	1.634	rating_expectation	631	412	Fatal imprudence	hospital	Text	n/a
131.172	1.117	expectation_mouse_trajectory	631	412	Fatal imprudence	hospital	Text	n/a
135.737	25.802	narrative_presentation	n/a	n/a	Erroneous judgement	hospital	Text	task-narratives/Narrative4Situation5.txt
161.539	3.952	rating_feeling	806	372	Erroneous judgement	hospital	Text	n/a
163.455	2.035	feeling_mouse_trajectory	806	372	Erroneous judgement	hospital	Text	n/a
165.567	1.934	rating_expectation	785	384	Erroneous judgement	hospital	Text	n/a
166.417	1.084	expectation_mouse_trajectory	785	384	Erroneous judgement	hospital	Text	n/a
170.634	23.445	narrative_presentation	n/a	n/a	Necessity of sacrificing loved ones	hospital	Text	task-narratives/Narrative4Situation6.txt
194.078	2.59	rating_feeling	769	407	Necessity of sacrificing loved ones	hospital	Text	n/a
195.345	1.323	feeling_mouse_trajectory	769	407	Necessity of sacrificing loved ones	hospital	Text	n/a
198.1	1.972	rating_expectation	770	446	Necessity of sacrificing loved ones	hospital	Text	n/a
199.017	1.055	expectation_mouse_trajectory	770	446	Necessity of sacrificing loved ones	hospital	Text	n/a
203.162	19.094	narrative_presentation	n/a	n/a	Recovery of a lost one	prison	Text	task-narratives/Narrative4Situation7.txt
222.256	3.783	rating_feeling	869	395	Recovery of a lost one	prison	Text	n/a
223.756	2.283	feeling_mouse_trajectory	869	395	Recovery of a lost one	prison	Text	n/a
226.274	2.044	rating_expectation	855	508	Recovery of a lost one	prison	Text	n/a
227.157	1.161	expectation_mouse_trajectory	855	508	Recovery of a lost one	prison	Text	n/a
231.34	38.534	narrative_presentation	n/a	n/a	Crimes of love	prison	Text	task-narratives/Narrative4Situation8.txt
269.874	2.568	rating_feeling	765	512	Crimes of love	prison	Text	n/a
271.34	1.101	feeling_mouse_trajectory	765	512	Crimes of love	prison	Text	n/a
273.891	1.877	rating_expectation	762	522	Crimes of love	prison	Text	n/a
274.941	0.827	expectation_mouse_trajectory	762	522	Crimes of love	prison	Text	n/a
282.959	12.394	narrative_presentation	n/a	n/a	Abduction	prison	Text	task-narratives/Narrative4Situation9.txt
295.353	2.185	rating_feeling	720	410	Abduction	prison	Text	n/a
296.419	1.119	feeling_mouse_trajectory	720	410	Abduction	prison	Text	n/a
299.368	1.801	rating_expectation	645	450	Abduction	prison	Text	n/a
300.034	1.134	expectation_mouse_trajectory	645	450	Abduction	prison	Text	n/a
309.435	32.167	narrative_presentation	n/a	n/a	Slaying of kin unrecognized	town	Text	task-narratives/Narrative3Situation1.txt
341.603	2.851	rating_feeling	814	463	Slaying of kin unrecognized	town	Text	n/a
343.169	1.285	feeling_mouse_trajectory	814	463	Slaying of kin unrecognized	town	Text	n/a
345.617	2.401	rating_expectation	850	481	Slaying of kin unrecognized	town	Text	n/a
346.751	1.268	expectation_mouse_trajectory	850	481	Slaying of kin unrecognized	town	Text	n/a
353.685	17.093	narrative_presentation	n/a	n/a	Erroneous judgement	town	Text	task-narratives/Narrative3Situation2.txt
370.778	3.974	rating_feeling	1148	640	Erroneous judgement	town	Text	n/a
372.512	2.241	feeling_mouse_trajectory	1148	640	Erroneous judgement	town	Text	n/a
374.8	0.017	rating_expectation	960	707	Erroneous judgement	town	Text	n/a
n/a	n/a	expectation_mouse_trajectory	960	707	Erroneous judgement	town	Text	n/a
