onset	duration	subtask_type	question	event_type	participant_response	normative_response	response_accuracy	stim_file_TODO	trial_index
0.074	2.034	tomspunt	smiling?	block_question_presentation	n/a	n/a	n/a	n/a	1
5.018	0.947	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_759.jpg	1
6.269	0.719	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_412.jpg	2
7.302	0.919	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_593.jpg	3
8.536	1.495	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_712.jpg	4
10.337	0.838	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_695.jpg	5
11.487	0.594	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_139.jpg	6
12.387	0.56	tomspunt	smiling?	how_face	yes	yes	correct	task-tomspunt/F_083.jpg	7
13.254	0.642	tomspunt	smiling?	how_face	no	no	correct	task-tomspunt/F_758.jpg	8
19.114	2.101	tomspunt	admiring?	block_question_presentation	n/a	n/a	n/a	n/a	9
24.125	0.936	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_593.jpg	9
25.376	0.855	tomspunt	admiring?	why_face	no	no	correct	task-tomspunt/F_129.jpg	10
26.543	1.021	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_759.jpg	11
27.877	0.735	tomspunt	admiring?	why_face	no	no	correct	task-tomspunt/F_692.jpg	12
28.927	0.751	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_779.jpg	13
29.994	0.785	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_590.jpg	14
31.094	0.803	tomspunt	admiring?	why_face	yes	yes	correct	task-tomspunt/F_648.jpg	15
32.212	0.619	tomspunt	admiring?	why_face	no	no	correct	task-tomspunt/F_110.jpg	16
38.171	2.101	tomspunt	competing?	block_question_presentation	n/a	n/a	n/a	n/a	17
43.182	0.752	tomspunt	competing?	why_hand	yes	yes	correct	task-tomspunt/H_261.jpg	17
44.249	1.286	tomspunt	competing?	why_hand	no	yes	incorrect	task-tomspunt/H_170.jpg	18
45.85	0.902	tomspunt	competing?	why_hand	no	no	correct	task-tomspunt/H_483.jpg	19
47.067	0.985	tomspunt	competing?	why_hand	yes	yes	correct	task-tomspunt/H_132.jpg	20
48.368	1.119	tomspunt	competing?	why_hand	yes	yes	correct	task-tomspunt/H_136.jpg	21
49.801	0.913	tomspunt	competing?	why_hand	yes	yes	correct	task-tomspunt/H_003.jpg	22
51.019	0.912	tomspunt	competing?	why_hand	no	no	correct	task-tomspunt/H_126.jpg	23
52.236	1.145	tomspunt	competing?	why_hand	no	no	correct	task-tomspunt/H_502.jpg	24
60.663	2.101	tomspunt	reaching?	block_question_presentation	n/a	n/a	n/a	n/a	25
65.674	1.306	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_003.jpg	25
67.291	0.855	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_364.jpg	26
68.458	0.952	tomspunt	reaching?	how_hand	no	no	correct	task-tomspunt/H_532.jpg	27
69.726	0.888	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_006.jpg	28
70.926	1.354	tomspunt	reaching?	how_hand	no	no	correct	task-tomspunt/H_438.jpg	29
72.593	0.888	tomspunt	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_007.jpg	30
73.794	n/a	tomspunt	reaching?	how_hand	n/a	yes	incorrect	task-tomspunt/H_474.jpg	31
75.828	1.003	tomspunt	reaching?	how_hand	no	no	correct	task-tomspunt/H_132.jpg	32
79.77	2.101	tomspunt	open mouth?	block_question_presentation	n/a	n/a	n/a	n/a	33
84.781	1.202	tomspunt	open mouth?	how_face	yes	yes	correct	task-tomspunt/F_403.jpg	33
86.298	0.785	tomspunt	open mouth?	how_face	no	no	correct	task-tomspunt/F_648.jpg	34
87.399	0.635	tomspunt	open mouth?	how_face	yes	yes	correct	task-tomspunt/F_776.jpg	35
88.349	0.685	tomspunt	open mouth?	how_face	no	no	correct	task-tomspunt/F_584.jpg	36
89.35	0.668	tomspunt	open mouth?	how_face	yes	yes	correct	task-tomspunt/F_844.jpg	37
90.333	0.818	tomspunt	open mouth?	how_face	yes	yes	correct	task-tomspunt/F_692.jpg	38
91.467	0.735	tomspunt	open mouth?	how_face	yes	yes	correct	task-tomspunt/F_086.jpg	39
92.517	1.002	tomspunt	open mouth?	how_face	no	no	correct	task-tomspunt/F_544.jpg	40
101.245	2.101	tomspunt	argument?	block_question_presentation	n/a	n/a	n/a	n/a	41
106.256	1.308	tomspunt	argument?	why_face	yes	yes	correct	task-tomspunt/F_403.jpg	41
107.873	0.935	tomspunt	argument?	why_face	no	no	correct	task-tomspunt/F_844.jpg	42
109.124	0.885	tomspunt	argument?	why_face	yes	yes	correct	task-tomspunt/F_712.jpg	43
110.324	1.04	tomspunt	argument?	why_face	yes	yes	correct	task-tomspunt/F_758.jpg	44
111.674	0.906	tomspunt	argument?	why_face	no	no	correct	task-tomspunt/F_433.jpg	45
112.892	1.555	tomspunt	argument?	why_face	yes	yes	correct	task-tomspunt/F_716.jpg	46
114.759	0.788	tomspunt	argument?	why_face	no	no	correct	task-tomspunt/F_139.jpg	47
115.859	1.371	tomspunt	argument?	why_face	yes	yes	correct	task-tomspunt/F_743.jpg	48
