onset	duration	trial_type	response_value	stim_file_TODO
2.766	142.349	video	n/a	task-alignvideo/ses-01_run-04_order-01_content-beatbox.mp4
147.461	2.301	rating_relevance	12.19	task-alignvideo/ses-01_run-04_order-01_content-beatbox.mp4
151.679	1.499	rating_happy	16.56	task-alignvideo/ses-01_run-04_order-01_content-beatbox.mp4
157.014	1.815	rating_sad	1.04	task-alignvideo/ses-01_run-04_order-01_content-beatbox.mp4
161.7	1.483	rating_afraid	0.62	task-alignvideo/ses-01_run-04_order-01_content-beatbox.mp4
167.018	1.783	rating_disgusted	0.42	task-alignvideo/ses-01_run-04_order-01_content-beatbox.mp4
172.02	1.767	rating_warm	7.08	task-alignvideo/ses-01_run-04_order-01_content-beatbox.mp4
177.689	2.416	rating_engaged	20.0	task-alignvideo/ses-01_run-04_order-01_content-beatbox.mp4
180.305	339.061	video	n/a	task-alignvideo/ses-01_run-04_order-02_content-angrygrandpa.mp4
522.651	3.23	rating_relevance	29.38	task-alignvideo/ses-01_run-04_order-02_content-angrygrandpa.mp4
526.019	1.583	rating_happy	9.58	task-alignvideo/ses-01_run-04_order-02_content-angrygrandpa.mp4
531.321	1.867	rating_sad	36.35	task-alignvideo/ses-01_run-04_order-02_content-angrygrandpa.mp4
535.439	0.966	rating_afraid	0.0	task-alignvideo/ses-01_run-04_order-02_content-angrygrandpa.mp4
540.141	0.649	rating_disgusted	0.0	task-alignvideo/ses-01_run-04_order-02_content-angrygrandpa.mp4
546.977	2.472	rating_warm	56.25	task-alignvideo/ses-01_run-04_order-02_content-angrygrandpa.mp4
552.495	2.97	rating_engaged	47.6	task-alignvideo/ses-01_run-04_order-02_content-angrygrandpa.mp4
