onset	duration	trial_type	response_value	stim_file
2.765	116.374	video	n/a	task-alignvideo/ses-02_run-03_order-01_content-unefille.mp4
121.123	1.933	rating_relevance	2.5	n/a
126.392	2.183	rating_happy	3.02	n/a
132.11	2.884	rating_sad	16.35	n/a
136.262	2.016	rating_afraid	1.98	n/a
141.23	1.971	rating_disgusted	34.79	n/a
145.815	1.536	rating_warm	0.0	n/a
151.651	2.349	rating_engaged	18.65	n/a
154.333	179.336	video	n/a	task-alignvideo/ses-02_run-03_order-02_content-captureflag.mp4
335.303	1.589	rating_relevance	4.27	n/a
339.871	1.149	rating_happy	11.98	n/a
344.573	0.832	rating_sad	0.0	n/a
349.758	1.0	rating_afraid	0.0	n/a
355.427	1.649	rating_disgusted	0.0	n/a
360.662	1.873	rating_warm	0.0	n/a
365.697	1.887	rating_engaged	77.71	n/a
368.847	26.879	video	n/a	task-alignvideo/ses-02_run-03_order-03_content-tornado.mp4
398.26	2.488	rating_relevance	4.48	n/a
402.545	1.749	rating_happy	3.44	n/a
407.446	1.638	rating_sad	28.23	n/a
412.131	1.302	rating_afraid	52.81	n/a
417.467	1.616	rating_disgusted	4.27	n/a
423.252	2.383	rating_warm	1.67	n/a
428.104	2.217	rating_engaged	50.1	n/a
430.919	62.849	video	n/a	task-alignvideo/ses-02_run-03_order-04_content-war.mp4
495.613	1.803	rating_relevance	1.98	n/a
500.098	1.282	rating_happy	0.0	n/a
505.233	1.399	rating_sad	44.38	n/a
510.468	1.616	rating_afraid	79.79	n/a
514.92	1.049	rating_disgusted	24.27	n/a
520.022	1.133	rating_warm	0.0	n/a
525.19	1.283	rating_engaged	44.69	n/a
