onset	duration	trial_type	response_x	response_y	situation	context	modality	stim_file_TODO
4.826	54.317	narrative_presentation	n/a	n/a	Deliverance	prison	Audio	task-narratives/Narrative7Situation1.mp3
59.144	3.678	rating_feeling	792	565	Deliverance	prison	Audio	n/a
61.127	1.694	feeling_mouse_trajectory	792	565	Deliverance	prison	Audio	n/a
63.188	3.967	rating_expectation	1037.0	617.0	Deliverance	prison	Audio	n/a
65.038	2.117	expectation_mouse_trajectory	1037.0	617.0	Deliverance	prison	Audio	n/a
70.4	5.946	narrative_presentation	n/a	n/a	Adultery	prison	Audio	task-narratives/Narrative7Situation2.mp3
76.346	2.988	rating_feeling	1157	472	Adultery	prison	Audio	n/a
77.613	1.721	feeling_mouse_trajectory	1157	472	Adultery	prison	Audio	n/a
80.371	3.669	rating_expectation	1106.0	586.0	Adultery	prison	Audio	n/a
81.621	2.419	expectation_mouse_trajectory	1106.0	586.0	Adultery	prison	Audio	n/a
92.458	7.443	narrative_presentation	n/a	n/a	Pursuit	prison	Audio	task-narratives/Narrative7Situation3.mp3
99.901	3.168	rating_feeling	816	562	Pursuit	prison	Audio	n/a
101.318	1.751	feeling_mouse_trajectory	816	562	Pursuit	prison	Audio	n/a
103.945	2.183	rating_expectation	888.0	428.0	Pursuit	prison	Audio	n/a
104.512	1.617	expectation_mouse_trajectory	888.0	428.0	Pursuit	prison	Audio	n/a
111.049	11.482	narrative_presentation	n/a	n/a	Conflict with a god	park	Audio	task-narratives/Narrative7Situation4.mp3
122.531	2.887	rating_feeling	960	622	Conflict with a god	park	Audio	n/a
123.231	2.187	feeling_mouse_trajectory	960	622	Conflict with a god	park	Audio	n/a
126.555	2.802	rating_expectation	1112.0	591.0	Conflict with a god	park	Audio	n/a
127.655	1.702	expectation_mouse_trajectory	1112.0	591.0	Conflict with a god	park	Audio	n/a
135.629	7.979	narrative_presentation	n/a	n/a	Recovery of a lost one	park	Audio	task-narratives/Narrative7Situation5.mp3
143.608	3.968	rating_feeling	806	551	Recovery of a lost one	park	Audio	n/a
144.791	2.785	feeling_mouse_trajectory	806	551	Recovery of a lost one	park	Audio	n/a
147.63	2.251	rating_expectation	836.0	585.0	Recovery of a lost one	park	Audio	n/a
148.364	1.518	expectation_mouse_trajectory	836.0	585.0	Recovery of a lost one	park	Audio	n/a
154.733	8.78	narrative_presentation	n/a	n/a	Supplication	park	Audio	task-narratives/Narrative7Situation6.mp3
163.514	2.338	rating_feeling	805	573	Supplication	park	Audio	n/a
163.847	2.005	feeling_mouse_trajectory	805	573	Supplication	park	Audio	n/a
167.539	3.27	rating_expectation	839.0	557.0	Supplication	park	Audio	n/a
168.189	2.62	expectation_mouse_trajectory	839.0	557.0	Supplication	park	Audio	n/a
176.607	16.664	narrative_presentation	n/a	n/a	Involuntary crimes of love	hospital	Audio	task-narratives/Narrative7Situation7.mp3
193.271	3.702	rating_feeling	814	539	Involuntary crimes of love	hospital	Audio	n/a
194.004	2.968	feeling_mouse_trajectory	814	539	Involuntary crimes of love	hospital	Audio	n/a
197.297	2.276	rating_expectation	833.0	560.0	Involuntary crimes of love	hospital	Audio	n/a
198.263	1.309	expectation_mouse_trajectory	833.0	560.0	Involuntary crimes of love	hospital	Audio	n/a
203.35	8.78	narrative_presentation	n/a	n/a	An enemy loved	hospital	Audio	task-narratives/Narrative7Situation8.mp3
212.131	3.703	rating_feeling	773	537	An enemy loved	hospital	Audio	n/a
212.564	3.27	feeling_mouse_trajectory	773	537	An enemy loved	hospital	Audio	n/a
216.156	1.602	rating_expectation	762.0	453.0	An enemy loved	hospital	Audio	n/a
216.622	1.135	expectation_mouse_trajectory	762.0	453.0	An enemy loved	hospital	Audio	n/a
222.208	7.976	narrative_presentation	n/a	n/a	Ambition	hospital	Audio	task-narratives/Narrative7Situation9.mp3
230.184	2.768	rating_feeling	1104	549	Ambition	hospital	Audio	n/a
230.901	2.051	feeling_mouse_trajectory	1104	549	Ambition	hospital	Audio	n/a
234.211	n/a	rating_expectation	n/a	n/a	Ambition	hospital	Audio	n/a
n/a	n/a	expectation_mouse_trajectory	n/a	n/a	Ambition	hospital	Audio	n/a
243.267	15.315	narrative_presentation	n/a	n/a	Necessity of sacrificing loved ones	town	Audio	task-narratives/Narrative8Situation1.mp3
258.582	3.636	rating_feeling	829	518	Necessity of sacrificing loved ones	town	Audio	n/a
259.799	2.419	feeling_mouse_trajectory	829	518	Necessity of sacrificing loved ones	town	Audio	n/a
262.606	2.401	rating_expectation	797.0	473.0	Necessity of sacrificing loved ones	town	Audio	n/a
263.456	1.551	expectation_mouse_trajectory	797.0	473.0	Necessity of sacrificing loved ones	town	Audio	n/a
269.66	8.788	narrative_presentation	n/a	n/a	Abduction	town	Audio	task-narratives/Narrative8Situation2.mp3
278.448	2.501	rating_feeling	646	431	Abduction	town	Audio	n/a
278.798	2.151	feeling_mouse_trajectory	646	431	Abduction	town	Audio	n/a
282.48	2.601	rating_expectation	655.0	446.0	Abduction	town	Audio	n/a
283.146	1.935	expectation_mouse_trajectory	655.0	446.0	Abduction	town	Audio	n/a
290.535	22.148	narrative_presentation	n/a	n/a	Adultery	town	Audio	task-narratives/Narrative8Situation3.mp3
312.683	2.551	rating_feeling	738	453	Adultery	town	Audio	n/a
312.817	2.418	feeling_mouse_trajectory	738	453	Adultery	town	Audio	n/a
316.71	1.801	rating_expectation	706.0	429.0	Adultery	town	Audio	n/a
317.043	1.468	expectation_mouse_trajectory	706.0	429.0	Adultery	town	Audio	n/a
323.765	12.611	narrative_presentation	n/a	n/a	Obtaining	city	Audio	task-narratives/Narrative8Situation4.mp3
336.376	2.89	rating_feeling	642	427	Obtaining	city	Audio	n/a
337.042	2.224	feeling_mouse_trajectory	642	427	Obtaining	city	Audio	n/a
340.408	3.039	rating_expectation	635.0	418.0	Obtaining	city	Audio	n/a
341.574	1.872	expectation_mouse_trajectory	635.0	418.0	Obtaining	city	Audio	n/a
346.473	6.611	narrative_presentation	n/a	n/a	Supplication	city	Audio	task-narratives/Narrative8Situation5.mp3
353.084	3.202	rating_feeling	630	450	Supplication	city	Audio	n/a
354.434	1.852	feeling_mouse_trajectory	630	450	Supplication	city	Audio	n/a
357.108	2.168	rating_expectation	655.0	464.0	Supplication	city	Audio	n/a
357.625	1.651	expectation_mouse_trajectory	655.0	464.0	Supplication	city	Audio	n/a
363.163	5.989	narrative_presentation	n/a	n/a	Rivalry of kin	city	Audio	task-narratives/Narrative8Situation6.mp3
369.152	3.835	rating_feeling	858	504	Rivalry of kin	city	Audio	n/a
369.485	3.502	feeling_mouse_trajectory	858	504	Rivalry of kin	city	Audio	n/a
373.181	2.677	rating_expectation	760.0	467.0	Rivalry of kin	city	Audio	n/a
373.915	1.943	expectation_mouse_trajectory	760.0	467.0	Rivalry of kin	city	Audio	n/a
380.253	10.785	narrative_presentation	n/a	n/a	Recovery of a lost one	beach	Audio	task-narratives/Narrative8Situation7.mp3
391.038	2.554	rating_feeling	621	411	Recovery of a lost one	beach	Audio	n/a
391.704	1.887	feeling_mouse_trajectory	621	411	Recovery of a lost one	beach	Audio	n/a
395.058	2.185	rating_expectation	649.0	346.0	Recovery of a lost one	beach	Audio	n/a
395.358	1.885	expectation_mouse_trajectory	649.0	346.0	Recovery of a lost one	beach	Audio	n/a
402.113	11.278	narrative_presentation	n/a	n/a	Rivalry of superior versus inferior	beach	Audio	task-narratives/Narrative8Situation8.mp3
413.392	1.695	rating_feeling	592	370	Rivalry of superior versus inferior	beach	Audio	n/a
413.808	1.278	feeling_mouse_trajectory	592	370	Rivalry of superior versus inferior	beach	Audio	n/a
417.415	0.494	rating_expectation	960.0	707.0	Rivalry of superior versus inferior	beach	Audio	n/a
417.932	-0.023	expectation_mouse_trajectory	960.0	707.0	Rivalry of superior versus inferior	beach	Audio	n/a
424.47	10.118	narrative_presentation	n/a	n/a	Slaying of kin unrecognized	beach	Audio	task-narratives/Narrative8Situation9.mp3
434.589	3.104	rating_feeling	723	458	Slaying of kin unrecognized	beach	Audio	n/a
434.956	2.737	feeling_mouse_trajectory	723	458	Slaying of kin unrecognized	beach	Audio	n/a
438.609	3.219	rating_expectation	747.0	494.0	Slaying of kin unrecognized	beach	Audio	n/a
439.409	2.419	expectation_mouse_trajectory	747.0	494.0	Slaying of kin unrecognized	beach	Audio	n/a
