onset	duration	event_type	response_accuracy	cue_location	target_location	button_press	trial_index
8.15799593925476	0.2	invalid_cue	correct	right	n/a	n/a	1
8.37474298477173	0.559126138687134	target_response	correct	right	left	left	1
13.34326171875	0.2	valid_cue	correct	right	n/a	n/a	2
13.5433366298676	0.526554346084595	target_response	correct	right	right	right	2
20.8127136230469	0.2	valid_cue	correct	right	n/a	n/a	3
21.0127892494202	0.444729804992676	target_response	correct	right	right	right	3
28.2821671962738	0.2	valid_cue	correct	left	n/a	n/a	4
28.4822413921356	0.372363567352295	target_response	correct	left	left	left	4
31.450014591217	0.2	invalid_cue	correct	right	n/a	n/a	5
31.6500885486603	0.388937473297119	target_response	correct	right	left	left	5
35.3181238174438	0.2	valid_cue	correct	right	n/a	n/a	6
35.5181980133057	0.389405965805054	target_response	correct	right	right	right	6
38.8861212730408	0.2	invalid_cue	incorrect	left	n/a	n/a	7
39.0861961841583	0.242328882217407	target_response	incorrect	left	right	left	7
42.2540440559387	0.2	valid_cue	correct	right	n/a	n/a	8
42.4541172981262	0.414616823196411	target_response	correct	right	right	right	8
46.1221532821655	0.2	valid_cue	correct	left	n/a	n/a	9
46.3222281932831	0.440437793731689	target_response	correct	left	left	left	9
53.5916049480438	0.2	valid_cue	correct	right	n/a	n/a	10
53.7916798591614	0.466899156570435	target_response	correct	right	right	right	10
56.7594525814056	0.2	invalid_cue	correct	left	n/a	n/a	11
56.9595279693604	0.50187611579895	target_response	correct	left	right	right	11
64.2289052009583	0.2	invalid_cue	correct	left	n/a	n/a	12
64.4289796352386	0.649597406387329	target_response	correct	left	right	right	12
67.3967528343201	0.2	valid_cue	correct	left	n/a	n/a	13
67.5968260765076	0.433743953704834	target_response	correct	left	left	left	13
70.6646387577057	0.2	valid_cue	correct	left	n/a	n/a	14
70.8647139072418	0.437209129333496	target_response	correct	left	left	left	14
77.934015750885	0.2	valid_cue	correct	left	n/a	n/a	15
78.1340906620026	0.390481472015381	target_response	correct	left	left	left	15
85.4034688472748	0.2	valid_cue	correct	left	n/a	n/a	16
85.6035418510437	0.397034168243408	target_response	correct	left	left	left	16
89.2715775966644	0.2	valid_cue	correct	right	n/a	n/a	17
89.4716515541077	0.595921516418457	target_response	correct	right	right	right	17
96.7410299777985	0.2	invalid_cue	correct	left	n/a	n/a	18
96.941104888916	0.436454057693481	target_response	correct	left	right	right	18
104.210481643677	0.2	invalid_cue	correct	left	n/a	n/a	19
104.410556316376	0.398659706115723	target_response	correct	left	right	right	19
111.679934501648	0.2	valid_cue	correct	right	n/a	n/a	20
111.88000869751	0.38154935836792	target_response	correct	right	right	right	20
119.149385929108	0.2	valid_cue	correct	right	n/a	n/a	21
119.349461078644	0.419743061065674	target_response	correct	right	right	right	21
