onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	participant_response	trial_index
8.158	0.2	posner	invalid_cue	correct	right	n/a	n/a	1
8.375	0.559	posner	target_response	correct	right	left	left	1
13.343	0.2	posner	valid_cue	correct	right	n/a	n/a	2
13.543	0.527	posner	target_response	correct	right	right	right	2
20.813	0.2	posner	valid_cue	correct	right	n/a	n/a	3
21.013	0.445	posner	target_response	correct	right	right	right	3
28.282	0.2	posner	valid_cue	correct	left	n/a	n/a	4
28.482	0.372	posner	target_response	correct	left	left	left	4
31.45	0.2	posner	invalid_cue	correct	right	n/a	n/a	5
31.65	0.389	posner	target_response	correct	right	left	left	5
35.318	0.2	posner	valid_cue	correct	right	n/a	n/a	6
35.518	0.389	posner	target_response	correct	right	right	right	6
38.886	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	7
39.086	0.242	posner	target_response	incorrect	left	right	left	7
42.254	0.2	posner	valid_cue	correct	right	n/a	n/a	8
42.454	0.415	posner	target_response	correct	right	right	right	8
46.122	0.2	posner	valid_cue	correct	left	n/a	n/a	9
46.322	0.44	posner	target_response	correct	left	left	left	9
53.592	0.2	posner	valid_cue	correct	right	n/a	n/a	10
53.792	0.467	posner	target_response	correct	right	right	right	10
56.759	0.2	posner	invalid_cue	correct	left	n/a	n/a	11
56.96	0.502	posner	target_response	correct	left	right	right	11
64.229	0.2	posner	invalid_cue	correct	left	n/a	n/a	12
64.429	0.65	posner	target_response	correct	left	right	right	12
67.397	0.2	posner	valid_cue	correct	left	n/a	n/a	13
67.597	0.434	posner	target_response	correct	left	left	left	13
70.665	0.2	posner	valid_cue	correct	left	n/a	n/a	14
70.865	0.437	posner	target_response	correct	left	left	left	14
77.934	0.2	posner	valid_cue	correct	left	n/a	n/a	15
78.134	0.39	posner	target_response	correct	left	left	left	15
85.403	0.2	posner	valid_cue	correct	left	n/a	n/a	16
85.604	0.397	posner	target_response	correct	left	left	left	16
89.272	0.2	posner	valid_cue	correct	right	n/a	n/a	17
89.472	0.596	posner	target_response	correct	right	right	right	17
96.741	0.2	posner	invalid_cue	correct	left	n/a	n/a	18
96.941	0.436	posner	target_response	correct	left	right	right	18
104.21	0.2	posner	invalid_cue	correct	left	n/a	n/a	19
