onset	duration	subtask_type	event_type	value	response_accuracy	stim_file_TODO	participant_response	reaction_time
7.967	1.034	memory	dummy	study_dummy	n/a	task-memory/obj101fence.png	n/a	n/a
10.035	1.017	memory	dummy	study_dummy	n/a	task-memory/obj111fork.png	n/a	n/a
12.086	1.017	memory	dummy	study_dummy	n/a	task-memory/obj174magnet.png	n/a	n/a
14.12	1.017	memory	study	study	n/a	task-memory/obj071cowboy.png	n/a	n/a
16.154	1.034	memory	study	study	n/a	task-memory/obj033bottle.png	n/a	n/a
18.205	1.034	memory	study	study	n/a	task-memory/obj301thimble.png	n/a	n/a
20.255	1.017	memory	study	study	n/a	task-memory/obj104fish.png	n/a	n/a
22.289	1.017	memory	study	study	n/a	task-memory/obj322unicycle.png	n/a	n/a
24.34	1.017	memory	study	study	n/a	task-memory/obj078dentist.png	n/a	n/a
26.374	1.017	memory	study	study	n/a	task-memory/obj004anchor.png	n/a	n/a
28.425	1.017	memory	study	study	n/a	task-memory/obj240razor.png	n/a	n/a
30.459	1.017	memory	study	study	n/a	task-memory/obj155king.png	n/a	n/a
32.493	1.017	memory	study	study	n/a	task-memory/obj148jack.png	n/a	n/a
34.527	1.017	memory	study	study	n/a	task-memory/obj142hook.png	n/a	n/a
36.561	1.017	memory	study	study	n/a	task-memory/obj177map.png	n/a	n/a
38.595	1.017	memory	study	study	n/a	task-memory/obj083dog.png	n/a	n/a
40.63	1.017	memory	study	study	n/a	task-memory/obj252ruler.png	n/a	n/a
42.664	1.017	memory	study	study	n/a	task-memory/obj014banana.png	n/a	n/a
44.698	1.017	memory	study	study	n/a	task-memory/obj255sailor.png	n/a	n/a
46.732	1.017	memory	study	study	n/a	task-memory/obj100feather.png	n/a	n/a
48.766	1.017	memory	study	study	n/a	task-memory/obj098fan.png	n/a	n/a
50.8	1.017	memory	study	study	n/a	task-memory/obj202package.png	n/a	n/a
52.834	1.017	memory	study	study	n/a	task-memory/obj166lightbulb.png	n/a	n/a
54.868	1.017	memory	dummy	study_dummy	n/a	task-memory/obj178mask.png	n/a	n/a
56.902	1.017	memory	dummy	study_dummy	n/a	task-memory/obj211peanut.png	n/a	n/a
58.936	1.017	memory	dummy	study_dummy	n/a	task-memory/obj269skateboard.png	n/a	n/a
71.191	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
99.251	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
127.312	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
155.606	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
188.952	1.162	memory	test	test_old	incorrect	task-memory/obj301thimble.png	new	n/a
