onset	duration	trial_type	response_value	rating_type	expression	sex	race	age	stim_file
3.831	1.32	face	n/a	sex	surprise	female	African	old	task-faces/2Surprise_Model4_1Female_3African_2Old.mp4
5.152	1.786	rating	0.0	sex	surprise	female	African	old	n/a
5.635	1.303	rating_mouse_trajectory	0.0	sex	surprise	female	African	old	n/a
7.192	1.31	face	n/a	sex	disgust	male	EA	young	task-faces/4Disgust_Model4_2Male_2EA_1Young.mp4
8.503	0.969	rating	0.0	sex	disgust	male	EA	young	n/a
8.703	0.769	rating_mouse_trajectory	0.0	sex	disgust	male	EA	young	n/a
10.443	1.311	face	n/a	sex	sad	female	WC	young	task-faces/6Sad_Model4_1Female_1WC_1Young.mp4
11.754	1.835	rating	0.0	sex	sad	female	WC	young	n/a
11.804	1.785	rating_mouse_trajectory	0.0	sex	sad	female	WC	young	n/a
14.696	2.044	face	n/a	sex	pleasure	male	EA	old	task-faces/8Pleasure_Model5_2Male_2EA_2Old.mp4
16.739	1.035	rating	0.0	sex	pleasure	male	EA	old	n/a
16.789	0.985	rating_mouse_trajectory	0.0	sex	pleasure	male	EA	old	n/a
18.68	2.044	face	n/a	sex	pain	male	EA	young	task-faces/7Pain_Model1_2Male_2EA_1Young.mp4
20.724	0.968	rating	0.0	sex	pain	male	EA	young	n/a
21.007	0.685	rating_mouse_trajectory	0.0	sex	pain	male	EA	young	n/a
26.665	2.045	face	n/a	sex	pleasure	female	African	young	task-faces/8Pleasure_Model1_1Female_3African_1Young.mp4
28.71	1.51	rating	0.1444	sex	pleasure	female	African	young	n/a
28.91	1.31	rating_mouse_trajectory	0.1444	sex	pleasure	female	African	young	n/a
30.625	1.303	face	n/a	sex	surprise	female	EA	young	task-faces/2Surprise_Model5_1Female_2EA_1Young.mp4
31.928	1.576	rating	0.466	sex	surprise	female	EA	young	n/a
33.851	1.311	face	n/a	sex	disgust	female	African	old	task-faces/4Disgust_Model5_1Female_3African_2Old.mp4
35.163	0.841	rating	0.0494	sex	disgust	female	African	old	n/a
35.263	0.741	rating_mouse_trajectory	0.0494	sex	disgust	female	African	old	n/a
