onset	duration	trial_type	response_angle	response_label	block_condition	mentalizing_level	stim_file
2.8	3.55	cue	n/a	n/a	mentalizing	remember	n/a
6.35	5.228	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
11.653	4.883	rating	27.82	Moderate	mentalizing	remember	n/a
12.32	4.217	rating_mouse_trajectory	27.82	Moderate	mentalizing	remember	n/a
16.745	5.499	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
22.307	3.704	rating	28.52	Moderate	mentalizing	remember	n/a
23.107	2.904	rating_mouse_trajectory	28.52	Moderate	mentalizing	remember	n/a
27.408	5.554	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
33.028	2.785	rating	37.65	Strong	mentalizing	remember	n/a
33.328	2.485	rating_mouse_trajectory	37.65	Strong	mentalizing	remember	n/a
38.046	3.138	cue	n/a	n/a	likeability	n/a	n/a
41.184	5.832	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-03_content-bestfriendsweating.mp4
47.083	1.601	rating	15.32	Moderate	likeability	n/a	n/a
47.35	1.334	rating_mouse_trajectory	15.32	Moderate	likeability	n/a	n/a
52.184	6.128	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-14_content-alwaysafamily.mp4
58.387	2.507	rating	60.76	Strong	likeability	n/a	n/a
58.871	2.024	rating_mouse_trajectory	60.76	Strong	likeability	n/a	n/a
63.512	5.18	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-13_content-wanderers.mp4
68.758	1.871	rating	26.05	Moderate	likeability	n/a	n/a
69.024	1.604	rating_mouse_trajectory	26.05	Moderate	likeability	n/a	n/a
73.793	3.123	cue	n/a	n/a	similarity	n/a	n/a
76.916	5.297	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
82.28	3.552	rating	50.78	Strong	similarity	n/a	n/a
82.963	2.869	rating_mouse_trajectory	50.78	Strong	similarity	n/a	n/a
87.372	6.195	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-08_content-dancewithdeath.mp4
93.634	3.501	rating	25.23	Moderate	similarity	n/a	n/a
94.017	3.118	rating_mouse_trajectory	25.23	Moderate	similarity	n/a	n/a
98.708	5.803	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-16_content-huggingpets.mp4
104.571	1.684	rating	26.04	Moderate	similarity	n/a	n/a
104.888	1.368	rating_mouse_trajectory	26.04	Moderate	similarity	n/a	n/a
109.59	3.127	cue	n/a	n/a	mentalizing	danger	n/a
112.717	5.294	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
118.076	3.585	rating	2.3	Barely detectable	mentalizing	danger	n/a
119.193	2.468	rating_mouse_trajectory	2.3	Barely detectable	mentalizing	danger	n/a
123.204	5.109	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-06_content-war.mp4
128.38	3.185	rating	134.84	Strongest possible	mentalizing	danger	n/a
128.43	3.135	rating_mouse_trajectory	134.84	Strongest possible	mentalizing	danger	n/a
133.496	6.348	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-17_content-freesolo.mp4
139.901	2.251	rating	42.54	Strong	mentalizing	danger	n/a
140.501	1.651	rating_mouse_trajectory	42.54	Strong	mentalizing	danger	n/a
144.936	3.177	cue	n/a	n/a	likeability	n/a	n/a
148.113	5.115	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-06_content-war.mp4
153.289	2.622	rating	22.92	Moderate	likeability	n/a	n/a
153.789	2.122	rating_mouse_trajectory	22.92	Moderate	likeability	n/a	n/a
158.395	5.549	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-20_content-cupstacking.mp4
164.01	3.051	rating	61.78	Strong	likeability	n/a	n/a
164.377	2.685	rating_mouse_trajectory	61.78	Strong	likeability	n/a	n/a
169.089	6.195	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-08_content-dancewithdeath.mp4
175.348	1.817	rating	47.94	Strong	likeability	n/a	n/a
175.714	1.451	rating_mouse_trajectory	47.94	Strong	likeability	n/a	n/a
180.383	3.125	cue	n/a	n/a	mentalizing	tired	n/a
183.508	6.195	video	n/a	n/a	mentalizing	tired	task-shortvideo/ses-03_run-01_order-08_content-dancewithdeath.mp4
189.77	4.192	rating	2.53	Barely detectable	mentalizing	tired	n/a
190.703	3.258	rating_mouse_trajectory	2.53	Barely detectable	mentalizing	tired	n/a
194.888	5.557	video	n/a	n/a	mentalizing	tired	task-shortvideo/ses-03_run-01_order-20_content-cupstacking.mp4
200.507	2.138	rating	1.4	Barely detectable	mentalizing	tired	n/a
201.157	1.488	rating_mouse_trajectory	1.4	Barely detectable	mentalizing	tired	n/a
205.604	5.007	video	n/a	n/a	mentalizing	tired	task-shortvideo/ses-03_run-01_order-12_content-photography.mp4
210.677	2.334	rating	15.23	Moderate	mentalizing	tired	n/a
211.277	1.734	rating_mouse_trajectory	15.23	Moderate	mentalizing	tired	n/a
215.713	3.143	cue	n/a	n/a	similarity	n/a	n/a
218.856	6.127	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-14_content-alwaysafamily.mp4
225.049	2.084	rating	29.41	Strong	similarity	n/a	n/a
225.166	1.968	rating_mouse_trajectory	29.41	Strong	similarity	n/a	n/a
230.123	5.505	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
235.687	2.251	rating	20.99	Moderate	similarity	n/a	n/a
236.303	1.634	rating_mouse_trajectory	20.99	Moderate	similarity	n/a	n/a
240.809	5.019	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-21_content-iceblock.mp4
245.891	2.854	rating	23.47	Moderate	similarity	n/a	n/a
246.574	2.171	rating_mouse_trajectory	23.47	Moderate	similarity	n/a	n/a
250.926	3.127	cue	n/a	n/a	likeability	n/a	n/a
254.053	5.293	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
259.412	1.234	rating	50.16	Strong	likeability	n/a	n/a
259.896	0.751	rating_mouse_trajectory	50.16	Strong	likeability	n/a	n/a
264.486	5.225	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
269.766	1.662	rating	60.47	Strong	likeability	n/a	n/a
269.816	1.612	rating_mouse_trajectory	60.47	Strong	likeability	n/a	n/a
274.911	6.667	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-02_content-HB.mp4
281.637	4.007	rating	23.45	Moderate	likeability	n/a	n/a
282.604	3.041	rating_mouse_trajectory	23.45	Moderate	likeability	n/a	n/a
286.656	3.14	cue	n/a	n/a	mentalizing	heights	n/a
289.795	5.197	video	n/a	n/a	mentalizing	heights	task-shortvideo/ses-03_run-01_order-09_content-knifegame.mp4
295.059	2.586	rating	1.62	Barely detectable	mentalizing	heights	n/a
295.709	1.936	rating_mouse_trajectory	1.62	Barely detectable	mentalizing	heights	n/a
300.167	5.012	video	n/a	n/a	mentalizing	heights	task-shortvideo/ses-03_run-01_order-21_content-iceblock.mp4
305.246	2.585	rating	13.08	Moderate	mentalizing	heights	n/a
305.579	2.251	rating_mouse_trajectory	13.08	Moderate	mentalizing	heights	n/a
310.342	5.842	video	n/a	n/a	mentalizing	heights	task-shortvideo/ses-03_run-01_order-03_content-bestfriendsweating.mp4
