onset	duration	event_type	response_accuracy	cue_location	target_location	button_press	trial_index
8.18451499938965	0.2	invalid_cue	correct	right	n/a	n/a	1
8.38458967208862	0.556061267852783	target_response	correct	right	left	left	1
12.6028304100037	0.2	valid_cue	correct	left	n/a	n/a	2
12.8029055595398	0.549621343612671	target_response	correct	left	left	left	2
20.08895611763	0.2	valid_cue	correct	left	n/a	n/a	3
20.2890303134918	0.420922517776489	target_response	correct	left	left	left	3
27.5750801563263	0.2	invalid_cue	correct	left	n/a	n/a	4
27.7751557826996	0.43008017539978	target_response	correct	left	right	right	4
30.7429285049438	0.2	valid_cue	correct	left	n/a	n/a	5
30.9430034160614	0.449816465377808	target_response	correct	left	left	left	5
34.6277115345001	0.2	invalid_cue	correct	left	n/a	n/a	6
34.8277857303619	0.454513072967529	target_response	correct	left	right	right	6
38.1957087516785	0.2	invalid_cue	correct	right	n/a	n/a	7
38.3957831859589	0.491812705993652	target_response	correct	right	left	left	7
41.563631772995	0.2	valid_cue	correct	left	n/a	n/a	8
41.7637054920197	0.36216139793396	target_response	correct	left	left	left	8
45.4317400455475	0.2	invalid_cue	correct	right	n/a	n/a	9
45.6318144798279	0.455013513565063	target_response	correct	right	left	left	9
52.9011929035187	0.2	invalid_cue	correct	right	n/a	n/a	10
53.1012697219849	0.394627094268799	target_response	correct	right	left	left	10
56.0690407752991	0.2	invalid_cue	correct	left	n/a	n/a	11
56.269115447998	0.508146524429321	target_response	correct	left	right	right	11
63.5384926795959	0.2	invalid_cue	correct	right	n/a	n/a	12
63.7385683059692	0.420597553253174	target_response	correct	right	left	left	12
66.7063405513763	0.2	invalid_cue	correct	right	n/a	n/a	13
66.9064159393311	0.39795184135437	target_response	correct	right	left	left	13
69.9742252826691	0.2	invalid_cue	correct	right	n/a	n/a	14
70.1743011474609	0.403764724731445	target_response	correct	right	left	left	14
77.2436039447784	0.2	invalid_cue	correct	left	n/a	n/a	15
77.4436790943146	0.389821767807007	target_response	correct	left	right	right	15
84.7130553722382	0.2	valid_cue	correct	left	n/a	n/a	16
