onset	duration	trial_type	response_x	response_y	situation	context	modality	stim_file
8.818	32.168	narrative_presentation	n/a	n/a	Slaying of kin unrecognized	town	Text	task-narratives/Narrative3Situation1.txt
40.986	2.653	rating_feeling	592	386	Slaying of kin unrecognized	town	Text	task-narratives/Narrative3Situation1.txt
41.636	2.003	feeling_mouse_trajectory	592	386	Slaying of kin unrecognized	town	Text	task-narratives/Narrative3Situation1.txt
45.035	1.502	rating_expectation	612	408	Slaying of kin unrecognized	town	Text	task-narratives/Narrative3Situation1.txt
45.585	0.952	expectation_mouse_trajectory	612	408	Slaying of kin unrecognized	town	Text	task-narratives/Narrative3Situation1.txt
53.101	17.093	narrative_presentation	n/a	n/a	Adultery	swamp	Text	task-narratives/Narrative3Situation2.txt
70.194	2.159	rating_feeling	592	386	Adultery	swamp	Text	task-narratives/Narrative3Situation2.txt
70.711	1.642	feeling_mouse_trajectory	592	386	Adultery	swamp	Text	task-narratives/Narrative3Situation2.txt
74.211	2.357	rating_expectation	612	408	Adultery	swamp	Text	task-narratives/Narrative3Situation2.txt
74.961	1.607	expectation_mouse_trajectory	612	408	Adultery	swamp	Text	task-narratives/Narrative3Situation2.txt
80.278	10.391	narrative_presentation	n/a	n/a	Revolt	town	Text	task-narratives/Narrative3Situation3.txt
90.669	1.668	rating_feeling	592	386	Revolt	town	Text	task-narratives/Narrative3Situation3.txt
91.453	0.885	feeling_mouse_trajectory	592	386	Revolt	town	Text	task-narratives/Narrative3Situation3.txt
94.685	2.384	rating_expectation	612	408	Revolt	town	Text	task-narratives/Narrative3Situation3.txt
95.085	1.984	expectation_mouse_trajectory	612	408	Revolt	town	Text	task-narratives/Narrative3Situation3.txt
99.752	28.147	narrative_presentation	n/a	n/a	Fatal imprudence	hospital	Text	task-narratives/Narrative3Situation4.txt
127.899	2.504	rating_feeling	592	386	Fatal imprudence	hospital	Text	task-narratives/Narrative3Situation4.txt
128.816	1.587	feeling_mouse_trajectory	592	386	Fatal imprudence	hospital	Text	task-narratives/Narrative3Situation4.txt
131.918	2.003	rating_expectation	612	408	Fatal imprudence	hospital	Text	task-narratives/Narrative3Situation4.txt
132.651	1.269	expectation_mouse_trajectory	612	408	Fatal imprudence	hospital	Text	task-narratives/Narrative3Situation4.txt
139.017	15.08	narrative_presentation	n/a	n/a	Deliverance	city	Text	task-narratives/Narrative3Situation5.txt
154.097	3.011	rating_feeling	592	386	Deliverance	city	Text	task-narratives/Narrative3Situation5.txt
155.097	2.011	feeling_mouse_trajectory	592	386	Deliverance	city	Text	task-narratives/Narrative3Situation5.txt
158.109	1.643	rating_expectation	612	408	Deliverance	city	Text	task-narratives/Narrative3Situation5.txt
158.909	0.843	expectation_mouse_trajectory	612	408	Deliverance	city	Text	task-narratives/Narrative3Situation5.txt
165.177	15.076	narrative_presentation	n/a	n/a	Necessity of sacrificing loved ones	hospital	Text	task-narratives/Narrative3Situation6.txt
180.253	2.968	rating_feeling	592	386	Necessity of sacrificing loved ones	hospital	Text	task-narratives/Narrative3Situation6.txt
180.936	2.285	feeling_mouse_trajectory	592	386	Necessity of sacrificing loved ones	hospital	Text	task-narratives/Narrative3Situation6.txt
184.269	2.985	rating_expectation	612	408	Necessity of sacrificing loved ones	hospital	Text	task-narratives/Narrative3Situation6.txt
185.402	1.851	expectation_mouse_trajectory	612	408	Necessity of sacrificing loved ones	hospital	Text	task-narratives/Narrative3Situation6.txt
192.337	36.849	narrative_presentation	n/a	n/a	Loss of loved one	forest	Text	task-narratives/Narrative3Situation7.txt
229.186	3.051	rating_feeling	592	386	Loss of loved one	forest	Text	task-narratives/Narrative3Situation7.txt
230.036	2.201	feeling_mouse_trajectory	592	386	Loss of loved one	forest	Text	task-narratives/Narrative3Situation7.txt
233.204	2.218	rating_expectation	612	408	Loss of loved one	forest	Text	task-narratives/Narrative3Situation7.txt
233.904	1.518	expectation_mouse_trajectory	612	408	Loss of loved one	forest	Text	task-narratives/Narrative3Situation7.txt
239.272	9.706	narrative_presentation	n/a	n/a	Crimes of love	prison	Text	task-narratives/Narrative3Situation8.txt
248.977	3.026	rating_feeling	592	386	Crimes of love	prison	Text	task-narratives/Narrative3Situation8.txt
249.544	2.459	feeling_mouse_trajectory	592	386	Crimes of love	prison	Text	task-narratives/Narrative3Situation8.txt
252.995	2.424	rating_expectation	612	408	Crimes of love	prison	Text	task-narratives/Narrative3Situation8.txt
253.745	1.674	expectation_mouse_trajectory	612	408	Crimes of love	prison	Text	task-narratives/Narrative3Situation8.txt
258.079	27.479	narrative_presentation	n/a	n/a	Discovery of dishonour of loved one	forest	Text	task-narratives/Narrative3Situation9.txt
285.558	1.251	rating_feeling	592	386	Discovery of dishonour of loved one	forest	Text	task-narratives/Narrative3Situation9.txt
285.958	0.851	feeling_mouse_trajectory	592	386	Discovery of dishonour of loved one	forest	Text	task-narratives/Narrative3Situation9.txt
289.575	1.227	rating_expectation	612	408	Discovery of dishonour of loved one	forest	Text	task-narratives/Narrative3Situation9.txt
289.942	0.86	expectation_mouse_trajectory	612	408	Discovery of dishonour of loved one	forest	Text	task-narratives/Narrative3Situation9.txt
295.643	22.444	narrative_presentation	n/a	n/a	Slaying of kin unrecognized	town	Text	task-narratives/Narrative4Situation1.txt
318.087	2.384	rating_feeling	592	386	Slaying of kin unrecognized	town	Text	task-narratives/Narrative4Situation1.txt
318.72	1.751	feeling_mouse_trajectory	592	386	Slaying of kin unrecognized	town	Text	task-narratives/Narrative4Situation1.txt
322.104	1.501	rating_expectation	612	408	Slaying of kin unrecognized	town	Text	task-narratives/Narrative4Situation1.txt
322.571	1.034	expectation_mouse_trajectory	612	408	Slaying of kin unrecognized	town	Text	task-narratives/Narrative4Situation1.txt
331.173	24.797	narrative_presentation	n/a	n/a	Adultery	swamp	Text	task-narratives/Narrative4Situation2.txt
355.97	2.336	rating_feeling	592	386	Adultery	swamp	Text	task-narratives/Narrative4Situation2.txt
356.62	1.686	feeling_mouse_trajectory	592	386	Adultery	swamp	Text	task-narratives/Narrative4Situation2.txt
359.986	1.418	rating_expectation	612	408	Adultery	swamp	Text	task-narratives/Narrative4Situation2.txt
360.452	0.951	expectation_mouse_trajectory	612	408	Adultery	swamp	Text	task-narratives/Narrative4Situation2.txt
366.053	21.11	narrative_presentation	n/a	n/a	Revolt	town	Text	task-narratives/Narrative4Situation3.txt
387.163	2.657	rating_feeling	592	386	Revolt	town	Text	task-narratives/Narrative4Situation3.txt
387.563	2.257	feeling_mouse_trajectory	592	386	Revolt	town	Text	task-narratives/Narrative4Situation3.txt
391.18	1.175	rating_expectation	612	408	Revolt	town	Text	task-narratives/Narrative4Situation3.txt
391.38	0.975	expectation_mouse_trajectory	612	408	Revolt	town	Text	task-narratives/Narrative4Situation3.txt
396.264	21.11	narrative_presentation	n/a	n/a	Fatal imprudence	hospital	Text	task-narratives/Narrative4Situation4.txt
417.374	1.334	rating_feeling	592	386	Fatal imprudence	hospital	Text	task-narratives/Narrative4Situation4.txt
417.791	0.917	feeling_mouse_trajectory	592	386	Fatal imprudence	hospital	Text	task-narratives/Narrative4Situation4.txt
421.392	1.234	rating_expectation	612	408	Fatal imprudence	hospital	Text	task-narratives/Narrative4Situation4.txt
421.608	1.017	expectation_mouse_trajectory	612	408	Fatal imprudence	hospital	Text	task-narratives/Narrative4Situation4.txt
426.459	25.795	narrative_presentation	n/a	n/a	Deliverance	city	Text	task-narratives/Narrative4Situation5.txt
452.254	2.885	rating_feeling	592	386	Deliverance	city	Text	task-narratives/Narrative4Situation5.txt
453.171	1.968	feeling_mouse_trajectory	592	386	Deliverance	city	Text	task-narratives/Narrative4Situation5.txt
456.271	1.818	rating_expectation	612	408	Deliverance	city	Text	task-narratives/Narrative4Situation5.txt
456.721	1.368	expectation_mouse_trajectory	612	408	Deliverance	city	Text	task-narratives/Narrative4Situation5.txt
461.339	23.444	narrative_presentation	n/a	n/a	Necessity of sacrificing loved ones	hospital	Text	task-narratives/Narrative4Situation6.txt
484.783	1.604	rating_feeling	592	386	Necessity of sacrificing loved ones	hospital	Text	task-narratives/Narrative4Situation6.txt
