onset	duration	trial_type	response_value	rating_type	expression	sex	race	age	stim_file_TODO
3.838	1.332	face	n/a	sex	anger	male	African	young	task-faces/5Anger_Model5_2Male_3African_1Young.mp4
5.17	1.736	rating	0.106	sex	anger	male	African	young	n/a
5.737	1.17	rating_mouse_trajectory	0.106	sex	anger	male	African	young	n/a
7.127	2.061	face	n/a	sex	pleasure	male	WC	young	task-faces/8Pleasure_Model4_2Male_1WC_1Young.mp4
9.188	1.001	rating	0.0049	sex	pleasure	male	WC	young	n/a
9.538	0.651	rating_mouse_trajectory	0.0049	sex	pleasure	male	WC	young	n/a
11.092	2.031	face	n/a	sex	pain	female	WC	young	task-faces/7Pain_Model1_1Female_1WC_1Young.mp4
13.123	0.934	rating	0.3831	sex	pain	female	WC	young	n/a
13.506	0.551	rating_mouse_trajectory	0.3831	sex	pain	female	WC	young	n/a
16.043	1.315	face	n/a	sex	happy	female	WC	young	task-faces/1Happy_Model5_1Female_1WC_1Young.mp4
17.358	1.218	rating	0.5611	sex	happy	female	WC	young	n/a
17.658	0.918	rating_mouse_trajectory	0.5611	sex	happy	female	WC	young	n/a
19.276	1.316	face	n/a	sex	anger	female	African	young	task-faces/5Anger_Model1_1Female_3African_1Young.mp4
20.592	0.951	rating	0.5247	sex	anger	female	African	young	n/a
21.059	0.484	rating_mouse_trajectory	0.5247	sex	anger	female	African	young	n/a
26.514	1.314	face	n/a	sex	surprise	female	African	old	task-faces/2Surprise_Model4_1Female_3African_2Old.mp4
27.828	0.984	rating	0.0979	sex	surprise	female	African	old	n/a
28.212	0.601	rating_mouse_trajectory	0.0979	sex	surprise	female	African	old	n/a
29.734	1.312	face	n/a	sex	fear	female	WC	old	task-faces/3Fear_Model5_1Female_1WC_2Old.mp4
31.046	1.034	rating	0.6582	sex	fear	female	WC	old	n/a
31.346	0.734	rating_mouse_trajectory	0.6582	sex	fear	female	WC	old	n/a
32.95	1.314	face	n/a	sex	disgust	female	EA	young	task-faces/4Disgust_Model4_1Female_2EA_1Young.mp4
34.264	1.475	rating	0.4195	sex	disgust	female	EA	young	n/a
35.148	0.592	rating_mouse_trajectory	0.4195	sex	disgust	female	EA	young	n/a
36.185	1.314	face	n/a	sex	anger	male	EA	young	task-faces/5Anger_Model2_2Male_2EA_1Young.mp4
37.499	0.874	rating	0.2456	sex	anger	male	EA	young	n/a
37.882	0.491	rating_mouse_trajectory	0.2456	sex	anger	male	EA	young	n/a
39.42	1.313	face	n/a	sex	happy	female	EA	old	task-faces/1Happy_Model3_1Female_2EA_2Old.mp4
40.733	0.806	rating	0.6177	sex	happy	female	EA	old	n/a
41.033	0.506	rating_mouse_trajectory	0.6177	sex	happy	female	EA	old	n/a
44.655	1.313	face	n/a	sex	surprise	female	African	young	task-faces/2Surprise_Model5_1Female_3African_1Young.mp4
45.969	1.204	rating	0.3022	sex	surprise	female	African	young	n/a
46.502	0.671	rating_mouse_trajectory	0.3022	sex	surprise	female	African	young	n/a
48.896	1.325	face	n/a	sex	happy	female	African	old	task-faces/1Happy_Model3_1Female_3African_2Old.mp4
50.22	1.036	rating	0.2678	sex	happy	female	African	old	n/a
50.637	0.619	rating_mouse_trajectory	0.2678	sex	happy	female	African	old	n/a
54.129	2.044	face	n/a	sex	pleasure	female	African	young	task-faces/8Pleasure_Model1_1Female_3African_1Young.mp4
56.172	0.867	rating	0.197	sex	pleasure	female	African	young	n/a
56.539	0.501	rating_mouse_trajectory	0.197	sex	pleasure	female	African	young	n/a
59.079	2.062	face	n/a	sex	pain	female	EA	old	task-faces/7Pain_Model2_1Female_2EA_2Old.mp4
61.141	1.434	rating	0.282	sex	pain	female	EA	old	n/a
