onset	duration	trial_type	response_x	response_y	situation	context	modality	stim_file_TODO
4.823	25.98	narrative_presentation	n/a	n/a	Recovery of a lost one	town	Audio	task-narratives/Narrative6Situation1.mp3
30.804	2.918	rating_feeling	1060	586	Recovery of a lost one	town	Audio	n/a
31.37	2.351	feeling_mouse_trajectory	1060	586	Recovery of a lost one	town	Audio	n/a
34.847	1.741	rating_expectation	724	523	Recovery of a lost one	town	Audio	n/a
35.331	1.258	expectation_mouse_trajectory	724	523	Recovery of a lost one	town	Audio	n/a
41.901	27.984	narrative_presentation	n/a	n/a	The enigma	town	Audio	task-narratives/Narrative6Situation2.mp3
69.885	2.128	rating_feeling	672	460	The enigma	town	Audio	n/a
70.185	1.828	feeling_mouse_trajectory	672	460	The enigma	town	Audio	n/a
73.91	3.635	rating_expectation	587	376	The enigma	town	Audio	n/a
74.227	3.319	expectation_mouse_trajectory	587	376	The enigma	town	Audio	n/a
82.966	11.979	narrative_presentation	n/a	n/a	Revolt	town	Audio	task-narratives/Narrative6Situation3.mp3
94.945	1.952	rating_feeling	644	508	Revolt	town	Audio	n/a
95.245	1.652	feeling_mouse_trajectory	644	508	Revolt	town	Audio	n/a
98.97	2.101	rating_expectation	556	414	Revolt	town	Audio	n/a
99.353	1.718	expectation_mouse_trajectory	556	414	Revolt	town	Audio	n/a
105.023	11.976	narrative_presentation	n/a	n/a	Loss of loved one	swamp	Audio	task-narratives/Narrative6Situation4.mp3
116.999	2.501	rating_feeling	642	482	Loss of loved one	swamp	Audio	n/a
117.299	2.201	feeling_mouse_trajectory	642	482	Loss of loved one	swamp	Audio	n/a
121.028	2.776	rating_expectation	632	449	Loss of loved one	swamp	Audio	n/a
121.461	2.343	expectation_mouse_trajectory	632	449	Loss of loved one	swamp	Audio	n/a
127.082	7.314	narrative_presentation	n/a	n/a	An enemy loved	swamp	Audio	task-narratives/Narrative6Situation5.mp3
134.397	2.321	rating_feeling	629	476	An enemy loved	swamp	Audio	n/a
134.697	2.021	feeling_mouse_trajectory	629	476	An enemy loved	swamp	Audio	n/a
138.42	1.686	rating_expectation	656	501	An enemy loved	swamp	Audio	n/a
