onset	duration	trial_type	response_value	rating_type	expression	sex	race	age	stim_file_TODO
3.833	2.072	face	n/a	age	pain	female	African	young	task-faces/7Pain_Model2_1Female_3African_1Young.mp4
5.905	1.783	rating	0.2536	age	pain	female	African	young	n/a
6.622	1.067	rating_mouse_trajectory	0.2536	age	pain	female	African	young	n/a
7.96	1.33	face	n/a	age	fear	female	African	young	task-faces/3Fear_Model1_1Female_3African_1Young.mp4
9.29	1.702	rating	0.3447	age	fear	female	African	young	n/a
10.323	0.669	rating_mouse_trajectory	0.3447	age	fear	female	African	young	n/a
11.231	1.327	face	n/a	age	anger	female	WC	young	task-faces/5Anger_Model3_1Female_1WC_1Young.mp4
12.558	1.002	rating	0.0534	age	anger	female	WC	young	n/a
12.824	0.736	rating_mouse_trajectory	0.0534	age	anger	female	WC	young	n/a
15.499	1.344	face	n/a	age	happy	female	African	young	task-faces/1Happy_Model5_1Female_3African_1Young.mp4
16.843	1.235	rating	0.4377	age	happy	female	African	young	n/a
17.176	0.902	rating_mouse_trajectory	0.4377	age	happy	female	African	young	n/a
18.772	2.072	face	n/a	age	pleasure	male	African	young	task-faces/8Pleasure_Model4_2Male_3African_1Young.mp4
20.844	1.518	rating	0.6197	age	pleasure	male	African	young	n/a
21.211	1.152	rating_mouse_trajectory	0.6197	age	pleasure	male	African	young	n/a
26.785	1.328	face	n/a	age	anger	male	EA	young	task-faces/5Anger_Model4_2Male_2EA_1Young.mp4
28.114	1.743	rating	0.4802	age	anger	male	EA	young	n/a
28.514	1.343	rating_mouse_trajectory	0.4802	age	anger	male	EA	young	n/a
30.028	1.32	face	n/a	age	surprise	male	EA	young	task-faces/2Surprise_Model3_2Male_2EA_1Young.mp4
31.348	1.409	rating	0.284	age	surprise	male	EA	young	n/a
31.765	0.992	rating_mouse_trajectory	0.284	age	surprise	male	EA	young	n/a
33.271	1.328	face	n/a	age	surprise	male	WC	young	task-faces/2Surprise_Model2_2Male_1WC_1Young.mp4
34.599	1.457	rating	0.2152	age	surprise	male	WC	young	n/a
35.083	0.974	rating_mouse_trajectory	0.2152	age	surprise	male	WC	young	n/a
36.522	1.328	face	n/a	age	sad	female	African	old	task-faces/6Sad_Model5_1Female_3African_2Old.mp4
37.851	1.173	rating	0.8867	age	sad	female	African	old	n/a
38.117	0.906	rating_mouse_trajectory	0.8867	age	sad	female	African	old	n/a
