onset	duration	trial_type	response_x	response_y	situation	context	modality	stim_file_TODO
11.834	22.128	narrative_presentation	n/a	n/a	An enemy loved	forest	Text	task-narratives/Narrative2Situation1.txt
33.961	3.121	rating_feeling	773.0	588.0	An enemy loved	forest	Text	n/a
34.545	2.538	feeling_mouse_trajectory	773.0	588.0	An enemy loved	forest	Text	n/a
38.033	1.103	rating_expectation	746.0	467.0	An enemy loved	forest	Text	n/a
38.317	0.82	expectation_mouse_trajectory	746.0	467.0	An enemy loved	forest	Text	n/a
44.263	36.185	narrative_presentation	n/a	n/a	Enmity of kin	forest	Text	task-narratives/Narrative2Situation2.txt
80.448	1.771	rating_feeling	780.0	592.0	Enmity of kin	forest	Text	n/a
80.948	1.271	feeling_mouse_trajectory	780.0	592.0	Enmity of kin	forest	Text	n/a
84.468	1.069	rating_expectation	757.0	512.0	Enmity of kin	forest	Text	n/a
84.801	0.736	expectation_mouse_trajectory	757.0	512.0	Enmity of kin	forest	Text	n/a
92.567	9.374	narrative_presentation	n/a	n/a	Necessity of sacrificing loved ones	forest	Text	task-narratives/Narrative2Situation3.txt
101.941	3.985	rating_feeling	778.0	583.0	Necessity of sacrificing loved ones	forest	Text	n/a
104.424	1.502	feeling_mouse_trajectory	778.0	583.0	Necessity of sacrificing loved ones	forest	Text	n/a
105.975	0.028	rating_expectation	960.0	707.0	Necessity of sacrificing loved ones	forest	Text	n/a
106.409	-0.405	expectation_mouse_trajectory	960.0	707.0	Necessity of sacrificing loved ones	forest	Text	n/a
113.075	18.43	narrative_presentation	n/a	n/a	Murderous adultury	town	Text	task-narratives/Narrative2Situation4.txt
131.505	1.835	rating_feeling	725.0	511.0	Murderous adultury	town	Text	n/a
132.088	1.252	feeling_mouse_trajectory	725.0	511.0	Murderous adultury	town	Text	n/a
135.519	1.151	rating_expectation	598.0	417.0	Murderous adultury	town	Text	n/a
135.603	1.067	expectation_mouse_trajectory	598.0	417.0	Murderous adultury	town	Text	n/a
142.604	16.764	narrative_presentation	n/a	n/a	Daring Enterprise	town	Text	task-narratives/Narrative2Situation5.txt
159.368	2.074	rating_feeling	695.0	526.0	Daring Enterprise	town	Text	n/a
159.884	1.558	feeling_mouse_trajectory	695.0	526.0	Daring Enterprise	town	Text	n/a
163.383	1.623	rating_expectation	568.0	402.0	Daring Enterprise	town	Text	n/a
163.633	1.373	expectation_mouse_trajectory	568.0	402.0	Daring Enterprise	town	Text	n/a
169.498	5.691	narrative_presentation	n/a	n/a	Ambition	town	Text	task-narratives/Narrative2Situation6.txt
175.189	2.335	rating_feeling	659.0	465.0	Ambition	town	Text	n/a
175.573	1.952	feeling_mouse_trajectory	659.0	465.0	Ambition	town	Text	n/a
179.204	1.517	rating_expectation	602.0	360.0	Ambition	town	Text	n/a
179.254	1.467	expectation_mouse_trajectory	602.0	360.0	Ambition	town	Text	n/a
184.271	19.098	narrative_presentation	n/a	n/a	Mistaken jealousy	hospital	Text	task-narratives/Narrative2Situation7.txt
203.369	2.725	rating_feeling	723.0	517.0	Mistaken jealousy	hospital	Text	n/a
204.335	1.758	feeling_mouse_trajectory	723.0	517.0	Mistaken jealousy	hospital	Text	n/a
207.399	2.006	rating_expectation	574.0	397.0	Mistaken jealousy	hospital	Text	n/a
207.949	1.456	expectation_mouse_trajectory	574.0	397.0	Mistaken jealousy	hospital	Text	n/a
214.466	18.094	narrative_presentation	n/a	n/a	Discovery of dishonour of loved one	hospital	Text	task-narratives/Narrative2Situation8.txt
232.561	1.851	rating_feeling	763.0	512.0	Discovery of dishonour of loved one	hospital	Text	n/a
233.227	1.184	feeling_mouse_trajectory	763.0	512.0	Discovery of dishonour of loved one	hospital	Text	n/a
236.578	1.151	rating_expectation	660.0	510.0	Discovery of dishonour of loved one	hospital	Text	n/a
236.628	1.101	expectation_mouse_trajectory	660.0	510.0	Discovery of dishonour of loved one	hospital	Text	n/a
243.645	15.409	narrative_presentation	n/a	n/a	Self-sacrifice for an ideal	hospital	Text	task-narratives/Narrative2Situation9.txt
259.054	1.437	rating_feeling	1119.0	530.0	Self-sacrifice for an ideal	hospital	Text	n/a
259.587	0.904	feeling_mouse_trajectory	1119.0	530.0	Self-sacrifice for an ideal	hospital	Text	n/a
263.074	1.386	rating_expectation	772.0	599.0	Self-sacrifice for an ideal	hospital	Text	n/a
263.49	0.969	expectation_mouse_trajectory	772.0	599.0	Self-sacrifice for an ideal	hospital	Text	n/a
270.156	10.392	narrative_presentation	n/a	n/a	Supplication	hospital	Text	task-narratives/Narrative1Situation1.txt
