onset	duration	subtask_type	event_type	value	response_accuracy	stim_file_TODO	participant_response	reaction_time
8.019	1.034	memory	dummy	study_dummy	n/a	task-memory/obj003alligator.png	n/a	n/a
10.086	1.017	memory	dummy	study_dummy	n/a	task-memory/obj004anchor.png	n/a	n/a
12.137	1.017	memory	dummy	study_dummy	n/a	task-memory/obj109fly.png	n/a	n/a
14.188	1.017	memory	study	study	n/a	task-memory/obj009asparagus.png	n/a	n/a
16.238	1.017	memory	study	study	n/a	task-memory/obj094elephant.png	n/a	n/a
18.289	1.017	memory	study	study	n/a	task-memory/obj006apple.png	n/a	n/a
20.34	1.017	memory	study	study	n/a	task-memory/obj237radio.png	n/a	n/a
22.374	1.017	memory	study	study	n/a	task-memory/obj072crab.png	n/a	n/a
24.408	1.017	memory	study	study	n/a	task-memory/obj063city.png	n/a	n/a
26.442	1.017	memory	study	study	n/a	task-memory/obj040butterfly.png	n/a	n/a
28.476	1.017	memory	study	study	n/a	task-memory/obj120glasses.png	n/a	n/a
30.51	1.017	memory	study	study	n/a	task-memory/obj266shovel.png	n/a	n/a
32.544	1.017	memory	study	study	n/a	task-memory/obj057cherry.png	n/a	n/a
34.578	1.017	memory	study	study	n/a	task-memory/obj179match.png	n/a	n/a
36.613	1.017	memory	study	study	n/a	task-memory/obj125guitar.png	n/a	n/a
38.647	1.017	memory	study	study	n/a	task-memory/obj254safe.png	n/a	n/a
40.681	1.017	memory	study	study	n/a	task-memory/obj218pig.png	n/a	n/a
42.715	1.017	memory	study	study	n/a	task-memory/obj111fork.png	n/a	n/a
44.749	1.017	memory	study	study	n/a	task-memory/obj342wing.png	n/a	n/a
46.783	1.017	memory	study	study	n/a	task-memory/obj130hammock.png	n/a	n/a
48.817	1.017	memory	study	study	n/a	task-memory/obj228porcupine.png	n/a	n/a
50.851	1.017	memory	study	study	n/a	task-memory/obj045camel.png	n/a	n/a
52.885	1.034	memory	study	study	n/a	task-memory/obj283spider.png	n/a	n/a
54.936	1.017	memory	dummy	study_dummy	n/a	task-memory/obj263seahorse.png	n/a	n/a
56.987	1.017	memory	dummy	study_dummy	n/a	task-memory/obj308toothbrush.png	n/a	n/a
59.021	1.017	memory	dummy	study_dummy	n/a	task-memory/obj337whip.png	n/a	n/a
71.292	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
99.903	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
127.963	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
156.024	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
189.019	2.0	memory	test	test_old	incorrect	task-memory/obj063city.png	n/a	n/a
191.854	1.494	memory	test	test_new	correct	task-memory/obj136heel.png	new	n/a
194.438	1.315	memory	test	test_old	correct	task-memory/obj072crab.png	old	n/a
197.206	1.075	memory	test	test_old	correct	task-memory/obj111fork.png	old	n/a
200.107	1.248	memory	test	test_new	correct	task-memory/obj070cow.png	new	n/a
202.975	1.498	memory	test	test_old	correct	task-memory/obj283spider.png	old	n/a
205.576	0.993	memory	test	test_new	correct	task-memory/obj325vest.png	new	n/a
208.443	1.265	memory	test	test_new	correct	task-memory/obj039bus.png	new	n/a
211.128	1.412	memory	test	test_old	correct	task-memory/obj006apple.png	old	n/a
214.079	0.898	memory	test	test_new	correct	task-memory/obj138helmet.png	new	n/a
216.83	1.125	memory	test	test_new	correct	task-memory/obj085donkey.png	new	n/a
219.531	1.295	memory	test	test_new	correct	task-memory/obj309top.png	new	n/a
222.132	1.694	memory	test	test_new	incorrect	task-memory/obj215pencilsharpener.png	old	n/a
225.383	1.168	memory	test	test_old	correct	task-memory/obj094elephant.png	old	n/a
228.101	1.602	memory	test	test_old	correct	task-memory/obj120glasses.png	old	n/a
230.968	1.568	memory	test	test_new	incorrect	task-memory/obj195net.png	old	n/a
233.903	1.084	memory	test	test_old	correct	task-memory/obj218pig.png	old	n/a
236.904	1.413	memory	test	test_new	correct	task-memory/obj257saw.png	new	n/a
239.905	1.472	memory	test	test_old	correct	task-memory/obj237radio.png	old	n/a
242.923	0.989	memory	test	test_new	correct	task-memory/obj090drum.png	new	n/a
245.49	0.965	memory	test	test_old	correct	task-memory/obj057cherry.png	old	n/a
248.392	1.009	memory	test	test_old	correct	task-memory/obj266shovel.png	old	n/a
251.326	1.847	memory	test	test_old	correct	task-memory/obj040butterfly.png	old	n/a
254.494	2.0	memory	test	test_old	incorrect	task-memory/obj045camel.png	n/a	n/a
257.462	1.074	memory	test	test_new	correct	task-memory/obj078dentist.png	new	n/a
260.363	0.926	memory	test	test_old	correct	task-memory/obj125guitar.png	old	n/a
262.964	1.332	memory	test	test_old	incorrect	task-memory/obj254safe.png	new	n/a
265.565	1.149	memory	test	test_new	correct	task-memory/obj086door.png	new	n/a
268.532	1.312	memory	test	test_new	correct	task-memory/obj271skis.png	new	n/a
271.25	1.154	memory	test	test_old	correct	task-memory/obj228porcupine.png	old	n/a
274.001	1.072	memory	test	test_new	correct	task-memory/obj335wheelbarrow.png	new	n/a
276.952	1.166	memory	test	test_new	correct	task-memory/obj324vase.png	new	n/a
279.587	1.439	memory	test	test_old	correct	task-memory/obj179match.png	old	n/a
282.154	1.449	memory	test	test_new	correct	task-memory/obj327volcano.png	new	n/a
284.755	1.18	memory	test	test_new	correct	task-memory/obj340windmill.png	new	n/a
287.289	0.89	memory	test	test_old	correct	task-memory/obj130hammock.png	old	n/a
289.874	0.993	memory	test	test_old	incorrect	task-memory/obj342wing.png	new	n/a
292.541	1.564	memory	test	test_new	correct	task-memory/obj018barrel.png	new	n/a
295.359	0.864	memory	test	test_old	correct	task-memory/obj009asparagus.png	old	n/a
298.277	0.835	memory	test	test_new	correct	task-memory/obj101fence.png	new	n/a
308.514	1.017	memory	dummy	study_dummy	n/a	task-memory/obj037bridge.png	n/a	n/a
310.548	1.017	memory	dummy	study_dummy	n/a	task-memory/obj061church.png	n/a	n/a
312.582	1.017	memory	dummy	study_dummy	n/a	task-memory/obj081dinosaur.png	n/a	n/a
314.616	1.017	memory	study	study	n/a	task-memory/obj252ruler.png	n/a	n/a
316.65	1.017	memory	study	study	n/a	task-memory/obj170lipstick.png	n/a	n/a
318.684	1.034	memory	study	study	n/a	task-memory/obj244rock.png	n/a	n/a
320.735	1.034	memory	study	study	n/a	task-memory/obj291swing.png	n/a	n/a
322.786	1.017	memory	study	study	n/a	task-memory/obj246rockingchair.png	n/a	n/a
324.837	1.017	memory	study	study	n/a	task-memory/obj082doctor.png	n/a	n/a
326.871	1.017	memory	study	study	n/a	task-memory/obj334wheel.png	n/a	n/a
328.922	1.017	memory	study	study	n/a	task-memory/obj159knot.png	n/a	n/a
330.972	1.017	memory	study	study	n/a	task-memory/obj056cheese.png	n/a	n/a
333.006	1.017	memory	study	study	n/a	task-memory/obj066dime.png	n/a	n/a
335.041	1.017	memory	study	study	n/a	task-memory/obj060chimney.png	n/a	n/a
337.075	1.017	memory	study	study	n/a	task-memory/obj105flag.png	n/a	n/a
339.109	1.017	memory	study	study	n/a	task-memory/obj067comb.png	n/a	n/a
341.143	1.017	memory	study	study	n/a	task-memory/obj329walrus.png	n/a	n/a
343.177	1.017	memory	study	study	n/a	task-memory/obj285squirrel.png	n/a	n/a
345.211	1.017	memory	study	study	n/a	task-memory/obj124grapes.png	n/a	n/a
347.245	1.017	memory	study	study	n/a	task-memory/obj182microscope.png	n/a	n/a
349.279	1.017	memory	study	study	n/a	task-memory/obj073crackers.png	n/a	n/a
351.313	1.017	memory	study	study	n/a	task-memory/obj162lawnmower.png	n/a	n/a
353.347	1.017	memory	study	study	n/a	task-memory/obj127hair.png	n/a	n/a
355.381	1.017	memory	dummy	study_dummy	n/a	task-memory/obj119girl.png	n/a	n/a
357.416	1.017	memory	dummy	study_dummy	n/a	task-memory/obj220pineapple.png	n/a	n/a
