onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	button_press	trial_index
9.967	0.2	posner	invalid_cue	correct	left	n/a	n/a	1
10.184	0.74	posner	target_response	correct	left	right	right	1
14.369	0.2	posner	invalid_cue	correct	right	n/a	n/a	2
14.569	0.571	posner	target_response	correct	right	left	left	2
17.454	0.2	posner	valid_cue	correct	right	n/a	n/a	3
17.654	0.513	posner	target_response	correct	right	right	right	3
20.421	0.2	posner	valid_cue	correct	left	n/a	n/a	4
20.621	0.475	posner	target_response	correct	left	left	left	4
23.589	0.2	posner	valid_cue	correct	right	n/a	n/a	5
23.789	0.572	posner	target_response	correct	right	right	right	5
28.391	0.2	posner	valid_cue	correct	right	n/a	n/a	6
28.591	0.504	posner	target_response	correct	right	right	right	6
31.359	0.2	posner	invalid_cue	correct	left	n/a	n/a	7
31.559	0.582	posner	target_response	correct	left	right	right	7
38.828	0.2	posner	valid_cue	correct	left	n/a	n/a	8
39.028	0.485	posner	target_response	correct	left	left	left	8
42.296	0.2	posner	valid_cue	correct	right	n/a	n/a	9
42.496	0.499	posner	target_response	correct	right	right	right	9
45.664	0.2	posner	valid_cue	correct	right	n/a	n/a	10
45.864	0.455	posner	target_response	correct	right	right	right	10
50.433	0.2	posner	valid_cue	correct	right	n/a	n/a	11
50.633	0.498	posner	target_response	correct	right	right	right	11
53.7	0.2	posner	valid_cue	correct	left	n/a	n/a	12
53.901	0.4	posner	target_response	correct	left	left	left	12
57.569	0.2	posner	invalid_cue	correct	right	n/a	n/a	13
57.769	0.463	posner	target_response	correct	right	left	left	13
60.936	0.2	posner	valid_cue	correct	left	n/a	n/a	14
61.137	0.488	posner	target_response	correct	left	left	left	14
64.004	0.2	posner	valid_cue	correct	right	n/a	n/a	15
64.204	0.529	posner	target_response	correct	right	right	right	15
67.272	0.2	posner	valid_cue	correct	right	n/a	n/a	16
67.472	0.488	posner	target_response	correct	right	right	right	16
70.84	0.2	posner	valid_cue	correct	left	n/a	n/a	17
71.04	0.487	posner	target_response	correct	left	left	left	17
78.01	0.2	posner	valid_cue	correct	left	n/a	n/a	18
78.21	0.442	posner	target_response	correct	left	left	left	18
82.478	0.2	posner	valid_cue	correct	left	n/a	n/a	19
82.678	0.494	posner	target_response	correct	left	left	left	19
91.848	0.2	posner	valid_cue	correct	left	n/a	n/a	20
92.048	0.389	posner	target_response	correct	left	left	left	20
96.616	0.2	posner	valid_cue	correct	right	n/a	n/a	21
96.817	0.487	posner	target_response	correct	right	right	right	21
101.585	0.2	posner	invalid_cue	correct	left	n/a	n/a	22
101.785	0.485	posner	target_response	correct	left	right	right	22
105.553	0.2	posner	invalid_cue	correct	left	n/a	n/a	23
105.753	0.437	posner	target_response	correct	left	right	right	23
110.121	0.2	posner	valid_cue	correct	left	n/a	n/a	24
110.322	0.387	posner	target_response	correct	left	left	left	24
117.591	0.2	posner	invalid_cue	correct	right	n/a	n/a	25
117.791	0.388	posner	target_response	correct	right	left	left	25
120.659	0.2	posner	valid_cue	correct	left	n/a	n/a	26
120.859	0.381	posner	target_response	correct	left	left	left	26
123.727	0.2	posner	invalid_cue	correct	left	n/a	n/a	27
123.927	0.487	posner	target_response	correct	left	right	right	27
128.695	0.2	posner	valid_cue	correct	right	n/a	n/a	28
128.895	0.364	posner	target_response	correct	right	right	right	28
137.365	0.2	posner	valid_cue	correct	left	n/a	n/a	29
137.565	0.377	posner	target_response	correct	left	left	left	29
142.434	0.2	posner	valid_cue	correct	right	n/a	n/a	30
142.634	0.418	posner	target_response	correct	right	right	right	30
149.903	0.2	posner	valid_cue	correct	right	n/a	n/a	31
150.103	0.332	posner	target_response	correct	right	right	right	31
153.571	0.2	posner	invalid_cue	correct	right	n/a	n/a	32
153.771	0.373	posner	target_response	correct	right	left	left	32
156.539	0.2	posner	invalid_cue	correct	right	n/a	n/a	33
156.739	0.396	posner	target_response	correct	right	left	left	33
161.507	0.2	posner	valid_cue	correct	right	n/a	n/a	34
161.707	0.344	posner	target_response	correct	right	right	right	34
168.777	0.2	posner	invalid_cue	correct	right	n/a	n/a	35
168.977	0.374	posner	target_response	correct	right	left	left	35
172.645	0.2	posner	invalid_cue	correct	left	n/a	n/a	36
172.845	0.338	posner	target_response	correct	left	right	right	36
181.015	0.2	posner	invalid_cue	correct	right	n/a	n/a	37
181.215	0.409	posner	target_response	correct	right	left	left	37
184.583	0.2	posner	valid_cue	correct	right	n/a	n/a	38
184.783	0.349	posner	target_response	correct	right	right	right	38
187.65	0.2	posner	valid_cue	correct	left	n/a	n/a	39
187.85	0.367	posner	target_response	correct	left	left	left	39
194.72	0.2	posner	valid_cue	correct	left	n/a	n/a	40
194.92	0.464	posner	target_response	correct	left	left	left	40
202.189	0.2	posner	invalid_cue	correct	left	n/a	n/a	41
202.389	0.367	posner	target_response	correct	left	right	right	41
207.358	0.2	posner	invalid_cue	correct	right	n/a	n/a	42
207.558	0.332	posner	target_response	correct	right	left	left	42
214.827	0.2	posner	invalid_cue	correct	right	n/a	n/a	43
215.027	0.372	posner	target_response	correct	right	left	left	43
224.197	0.2	posner	invalid_cue	correct	left	n/a	n/a	44
224.397	0.44	posner	target_response	correct	left	right	right	44
229.266	0.2	posner	valid_cue	correct	left	n/a	n/a	45
229.466	0.403	posner	target_response	correct	left	left	left	45
236.235	0.2	posner	valid_cue	correct	left	n/a	n/a	46
236.435	0.359	posner	target_response	correct	left	left	left	46
239.503	0.2	posner	invalid_cue	correct	right	n/a	n/a	47
239.703	0.432	posner	target_response	correct	right	left	left	47
242.771	0.2	posner	valid_cue	correct	left	n/a	n/a	48
242.971	0.333	posner	target_response	correct	left	left	left	48
246.339	0.2	posner	invalid_cue	correct	right	n/a	n/a	49
246.539	0.385	posner	target_response	correct	right	left	left	49
249.707	0.2	posner	invalid_cue	correct	right	n/a	n/a	50
249.907	0.353	posner	target_response	correct	right	left	left	50
254.675	0.2	posner	invalid_cue	correct	right	n/a	n/a	51
254.875	0.336	posner	target_response	correct	right	left	left	51
