onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	button_press	trial_index
6.08	0.2	posner	valid_cue	correct	right	n/a	n/a	1
6.28	0.62	posner	target_response	correct	right	right	right	1
9.264	0.2	posner	invalid_cue	correct	right	n/a	n/a	2
9.464	0.446	posner	target_response	correct	right	left	left	2
14.633	0.2	posner	valid_cue	correct	right	n/a	n/a	3
14.833	0.437	posner	target_response	correct	right	right	right	3
17.901	0.2	posner	invalid_cue	correct	right	n/a	n/a	4
18.101	0.482	posner	target_response	correct	right	left	left	4
23.97	0.2	posner	invalid_cue	correct	right	n/a	n/a	5
24.17	0.554	posner	target_response	correct	right	left	left	5
31.439	0.2	posner	valid_cue	correct	left	n/a	n/a	6
31.639	0.493	posner	target_response	correct	left	left	left	6
35.107	0.2	posner	valid_cue	correct	right	n/a	n/a	7
35.307	0.468	posner	target_response	correct	right	right	right	7
38.475	0.2	posner	valid_cue	correct	right	n/a	n/a	8
38.675	0.413	posner	target_response	correct	right	right	right	8
44.844	0.2	posner	valid_cue	correct	right	n/a	n/a	9
45.044	0.422	posner	target_response	correct	right	right	right	9
48.012	0.2	posner	invalid_cue	correct	right	n/a	n/a	10
48.212	0.499	posner	target_response	correct	right	left	left	10
57.682	0.2	posner	invalid_cue	correct	left	n/a	n/a	11
57.882	0.508	posner	target_response	correct	left	right	right	11
60.75	0.2	posner	invalid_cue	correct	left	n/a	n/a	12
60.95	0.499	posner	target_response	correct	left	right	right	12
64.018	0.2	posner	valid_cue	correct	right	n/a	n/a	13
64.218	0.499	posner	target_response	correct	right	right	right	13
67.086	0.2	posner	valid_cue	correct	right	n/a	n/a	14
67.286	0.413	posner	target_response	correct	right	right	right	14
74.755	0.2	posner	valid_cue	correct	left	n/a	n/a	15
74.955	0.457	posner	target_response	correct	left	left	left	15
78.423	0.2	posner	invalid_cue	correct	right	n/a	n/a	16
78.623	0.614	posner	target_response	correct	right	left	left	16
81.491	0.2	posner	valid_cue	correct	left	n/a	n/a	17
81.691	0.512	posner	target_response	correct	left	left	left	17
86.96	0.2	posner	valid_cue	correct	right	n/a	n/a	18
87.16	0.416	posner	target_response	correct	right	right	right	18
96.63	0.2	posner	invalid_cue	correct	right	n/a	n/a	19
96.83	0.438	posner	target_response	correct	right	left	left	19
100.098	0.2	posner	invalid_cue	correct	right	n/a	n/a	20
100.298	0.474	posner	target_response	correct	right	left	left	20
103.866	0.2	posner	invalid_cue	correct	right	n/a	n/a	21
104.066	0.459	posner	target_response	correct	right	left	left	21
107.534	0.2	posner	invalid_cue	correct	left	n/a	n/a	22
107.734	0.437	posner	target_response	correct	left	right	right	22
110.802	0.2	posner	invalid_cue	correct	left	n/a	n/a	23
111.002	0.481	posner	target_response	correct	left	right	right	23
114.67	0.2	posner	valid_cue	correct	right	n/a	n/a	24
114.87	0.461	posner	target_response	correct	right	right	right	24
121.439	0.2	posner	invalid_cue	correct	right	n/a	n/a	25
121.639	0.439	posner	target_response	correct	right	left	left	25
125.007	0.2	posner	invalid_cue	correct	right	n/a	n/a	26
125.207	0.555	posner	target_response	correct	right	left	left	26
130.076	0.2	posner	valid_cue	correct	left	n/a	n/a	27
130.276	0.503	posner	target_response	correct	left	left	left	27
134.144	0.2	posner	invalid_cue	correct	left	n/a	n/a	28
134.344	0.438	posner	target_response	correct	left	right	right	28
137.912	0.2	posner	valid_cue	correct	right	n/a	n/a	29
138.112	0.562	posner	target_response	correct	right	right	right	29
141.263	0.2	posner	invalid_cue	correct	left	n/a	n/a	30
141.463	0.575	posner	target_response	correct	left	right	right	30
148.633	0.2	posner	invalid_cue	correct	left	n/a	n/a	31
148.833	0.524	posner	target_response	correct	left	right	right	31
154.001	0.2	posner	valid_cue	correct	right	n/a	n/a	32
154.201	0.412	posner	target_response	correct	right	right	right	32
161.471	0.2	posner	invalid_cue	correct	left	n/a	n/a	33
161.671	0.454	posner	target_response	correct	left	right	right	33
165.039	0.2	posner	invalid_cue	correct	right	n/a	n/a	34
165.239	0.499	posner	target_response	correct	right	left	left	34
168.007	0.2	posner	valid_cue	correct	right	n/a	n/a	35
168.207	0.493	posner	target_response	correct	right	right	right	35
173.175	0.2	posner	valid_cue	correct	left	n/a	n/a	36
173.375	0.39	posner	target_response	correct	left	left	left	36
176.543	0.2	posner	valid_cue	correct	left	n/a	n/a	37
176.743	0.435	posner	target_response	correct	left	left	left	37
182.612	0.2	posner	valid_cue	correct	right	n/a	n/a	38
182.812	0.422	posner	target_response	correct	right	right	right	38
189.081	0.2	posner	invalid_cue	correct	left	n/a	n/a	39
189.281	0.474	posner	target_response	correct	left	right	right	39
192.349	0.2	posner	valid_cue	correct	right	n/a	n/a	40
192.549	0.476	posner	target_response	correct	right	right	right	40
196.517	0.2	posner	valid_cue	correct	left	n/a	n/a	41
196.717	0.386	posner	target_response	correct	left	left	left	41
203.787	0.2	posner	valid_cue	correct	left	n/a	n/a	42
203.987	0.41	posner	target_response	correct	left	left	left	42
208.555	0.2	posner	invalid_cue	correct	right	n/a	n/a	43
208.755	0.479	posner	target_response	correct	right	left	left	43
212.023	0.2	posner	invalid_cue	correct	left	n/a	n/a	44
212.223	0.45	posner	target_response	correct	left	right	right	44
215.591	0.2	posner	invalid_cue	correct	right	n/a	n/a	45
215.791	0.438	posner	target_response	correct	right	left	left	45
225.261	0.2	posner	valid_cue	correct	right	n/a	n/a	46
225.461	0.438	posner	target_response	correct	right	right	right	46
230.63	0.2	posner	invalid_cue	correct	left	n/a	n/a	47
230.83	0.462	posner	target_response	correct	left	right	right	47
234.398	0.2	posner	valid_cue	correct	right	n/a	n/a	48
234.598	0.399	posner	target_response	correct	right	right	right	48
238.466	0.2	posner	invalid_cue	correct	left	n/a	n/a	49
238.666	0.601	posner	target_response	correct	left	right	right	49
242.234	0.2	posner	valid_cue	correct	left	n/a	n/a	50
242.434	0.428	posner	target_response	correct	left	left	left	50
246.202	0.2	posner	invalid_cue	correct	right	n/a	n/a	51
246.403	0.448	posner	target_response	correct	right	left	left	51
251.571	0.2	posner	valid_cue	correct	right	n/a	n/a	52
251.771	0.432	posner	target_response	correct	right	right	right	52
255.339	0.2	posner	invalid_cue	correct	left	n/a	n/a	53
255.539	0.479	posner	target_response	correct	left	right	right	53
259.207	0.2	posner	valid_cue	correct	left	n/a	n/a	54
259.407	0.504	posner	target_response	correct	left	left	left	54
266.277	0.2	posner	invalid_cue	correct	left	n/a	n/a	55
266.477	0.396	posner	target_response	correct	left	right	right	55
273.746	0.2	posner	valid_cue	correct	right	n/a	n/a	56
273.946	0.369	posner	target_response	correct	right	right	right	56
276.814	0.2	posner	invalid_cue	correct	left	n/a	n/a	57
277.014	1.275	posner	target_response	correct	left	right	right	57
280.782	0.2	posner	invalid_cue	correct	left	n/a	n/a	58
280.982	0.739	posner	target_response	correct	left	right	right	58
288.251	0.2	posner	valid_cue	correct	left	n/a	n/a	59
288.452	0.375	posner	target_response	correct	left	left	left	59
295.721	0.2	posner	invalid_cue	correct	right	n/a	n/a	60
295.921	0.468	posner	target_response	correct	right	left	left	60
