onset	duration	event_type	value	response_accuracy	stim_file
12.0599305534363	11.0	stimulus	falsebelief	n/a	task-tomsaxe/3b_story.txt
100.576273431778	11.0	stimulus	falsebelief	n/a	task-tomsaxe/10b_story.txt
159.598285188675	11.0	stimulus	falsebelief	n/a	task-tomsaxe/1b_story.txt
218.620294561386	11.0	stimulus	falsebelief	n/a	task-tomsaxe/7b_story.txt
248.131300916672	11.0	stimulus	falsebelief	n/a	task-tomsaxe/5b_story.txt
336.680988540649	11.0	stimulus	falsebelief	n/a	task-tomsaxe/4b_story.txt
395.702999582291	11.0	stimulus	falsebelief	n/a	task-tomsaxe/9b_story.txt
425.214004983902	11.0	stimulus	falsebelief	n/a	task-tomsaxe/8b_story.txt
513.747021188736	11.0	stimulus	falsebelief	n/a	task-tomsaxe/6b_story.txt
572.769031276703	11.0	stimulus	falsebelief	n/a	task-tomsaxe/2b_story.txt
41.5542626285553	11.0	stimulus	falsephoto	n/a	task-tomsaxe/3p_story.txt
71.0652692222595	11.0	stimulus	falsephoto	n/a	task-tomsaxe/10p_story.txt
130.087280025482	11.0	stimulus	falsephoto	n/a	task-tomsaxe/1p_story.txt
189.109289398193	11.0	stimulus	falsephoto	n/a	task-tomsaxe/7p_story.txt
277.642305603027	11.0	stimulus	falsephoto	n/a	task-tomsaxe/5p_story.txt
307.153309812546	11.0	stimulus	falsephoto	n/a	task-tomsaxe/4p_story.txt
366.191994657516	11.0	stimulus	falsephoto	n/a	task-tomsaxe/9p_story.txt
454.725011100769	11.0	stimulus	falsephoto	n/a	task-tomsaxe/8p_story.txt
484.236015548706	11.0	stimulus	falsephoto	n/a	task-tomsaxe/6p_story.txt
543.258026828766	11.0	stimulus	falsephoto	n/a	task-tomsaxe/2p_story.txt
23.0306887531281	1.55778217315674	response	falsebelief	correct	tomsaxe/3b_question.txt
111.563704481125	1.80943536758423	response	falsebelief	incorrect	tomsaxe/10b_question.txt
170.585716238022	1.64137768745422	response	falsebelief	correct	tomsaxe/1b_question.txt
229.60772608757	3.40109395980835	response	falsebelief	incorrect	tomsaxe/7b_question.txt
259.118730297089	1.4481155872345	response	falsebelief	correct	tomsaxe/5b_question.txt
347.668419589996	2.9090404510498	response	falsebelief	correct	tomsaxe/4b_question.txt
406.690430631638	3.19841837882996	response	falsebelief	correct	tomsaxe/9b_question.txt
436.20143579483	2.39732718467712	response	falsebelief	correct	tomsaxe/8b_question.txt
524.734451999664	2.39435195922852	response	falsebelief	correct	tomsaxe/6b_question.txt
583.75646232605	1.79588961601257	response	falsebelief	correct	tomsaxe/2b_question.txt
52.5416936779022	1.98505926132202	response	falsephoto	correct	tomsaxe/3p_question.txt
82.0526990795135	1.63104677200317	response	falsephoto	correct	tomsaxe/10p_question.txt
141.074709882736	2.26327395439148	response	falsephoto	correct	tomsaxe/1p_question.txt
200.096721401215	1.21845459938049	response	falsephoto	correct	tomsaxe/7p_question.txt
288.629737129211	2.66655278205872	response	falsephoto	correct	tomsaxe/5p_question.txt
318.157414903641	1.56253409385681	response	falsephoto	incorrect	tomsaxe/4p_question.txt
377.179424991608	1.80548501014709	response	falsephoto	correct	tomsaxe/9p_question.txt
465.712440958023	1.74848008155823	response	falsephoto	correct	tomsaxe/8p_question.txt
495.223446359634	3.08797264099121	response	falsephoto	correct	tomsaxe/6p_question.txt
554.245457878113	2.33387804031372	response	falsephoto	correct	tomsaxe/2p_question.txt
