onset	duration	trial_type	response_value	stim_file_TODO
2.767	106.34	video	n/a	task-alignvideo/ses-01_run-03_order-01_content-huggingpets.mp4
113.657	n/a	rating_relevance	n/a	task-alignvideo/ses-01_run-03_order-01_content-huggingpets.mp4
118.693	n/a	rating_happy	n/a	task-alignvideo/ses-01_run-03_order-01_content-huggingpets.mp4
123.728	n/a	rating_sad	n/a	task-alignvideo/ses-01_run-03_order-01_content-huggingpets.mp4
128.746	n/a	rating_afraid	n/a	task-alignvideo/ses-01_run-03_order-01_content-huggingpets.mp4
133.782	n/a	rating_disgusted	n/a	task-alignvideo/ses-01_run-03_order-01_content-huggingpets.mp4
138.817	n/a	rating_warm	n/a	task-alignvideo/ses-01_run-03_order-01_content-huggingpets.mp4
143.835	n/a	rating_engaged	n/a	task-alignvideo/ses-01_run-03_order-01_content-huggingpets.mp4
144.374	59.184	video	n/a	task-alignvideo/ses-01_run-03_order-02_content-bestfriendsweating.mp4
208.109	n/a	rating_relevance	n/a	task-alignvideo/ses-01_run-03_order-02_content-bestfriendsweating.mp4
213.145	n/a	rating_happy	n/a	task-alignvideo/ses-01_run-03_order-02_content-bestfriendsweating.mp4
218.18	n/a	rating_sad	n/a	task-alignvideo/ses-01_run-03_order-02_content-bestfriendsweating.mp4
223.215	n/a	rating_afraid	n/a	task-alignvideo/ses-01_run-03_order-02_content-bestfriendsweating.mp4
228.25	n/a	rating_disgusted	n/a	task-alignvideo/ses-01_run-03_order-02_content-bestfriendsweating.mp4
233.269	n/a	rating_warm	n/a	task-alignvideo/ses-01_run-03_order-02_content-bestfriendsweating.mp4
238.304	n/a	rating_engaged	n/a	task-alignvideo/ses-01_run-03_order-02_content-bestfriendsweating.mp4
238.84	20.956	video	n/a	task-alignvideo/ses-01_run-03_order-03_content-cupstacking.mp4
264.347	n/a	rating_relevance	n/a	task-alignvideo/ses-01_run-03_order-03_content-cupstacking.mp4
269.382	n/a	rating_happy	n/a	task-alignvideo/ses-01_run-03_order-03_content-cupstacking.mp4
274.401	n/a	rating_sad	n/a	task-alignvideo/ses-01_run-03_order-03_content-cupstacking.mp4
279.436	n/a	rating_afraid	n/a	task-alignvideo/ses-01_run-03_order-03_content-cupstacking.mp4
284.471	n/a	rating_disgusted	n/a	task-alignvideo/ses-01_run-03_order-03_content-cupstacking.mp4
289.506	n/a	rating_warm	n/a	task-alignvideo/ses-01_run-03_order-03_content-cupstacking.mp4
294.542	n/a	rating_engaged	n/a	task-alignvideo/ses-01_run-03_order-03_content-cupstacking.mp4
295.074	136.733	video	n/a	task-alignvideo/ses-01_run-03_order-04_content-dancewithdeath.mp4
436.361	n/a	rating_relevance	n/a	task-alignvideo/ses-01_run-03_order-04_content-dancewithdeath.mp4
441.396	n/a	rating_happy	n/a	task-alignvideo/ses-01_run-03_order-04_content-dancewithdeath.mp4
446.432	n/a	rating_sad	n/a	task-alignvideo/ses-01_run-03_order-04_content-dancewithdeath.mp4
451.467	n/a	rating_afraid	n/a	task-alignvideo/ses-01_run-03_order-04_content-dancewithdeath.mp4
456.485	n/a	rating_disgusted	n/a	task-alignvideo/ses-01_run-03_order-04_content-dancewithdeath.mp4
461.521	n/a	rating_warm	n/a	task-alignvideo/ses-01_run-03_order-04_content-dancewithdeath.mp4
466.556	n/a	rating_engaged	n/a	task-alignvideo/ses-01_run-03_order-04_content-dancewithdeath.mp4
