onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	participant_response	trial_index
6.059	0.2	posner	invalid_cue	correct	right	n/a	n/a	1
6.276	1.707	posner	target_response	correct	right	left	left	1
9.527	0.2	posner	invalid_cue	correct	right	n/a	n/a	2
9.727	0.569	posner	target_response	correct	right	left	left	2
14.912	0.2	posner	invalid_cue	correct	right	n/a	n/a	3
15.112	0.585	posner	target_response	correct	right	left	left	3
18.18	0.2	posner	valid_cue	correct	left	n/a	n/a	4
18.38	0.557	posner	target_response	correct	left	left	left	4
24.249	0.2	posner	invalid_cue	correct	left	n/a	n/a	5
24.449	0.615	posner	target_response	correct	left	right	right	5
31.735	0.2	posner	invalid_cue	correct	right	n/a	n/a	6
31.935	0.589	posner	target_response	correct	right	left	left	6
35.403	0.2	posner	valid_cue	correct	left	n/a	n/a	7
35.603	0.535	posner	target_response	correct	left	left	left	7
38.771	0.2	posner	valid_cue	correct	right	n/a	n/a	8
38.971	0.519	posner	target_response	correct	right	right	right	8
45.14	0.2	posner	valid_cue	correct	left	n/a	n/a	9
45.34	0.573	posner	target_response	correct	left	left	left	9
48.308	0.2	posner	valid_cue	correct	left	n/a	n/a	10
48.508	0.406	posner	target_response	correct	left	left	left	10
57.978	0.2	posner	invalid_cue	correct	left	n/a	n/a	11
58.178	0.551	posner	target_response	correct	left	right	right	11
61.046	0.2	posner	invalid_cue	correct	left	n/a	n/a	12
61.246	0.443	posner	target_response	correct	left	right	right	12
64.314	0.2	posner	valid_cue	correct	left	n/a	n/a	13
64.514	0.489	posner	target_response	correct	left	left	left	13
67.382	0.2	posner	valid_cue	correct	right	n/a	n/a	14
67.582	0.434	posner	target_response	correct	right	right	right	14
75.051	0.2	posner	invalid_cue	correct	right	n/a	n/a	15
75.251	0.436	posner	target_response	correct	right	left	left	15
78.719	0.2	posner	invalid_cue	correct	left	n/a	n/a	16
78.919	0.501	posner	target_response	correct	left	right	right	16
81.787	0.2	posner	valid_cue	correct	left	n/a	n/a	17
81.987	0.471	posner	target_response	correct	left	left	left	17
87.256	0.2	posner	valid_cue	correct	right	n/a	n/a	18
87.456	0.446	posner	target_response	correct	right	right	right	18
96.926	0.2	posner	invalid_cue	correct	right	n/a	n/a	19
97.126	0.464	posner	target_response	correct	right	left	left	19
100.394	0.2	posner	invalid_cue	correct	left	n/a	n/a	20
100.594	0.501	posner	target_response	correct	left	right	right	20
104.162	0.2	posner	valid_cue	correct	right	n/a	n/a	21
104.362	0.481	posner	target_response	correct	right	right	right	21
107.83	0.2	posner	invalid_cue	correct	left	n/a	n/a	22
108.03	0.461	posner	target_response	correct	left	right	right	22
111.098	0.2	posner	invalid_cue	correct	left	n/a	n/a	23
111.298	0.412	posner	target_response	correct	left	right	right	23
114.966	0.2	posner	valid_cue	correct	right	n/a	n/a	24
115.166	0.422	posner	target_response	correct	right	right	right	24
121.735	0.2	posner	valid_cue	correct	left	n/a	n/a	25
121.936	0.416	posner	target_response	correct	left	left	left	25
125.303	0.2	posner	valid_cue	correct	left	n/a	n/a	26
125.504	0.398	posner	target_response	correct	left	left	left	26
130.372	0.2	posner	valid_cue	correct	left	n/a	n/a	27
130.572	0.608	posner	target_response	correct	left	left	left	27
134.44	0.2	posner	invalid_cue	correct	right	n/a	n/a	28
134.64	0.514	posner	target_response	correct	right	left	left	28
138.208	0.2	posner	valid_cue	correct	right	n/a	n/a	29
138.408	0.415	posner	target_response	correct	right	right	right	29
141.576	0.2	posner	invalid_cue	correct	right	n/a	n/a	30
141.776	0.495	posner	target_response	correct	right	left	left	30
148.946	0.2	posner	valid_cue	correct	left	n/a	n/a	31
149.146	0.435	posner	target_response	correct	left	left	left	31
154.314	0.2	posner	invalid_cue	correct	left	n/a	n/a	32
154.514	0.499	posner	target_response	correct	left	right	right	32
161.784	0.2	posner	invalid_cue	correct	right	n/a	n/a	33
161.984	0.503	posner	target_response	correct	right	left	left	33
165.352	0.2	posner	invalid_cue	correct	right	n/a	n/a	34
165.552	0.54	posner	target_response	correct	right	left	left	34
168.319	0.2	posner	valid_cue	correct	left	n/a	n/a	35
168.52	0.409	posner	target_response	correct	left	left	left	35
173.488	0.2	posner	invalid_cue	correct	right	n/a	n/a	36
173.688	0.412	posner	target_response	correct	right	left	left	36
176.856	0.2	posner	invalid_cue	correct	left	n/a	n/a	37
177.056	0.468	posner	target_response	correct	left	right	right	37
182.925	0.2	posner	invalid_cue	correct	right	n/a	n/a	38
183.125	0.411	posner	target_response	correct	right	left	left	38
189.394	0.2	posner	invalid_cue	correct	left	n/a	n/a	39
189.594	0.486	posner	target_response	correct	left	right	right	39
192.662	0.2	posner	valid_cue	correct	right	n/a	n/a	40
192.862	0.483	posner	target_response	correct	right	right	right	40
196.83	0.2	posner	valid_cue	correct	left	n/a	n/a	41
197.03	0.416	posner	target_response	correct	left	left	left	41
204.099	0.2	posner	valid_cue	correct	left	n/a	n/a	42
204.3	0.487	posner	target_response	correct	left	left	left	42
208.868	0.2	posner	valid_cue	correct	left	n/a	n/a	43
209.068	0.66	posner	target_response	correct	left	left	left	43
