onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	participant_response	trial_index
226.315	0.2	posner	valid_cue	correct	right	n/a	n/a	46
226.515	0.457	posner	target_response	correct	right	right	right	46
229.483	0.2	posner	valid_cue	correct	right	n/a	n/a	47
229.683	0.41	posner	target_response	correct	right	right	right	47
233.551	0.2	posner	valid_cue	correct	right	n/a	n/a	48
233.751	0.45	posner	target_response	correct	right	right	right	48
237.419	0.2	posner	valid_cue	correct	left	n/a	n/a	49
237.619	0.804	posner	target_response	correct	left	left	left	49
242.188	0.2	posner	invalid_cue	correct	right	n/a	n/a	50
242.388	0.481	posner	target_response	correct	right	left	left	50
246.256	0.2	posner	invalid_cue	correct	right	n/a	n/a	51
246.456	0.535	posner	target_response	correct	right	left	left	51
254.426	0.2	posner	valid_cue	correct	right	n/a	n/a	52
254.626	0.448	posner	target_response	correct	right	right	right	52
258.394	0.2	posner	invalid_cue	correct	left	n/a	n/a	53
258.594	0.415	posner	target_response	correct	left	right	right	53
262.462	0.2	posner	invalid_cue	correct	right	n/a	n/a	54
262.662	0.37	posner	target_response	correct	right	left	left	54
265.73	0.2	posner	valid_cue	correct	right	n/a	n/a	55
265.93	0.338	posner	target_response	correct	right	right	right	55
270.898	0.2	posner	valid_cue	correct	right	n/a	n/a	56
271.098	0.318	posner	target_response	correct	right	right	right	56
275.567	0.2	posner	invalid_cue	correct	right	n/a	n/a	57
275.767	0.354	posner	target_response	correct	right	left	left	57
278.735	0.2	posner	valid_cue	correct	left	n/a	n/a	58
278.935	0.542	posner	target_response	correct	left	left	left	58
282.903	0.2	posner	valid_cue	correct	left	n/a	n/a	59
283.103	0.319	posner	target_response	correct	left	left	left	59
286.471	0.2	posner	valid_cue	correct	left	n/a	n/a	60
286.671	0.43	posner	target_response	correct	left	left	left	60
289.539	0.2	posner	valid_cue	correct	left	n/a	n/a	61
289.739	0.394	posner	target_response	correct	left	left	left	61
292.606	0.2	posner	valid_cue	correct	left	n/a	n/a	62
292.807	0.284	posner	target_response	correct	left	left	left	62
298.175	0.2	posner	valid_cue	correct	left	n/a	n/a	63
298.375	0.43	posner	target_response	correct	left	left	left	63
301.743	0.2	posner	valid_cue	correct	left	n/a	n/a	64
301.943	0.676	posner	target_response	correct	left	left	left	64
305.611	0.2	posner	invalid_cue	correct	left	n/a	n/a	65
305.811	0.69	posner	target_response	correct	left	right	right	65
309.179	0.2	posner	invalid_cue	correct	left	n/a	n/a	66
309.379	0.474	posner	target_response	correct	left	right	right	66
312.347	0.2	posner	valid_cue	correct	left	n/a	n/a	67
312.547	0.576	posner	target_response	correct	left	left	left	67
319.617	0.2	posner	valid_cue	correct	left	n/a	n/a	68
319.817	0.424	posner	target_response	correct	left	left	left	68
324.785	0.2	posner	invalid_cue	correct	left	n/a	n/a	69
324.985	0.438	posner	target_response	correct	left	right	right	69
330.654	0.2	posner	invalid_cue	correct	left	n/a	n/a	70
330.854	0.539	posner	target_response	correct	left	right	right	70
334.022	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	71
334.222	n/a	posner	target_response	incorrect	left	right	n/a	71
345.493	0.2	posner	invalid_cue	correct	right	n/a	n/a	72
345.693	0.332	posner	target_response	correct	right	left	left	72
348.661	0.2	posner	valid_cue	correct	right	n/a	n/a	73
348.861	0.373	posner	target_response	correct	right	right	right	73
351.829	0.2	posner	invalid_cue	correct	left	n/a	n/a	74
352.029	0.321	posner	target_response	correct	left	right	right	74
356.997	0.2	posner	invalid_cue	correct	right	n/a	n/a	75
357.197	0.347	posner	target_response	correct	right	left	left	75
360.565	0.2	posner	valid_cue	correct	right	n/a	n/a	76
360.765	0.295	posner	target_response	correct	right	right	right	76
367.034	0.2	posner	invalid_cue	correct	right	n/a	n/a	77
367.234	0.468	posner	target_response	correct	right	left	left	77
370.102	0.2	posner	invalid_cue	correct	left	n/a	n/a	78
370.302	0.526	posner	target_response	correct	left	right	right	78
377.171	0.2	posner	valid_cue	correct	left	n/a	n/a	79
377.371	0.286	posner	target_response	correct	left	left	left	79
384.641	0.2	posner	invalid_cue	correct	right	n/a	n/a	80
384.841	0.542	posner	target_response	correct	right	left	left	80
392.11	0.2	posner	valid_cue	correct	left	n/a	n/a	81
392.31	0.517	posner	target_response	correct	left	left	left	81
395.278	0.2	posner	invalid_cue	correct	right	n/a	n/a	82
395.478	0.698	posner	target_response	correct	right	left	left	82
404.348	0.2	posner	valid_cue	correct	right	n/a	n/a	83
404.548	0.572	posner	target_response	correct	right	right	right	83
411.818	0.2	posner	valid_cue	correct	right	n/a	n/a	84
412.018	0.555	posner	target_response	correct	right	right	right	84
419.287	0.2	posner	valid_cue	correct	left	n/a	n/a	85
419.487	0.814	posner	target_response	correct	left	left	left	85
426.756	0.2	posner	invalid_cue	correct	left	n/a	n/a	86
426.957	0.437	posner	target_response	correct	left	right	right	86
430.625	0.2	posner	valid_cue	correct	right	n/a	n/a	87
430.825	0.54	posner	target_response	correct	right	right	right	87
433.892	0.2	posner	valid_cue	correct	left	n/a	n/a	88
434.093	0.442	posner	target_response	correct	left	left	left	88
445.363	0.2	posner	invalid_cue	correct	right	n/a	n/a	89
445.563	0.497	posner	target_response	correct	right	left	left	89
448.531	0.2	posner	invalid_cue	incorrect	left	n/a	n/a	90
448.731	n/a	posner	target_response	incorrect	left	right	n/a	90
452.499	0.2	posner	valid_cue	correct	left	n/a	n/a	91
452.699	0.348	posner	target_response	correct	left	left	left	91
456.067	0.2	posner	invalid_cue	correct	left	n/a	n/a	92
456.267	0.433	posner	target_response	correct	left	right	right	92
459.335	0.2	posner	invalid_cue	correct	left	n/a	n/a	93
459.535	0.481	posner	target_response	correct	left	right	right	93
463.504	0.2	posner	invalid_cue	correct	right	n/a	n/a	94
463.704	1.723	posner	target_response	correct	right	left	left	94
466.805	0.2	posner	invalid_cue	correct	left	n/a	n/a	95
467.005	0.57	posner	target_response	correct	left	right	right	95
470.073	0.2	posner	invalid_cue	correct	right	n/a	n/a	96
470.273	0.458	posner	target_response	correct	right	left	left	96
476.342	0.2	posner	valid_cue	correct	left	n/a	n/a	97
476.542	0.375	posner	target_response	correct	left	left	left	97
483.611	0.2	posner	invalid_cue	correct	right	n/a	n/a	98
483.811	0.586	posner	target_response	correct	right	left	left	98
486.979	0.2	posner	valid_cue	correct	right	n/a	n/a	99
487.179	0.436	posner	target_response	correct	right	right	right	99
491.547	0.2	posner	valid_cue	correct	right	n/a	n/a	100
491.747	0.455	posner	target_response	correct	right	right	right	100
497.516	0.2	posner	valid_cue	correct	right	n/a	n/a	101
497.716	0.348	posner	target_response	correct	right	right	right	101
502.485	0.2	posner	invalid_cue	correct	left	n/a	n/a	102
502.685	0.589	posner	target_response	correct	left	right	right	102
511.255	0.2	posner	valid_cue	correct	right	n/a	n/a	103
511.455	0.96	posner	target_response	correct	right	right	right	103
515.423	0.2	posner	invalid_cue	correct	right	n/a	n/a	104
515.623	0.611	posner	target_response	correct	right	left	left	104
524.893	0.2	posner	valid_cue	correct	left	n/a	n/a	105
525.093	0.326	posner	target_response	correct	left	left	left	105
528.161	0.2	posner	valid_cue	correct	left	n/a	n/a	106
528.361	1.105	posner	target_response	correct	left	left	left	106
532.029	0.2	posner	invalid_cue	correct	right	n/a	n/a	107
532.229	0.637	posner	target_response	correct	right	left	left	107
535.897	0.2	posner	valid_cue	correct	left	n/a	n/a	108
536.097	0.424	posner	target_response	correct	left	left	left	108
542.366	0.2	posner	valid_cue	correct	left	n/a	n/a	109
542.566	0.734	posner	target_response	correct	left	left	left	109
545.434	0.2	posner	valid_cue	correct	right	n/a	n/a	110
545.634	0.402	posner	target_response	correct	right	right	right	110
549.002	0.2	posner	invalid_cue	correct	left	n/a	n/a	111
549.202	0.443	posner	target_response	correct	left	right	right	111
553.77	0.2	posner	valid_cue	correct	left	n/a	n/a	112
553.971	0.571	posner	target_response	correct	left	left	left	112
561.24	0.2	posner	valid_cue	correct	right	n/a	n/a	113
561.44	1.06	posner	target_response	correct	right	right	right	113
567.409	0.2	posner	invalid_cue	correct	right	n/a	n/a	114
567.609	0.433	posner	target_response	correct	right	left	left	114
570.777	0.2	posner	invalid_cue	correct	left	n/a	n/a	115
570.977	0.521	posner	target_response	correct	left	right	right	115
574.245	0.2	posner	invalid_cue	correct	left	n/a	n/a	116
574.445	0.333	posner	target_response	correct	left	right	right	116
581.014	0.2	posner	valid_cue	correct	left	n/a	n/a	117
581.214	1.226	posner	target_response	correct	left	left	left	117
583.982	0.2	posner	valid_cue	correct	right	n/a	n/a	118
584.182	0.509	posner	target_response	correct	right	right	right	118
591.451	0.2	posner	valid_cue	correct	right	n/a	n/a	119
591.651	0.4	posner	target_response	correct	right	right	right	119
599.621	0.2	posner	valid_cue	correct	right	n/a	n/a	120
599.821	0.434	posner	target_response	correct	right	right	right	120
