onset	duration	trial_type	response_angle	response_label	block_condition	mentalizing_level	stim_file
2.821	3.159	cue	n/a	n/a	similarity	n/a	n/a
5.98	6.345	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-17_content-freesolo.mp4
12.425	2.535	rating	25.74	Moderate	similarity	n/a	n/a
13.242	1.718	rating_mouse_trajectory	25.74	Moderate	similarity	n/a	n/a
17.622	5.17	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-13_content-wanderers.mp4
22.862	1.735	rating	5.73	Weak	similarity	n/a	n/a
23.479	1.118	rating_mouse_trajectory	5.73	Weak	similarity	n/a	n/a
27.983	5.843	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-03_content-bestfriendsweating.mp4
33.884	2.109	rating	0.0	No sensation	similarity	n/a	n/a
34.917	1.076	rating_mouse_trajectory	0.0	No sensation	similarity	n/a	n/a
38.919	3.119	cue	n/a	n/a	mentalizing	remember	n/a
42.038	5.222	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
47.322	3.787	rating	3.0	Weak	mentalizing	remember	n/a
49.222	1.887	rating_mouse_trajectory	3.0	Weak	mentalizing	remember	n/a
52.409	5.502	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
57.977	2.685	rating	130.16	Strongest possible	mentalizing	remember	n/a
58.893	1.768	rating_mouse_trajectory	130.16	Strongest possible	mentalizing	remember	n/a
63.116	5.562	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
68.731	2.469	rating	50.93	Strong	mentalizing	remember	n/a
69.448	1.752	rating_mouse_trajectory	50.93	Strong	mentalizing	remember	n/a
73.75	3.158	cue	n/a	n/a	likeability	n/a	n/a
76.908	6.12	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-14_content-alwaysafamily.mp4
83.087	3.341	rating	43.03	Strong	likeability	n/a	n/a
84.62	1.807	rating_mouse_trajectory	43.03	Strong	likeability	n/a	n/a
88.183	5.829	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-03_content-bestfriendsweating.mp4
94.075	2.387	rating	9.78	Weak	likeability	n/a	n/a
94.708	1.753	rating_mouse_trajectory	9.78	Weak	likeability	n/a	n/a
99.189	5.174	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-13_content-wanderers.mp4
104.429	1.751	rating	28.61	Moderate	likeability	n/a	n/a
104.996	1.184	rating_mouse_trajectory	28.61	Moderate	likeability	n/a	n/a
109.448	3.186	cue	n/a	n/a	mentalizing	danger	n/a
112.634	5.117	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-06_content-war.mp4
117.835	3.118	rating	53.08	Strong	mentalizing	danger	n/a
120.285	0.668	rating_mouse_trajectory	53.08	Strong	mentalizing	danger	n/a
122.941	6.349	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-17_content-freesolo.mp4
129.356	2.09	rating	35.48	Strong	mentalizing	danger	n/a
129.956	1.49	rating_mouse_trajectory	35.48	Strong	mentalizing	danger	n/a
134.43	5.3	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
139.794	2.22	rating	2.35	Barely detectable	mentalizing	danger	n/a
140.327	1.686	rating_mouse_trajectory	2.35	Barely detectable	mentalizing	danger	n/a
