onset	duration	trial_type	response_value	stim_file
2.771	119.073	video	n/a	task-alignvideo/ses-02_run-02_order-01_content-mediabias.mp4
124.935	3.008	rating_relevance	8.54	n/a
128.503	1.563	rating_happy	6.46	n/a
133.639	1.682	rating_sad	10.31	n/a
139.057	2.082	rating_afraid	27.81	n/a
144.959	2.966	rating_disgusted	65.21	n/a
148.594	1.583	rating_warm	17.08	n/a
155.43	3.4	rating_engaged	85.42	n/a
157.066	207.894	video	n/a	task-alignvideo/ses-02_run-02_order-02_content-photography.mp4
367.309	2.285	rating_relevance	12.92	n/a
373.295	3.25	rating_happy	33.33	n/a
377.263	2.2	rating_sad	16.98	n/a
381.464	1.383	rating_afraid	10.31	n/a
386.8	1.7	rating_disgusted	10.31	n/a
393.535	3.417	rating_warm	43.44	n/a
398.204	3.078	rating_engaged	69.06	n/a
400.17	203.877	video	n/a	task-alignvideo/ses-02_run-02_order-03_content-menrunning.mp4
605.965	1.855	rating_relevance	3.75	n/a
610.766	1.638	rating_happy	7.81	n/a
617.819	3.675	rating_sad	41.35	n/a
621.637	2.473	rating_afraid	37.81	n/a
626.806	2.627	rating_disgusted	24.48	n/a
633.142	3.936	rating_warm	16.88	n/a
636.609	2.384	rating_engaged	64.06	n/a
639.261	177.466	video	n/a	task-alignvideo/ses-02_run-02_order-04_content-giving.mp4
819.961	3.181	rating_relevance	55.42	n/a
824.413	2.617	rating_happy	92.29	n/a
830.082	3.267	rating_sad	75.42	n/a
832.916	1.083	rating_afraid	3.12	n/a
838.301	1.45	rating_disgusted	7.71	n/a
844.57	2.707	rating_warm	100.0	n/a
849.622	2.742	rating_engaged	93.54	n/a
