onset	duration	question	event_type	participant_response	normative_response	response_accuracy	stim_file
5.022350072860718	1.0861799716949463	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_007.jpg
6.422879934310913	0.9021601676940918	reaching?	how_hand	no	no	correct	task-tomspunt/H_532.jpg
7.640000104904175	0.7748198509216309	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_474.jpg
8.723740100860596	0.9247100353240967	reaching?	how_hand	no	no	correct	task-tomspunt/H_438.jpg
9.95753002166748	0.6918199062347412	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_364.jpg
10.957900047302246	0.8396198749542236	reaching?	how_hand	yes	yes	correct	task-tomspunt/H_006.jpg
12.108330011367798	0.8394100666046143	reaching?	how_hand	no	yes	incorrect	task-tomspunt/H_003.jpg
13.25875997543335	0.7560501098632812	reaching?	how_hand	yes	no	incorrect	task-tomspunt/H_132.jpg
22.545560121536255	1.2519898414611816	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_627.jpg
24.112810134887695	1.284949779510498	healthy?	why_hand	no	yes	incorrect	task-tomspunt/H_438.jpg
25.71340012550354	1.0013799667358398	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_364.jpg
27.03056001663208	0.7346599102020264	healthy?	why_hand	no	no	correct	task-tomspunt/H_130.jpg
28.080950021743774	1.0180799961090088	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_362.jpg
29.414780139923096	0.6996698379516602	healthy?	why_hand	no	no	correct	task-tomspunt/H_007.jpg
30.415159940719604	0.6852099895477295	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_167.jpg
31.41552996635437	0.6486999988555908	healthy?	why_hand	no	no	correct	task-tomspunt/H_019.jpg
41.65267992019653	0.7622601985931396	admiring?	why_face	yes	yes	correct	task-tomspunt/F_779.jpg
42.71974992752075	0.7444601058959961	admiring?	why_face	yes	yes	correct	task-tomspunt/F_593.jpg
43.770139932632446	0.7353301048278809	admiring?	why_face	no	no	correct	task-tomspunt/F_110.jpg
44.82052993774414	0.5436999797821045	admiring?	why_face	yes	yes	correct	task-tomspunt/F_590.jpg
45.67085003852844	0.8516099452972412	admiring?	why_face	no	no	correct	task-tomspunt/F_692.jpg
46.837949991226196	0.6847400665283203	admiring?	why_face	yes	yes	correct	task-tomspunt/F_759.jpg
47.83832001686096	0.7013099193572998	admiring?	why_face	yes	yes	correct	task-tomspunt/F_648.jpg
48.85537004470825	0.6427700519561768	admiring?	why_face	no	no	correct	task-tomspunt/F_129.jpg
60.62642002105713	0.5709700584411621	smiling?	how_face	yes	yes	correct	task-tomspunt/F_139.jpg
61.51009011268616	0.48736000061035156	smiling?	how_face	no	no	correct	task-tomspunt/F_712.jpg
62.31037998199463	0.5183899402618408	smiling?	how_face	yes	yes	correct	task-tomspunt/F_695.jpg
63.14403009414673	0.6033298969268799	smiling?	how_face	no	no	correct	task-tomspunt/F_758.jpg
64.06103992462158	0.43453001976013184	smiling?	how_face	yes	yes	correct	task-tomspunt/F_083.jpg
64.81132006645203	0.6031699180603027	smiling?	how_face	yes	yes	correct	task-tomspunt/F_759.jpg
65.72833013534546	0.5694699287414551	smiling?	how_face	no	no	correct	task-tomspunt/F_412.jpg
66.61198997497559	0.4853701591491699	smiling?	how_face	yes	yes	correct	task-tomspunt/F_593.jpg
78.14963006973267	0.8687400817871094	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_136.jpg
79.33340001106262	0.6679301261901855	lifting?	how_hand	no	no	correct	task-tomspunt/H_038.jpg
80.31710004806519	1.001729965209961	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_189.jpg
81.63425993919373	0.018670082092285156	lifting?	how_hand	yes	no	incorrect	task-tomspunt/H_077.jpg
81.96771001815796	0.9020600318908691	lifting?	how_hand	no	yes	incorrect	task-tomspunt/H_443.jpg
83.18483996391296	0.7513999938964844	lifting?	how_hand	yes	no	incorrect	task-tomspunt/H_012.jpg
84.25189995765686	0.7294101715087891	lifting?	how_hand	yes	yes	correct	task-tomspunt/H_362.jpg
85.28561997413635	0.8346900939941406	lifting?	how_hand	no	yes	incorrect	task-tomspunt/H_170.jpg
100.64135003089905	0.7400000095367432	helping?	why_hand	yes	yes	correct	task-tomspunt/H_077.jpg
101.69174003601074	0.8222799301147461	helping?	why_hand	yes	yes	correct	task-tomspunt/H_349.jpg
102.82548999786377	0.8558299541473389	helping?	why_hand	yes	yes	correct	task-tomspunt/H_474.jpg
103.99259996414185	1.12211012840271	helping?	why_hand	yes	yes	correct	task-tomspunt/H_024.jpg
105.4264600276947	0.9042301177978516	helping?	why_hand	no	no	correct	task-tomspunt/H_012.jpg
106.64357995986938	0.9013700485229492	helping?	why_hand	no	no	correct	task-tomspunt/H_159.jpg
107.86070013046265	0.8707399368286133	helping?	why_hand	yes	yes	correct	task-tomspunt/H_111.jpg
109.04448008537292	0.8865599632263184	helping?	why_hand	no	no	correct	task-tomspunt/H_091.jpg
118.51468014717102	1.0348098278045654	proud?	why_face	yes	yes	correct	task-tomspunt/F_598.jpg
119.86518001556396	0.6516499519348145	proud?	why_face	no	no	correct	task-tomspunt/F_760.jpg
120.83221006393433	0.6850500106811523	proud?	why_face	yes	yes	correct	task-tomspunt/F_582.jpg
121.83258008956909	0.681459903717041	proud?	why_face	no	no	correct	task-tomspunt/F_412.jpg
122.81628012657166	1.2478199005126953	proud?	why_face	yes	yes	correct	task-tomspunt/F_083.jpg
124.3668601512909	0.7182998657226562	proud?	why_face	no	no	correct	task-tomspunt/F_776.jpg
125.4005799293518	0.8352501392364502	proud?	why_face	yes	yes	correct	task-tomspunt/F_618.jpg
126.55101013183594	0.9683899879455566	proud?	why_face	yes	yes	correct	task-tomspunt/F_695.jpg
136.03787994384766	0.6934499740600586	looking to side?	how_face	yes	yes	correct	task-tomspunt/F_590.jpg
137.03824996948242	0.5685501098632812	looking to side?	how_face	yes	yes	correct	task-tomspunt/F_433.jpg
137.92192006111145	0.5758399963378906	looking to side?	how_face	yes	yes	correct	task-tomspunt/F_716.jpg
