onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	participant_response	reaction_time
7.965	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj016banjo.png	n/a	n/a
10.016	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj076cup.png	n/a	n/a
12.067	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj123goat.png	n/a	n/a
14.101	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj257saw.png	n/a	n/a
16.135	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj234queen.png	n/a	n/a
18.186	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj280sofa.png	n/a	n/a
20.22	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj070cow.png	n/a	n/a
22.254	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj258saxophone.png	n/a	n/a
24.288	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj095envelope.png	n/a	n/a
26.322	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj121globe.png	n/a	n/a
28.356	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj040butterfly.png	n/a	n/a
30.39	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj343witch.png	n/a	n/a
32.424	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj235rabbit.png	n/a	n/a
34.459	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj249rooster.png	n/a	n/a
36.493	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj232purse.png	n/a	n/a
38.527	1.034	memory	study	study	n/a	task-fractional/runtype-memory/obj085donkey.png	n/a	n/a
40.577	1.034	memory	study	study	n/a	task-fractional/runtype-memory/obj102finger.png	n/a	n/a
42.628	1.034	memory	study	study	n/a	task-fractional/runtype-memory/obj034bowl.png	n/a	n/a
44.679	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj042cactus.png	n/a	n/a
46.713	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj229potato.png	n/a	n/a
48.764	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj168lion.png	n/a	n/a
50.815	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj179match.png	n/a	n/a
52.865	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj244rock.png	n/a	n/a
54.916	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj147iron.png	n/a	n/a
56.95	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj218pig.png	n/a	n/a
58.984	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj315trumpet.png	n/a	n/a
71.072	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
99.133	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
127.193	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
155.254	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
188.849	1.383	memory	test	test_new	correct	task-fractional/runtype-memory/obj008ashtray.png	new	n/a
191.567	0.952	memory	test	test_old	correct	task-fractional/runtype-memory/obj244rock.png	old	n/a
194.435	0.767	memory	test	test_new	correct	task-fractional/runtype-memory/obj289submarine.png	new	n/a
197.253	0.764	memory	test	test_new	correct	task-fractional/runtype-memory/obj015bandaid.png	new	n/a
200.22	0.755	memory	test	test_old	correct	task-fractional/runtype-memory/obj234queen.png	old	n/a
202.888	0.757	memory	test	test_old	correct	task-fractional/runtype-memory/obj042cactus.png	old	n/a
205.489	0.797	memory	test	test_old	correct	task-fractional/runtype-memory/obj343witch.png	old	n/a
208.19	0.751	memory	test	test_old	correct	task-fractional/runtype-memory/obj235rabbit.png	old	n/a
210.924	0.72	memory	test	test_new	correct	task-fractional/runtype-memory/obj122glove.png	new	n/a
213.875	0.721	memory	test	test_new	correct	task-fractional/runtype-memory/obj149jacket.png	new	n/a
216.86	0.658	memory	test	test_new	correct	task-fractional/runtype-memory/obj156kite.png	new	n/a
219.428	0.884	memory	test	test_new	correct	task-fractional/runtype-memory/obj319typewriter.png	new	n/a
222.245	0.682	memory	test	test_old	correct	task-fractional/runtype-memory/obj121globe.png	old	n/a
225.18	0.669	memory	test	test_new	correct	task-fractional/runtype-memory/obj190mousetrap.png	new	n/a
227.964	0.886	memory	test	test_new	correct	task-fractional/runtype-memory/obj193needle.png	new	n/a
230.732	0.592	memory	test	test_old	correct	task-fractional/runtype-memory/obj258saxophone.png	old	n/a
233.433	0.681	memory	test	test_new	correct	task-fractional/runtype-memory/obj341window.png	new	n/a
236.35	0.684	memory	test	test_new	correct	task-fractional/runtype-memory/obj030bone.png	new	n/a
239.302	0.667	memory	test	test_old	correct	task-fractional/runtype-memory/obj040butterfly.png	old	n/a
242.286	0.656	memory	test	test_old	correct	task-fractional/runtype-memory/obj034bowl.png	old	n/a
245.137	1.179	memory	test	test_old	correct	task-fractional/runtype-memory/obj232purse.png	old	n/a
247.855	0.92	memory	test	test_new	correct	task-fractional/runtype-memory/obj066dime.png	new	n/a
250.572	0.743	memory	test	test_new	correct	task-fractional/runtype-memory/obj344worm.png	new	n/a
253.223	0.546	memory	test	test_old	correct	task-fractional/runtype-memory/obj249rooster.png	old	n/a
255.891	0.579	memory	test	test_old	correct	task-fractional/runtype-memory/obj085donkey.png	old	n/a
258.909	0.584	memory	test	test_old	correct	task-fractional/runtype-memory/obj168lion.png	old	n/a
261.71	0.574	memory	test	test_old	correct	task-fractional/runtype-memory/obj229potato.png	old	n/a
264.461	0.687	memory	test	test_old	correct	task-fractional/runtype-memory/obj102finger.png	old	n/a
267.445	0.844	memory	test	test_new	correct	task-fractional/runtype-memory/obj057cherry.png	new	n/a
270.463	0.649	memory	test	test_old	correct	task-fractional/runtype-memory/obj179match.png	old	n/a
273.264	0.671	memory	test	test_old	correct	task-fractional/runtype-memory/obj095envelope.png	old	n/a
276.115	0.628	memory	test	test_new	correct	task-fractional/runtype-memory/obj061church.png	new	n/a
279.083	0.775	memory	test	test_new	correct	task-fractional/runtype-memory/obj158knight.png	new	n/a
281.817	1.268	memory	test	test_old	correct	task-fractional/runtype-memory/obj070cow.png	old	n/a
284.652	0.684	memory	test	test_new	correct	task-fractional/runtype-memory/obj208paper.png	new	n/a
287.653	0.596	memory	test	test_old	correct	task-fractional/runtype-memory/obj280sofa.png	old	n/a
290.354	0.782	memory	test	test_old	correct	task-fractional/runtype-memory/obj257saw.png	old	n/a
