onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	button_press	trial_index
8.978	0.2	posner	valid_cue	correct	right	n/a	n/a	1
9.178	0.352	posner	target_response	correct	right	right	right	1
16.831	0.2	posner	invalid_cue	correct	right	n/a	n/a	2
17.031	0.368	posner	target_response	correct	right	left	left	2
19.916	0.2	posner	valid_cue	correct	right	n/a	n/a	3
20.116	0.375	posner	target_response	correct	right	right	right	3
24.384	0.2	posner	valid_cue	correct	left	n/a	n/a	4
24.584	0.307	posner	target_response	correct	left	left	left	4
27.452	0.2	posner	valid_cue	correct	right	n/a	n/a	5
27.652	0.327	posner	target_response	correct	right	right	right	5
34.938	0.2	posner	valid_cue	correct	left	n/a	n/a	6
35.138	0.297	posner	target_response	correct	left	left	left	6
41.407	0.2	posner	valid_cue	correct	right	n/a	n/a	7
41.607	0.262	posner	target_response	correct	right	right	right	7
44.475	0.2	posner	invalid_cue	correct	left	n/a	n/a	8
44.675	0.408	posner	target_response	correct	left	right	right	8
47.543	0.2	posner	valid_cue	correct	right	n/a	n/a	9
47.743	0.33	posner	target_response	correct	right	right	right	9
51.511	0.2	posner	valid_cue	correct	right	n/a	n/a	10
51.711	0.27	posner	target_response	correct	right	right	right	10
55.379	0.2	posner	valid_cue	correct	left	n/a	n/a	11
55.579	0.327	posner	target_response	correct	left	left	left	11
59.047	0.2	posner	valid_cue	correct	right	n/a	n/a	12
59.247	0.283	posner	target_response	correct	right	right	right	12
62.015	0.2	posner	valid_cue	correct	left	n/a	n/a	13
62.215	0.331	posner	target_response	correct	left	left	left	13
69.484	0.2	posner	valid_cue	correct	right	n/a	n/a	14
69.684	0.313	posner	target_response	correct	right	right	right	14
76.253	0.2	posner	valid_cue	correct	left	n/a	n/a	15
76.453	0.273	posner	target_response	correct	left	left	left	15
83.423	0.2	posner	invalid_cue	correct	left	n/a	n/a	16
83.623	0.328	posner	target_response	correct	left	right	right	16
86.791	0.2	posner	invalid_cue	correct	right	n/a	n/a	17
86.991	0.331	posner	target_response	correct	right	left	left	17
90.659	0.2	posner	valid_cue	correct	left	n/a	n/a	18
90.859	0.289	posner	target_response	correct	left	left	left	18
94.027	0.2	posner	invalid_cue	correct	left	n/a	n/a	19
94.227	0.354	posner	target_response	correct	left	right	right	19
101.496	0.2	posner	valid_cue	correct	left	n/a	n/a	20
101.696	0.245	posner	target_response	correct	left	left	left	20
104.664	0.2	posner	valid_cue	correct	left	n/a	n/a	21
104.864	0.42	posner	target_response	correct	left	left	left	21
109.432	0.2	posner	invalid_cue	correct	right	n/a	n/a	22
109.632	0.351	posner	target_response	correct	right	left	left	22
112.4	0.2	posner	valid_cue	correct	right	n/a	n/a	23
112.6	0.323	posner	target_response	correct	right	right	right	23
122.271	0.2	posner	invalid_cue	correct	left	n/a	n/a	24
122.471	0.325	posner	target_response	correct	left	right	right	24
125.538	0.2	posner	valid_cue	correct	left	n/a	n/a	25
125.738	0.329	posner	target_response	correct	left	left	left	25
129.006	0.2	posner	invalid_cue	correct	right	n/a	n/a	26
129.206	0.356	posner	target_response	correct	right	left	left	26
132.074	0.2	posner	valid_cue	correct	left	n/a	n/a	27
132.274	0.309	posner	target_response	correct	left	left	left	27
136.543	0.2	posner	valid_cue	correct	left	n/a	n/a	28
136.743	0.272	posner	target_response	correct	left	left	left	28
143.512	0.2	posner	invalid_cue	correct	right	n/a	n/a	29
143.712	0.309	posner	target_response	correct	right	left	left	29
150.981	0.2	posner	valid_cue	correct	left	n/a	n/a	30
151.181	0.294	posner	target_response	correct	left	left	left	30
154.849	0.2	posner	valid_cue	correct	right	n/a	n/a	31
155.049	0.323	posner	target_response	correct	right	right	right	31
161.719	0.2	posner	valid_cue	correct	left	n/a	n/a	32
161.919	0.3	posner	target_response	correct	left	left	left	32
166.087	0.2	posner	invalid_cue	correct	right	n/a	n/a	33
166.287	0.334	posner	target_response	correct	right	left	left	33
173.556	0.2	posner	invalid_cue	correct	left	n/a	n/a	34
173.756	0.347	posner	target_response	correct	left	right	right	34
177.925	0.2	posner	invalid_cue	correct	right	n/a	n/a	35
178.125	0.377	posner	target_response	correct	right	left	left	35
182.493	0.2	posner	valid_cue	correct	left	n/a	n/a	36
182.693	0.317	posner	target_response	correct	left	left	left	36
185.861	0.2	posner	valid_cue	correct	right	n/a	n/a	37
186.061	0.32	posner	target_response	correct	right	right	right	37
