onset	duration	question	event_type	participant_response	normative_response	response_accuracy	stim_file
5.0220301151275635	1.2352499961853027	smiling?	how_face	yes	yes	correct	task-tomspunt/F_695.jpg
6.572610139846802	1.142780065536499	smiling?	how_face	no	no	correct	task-tomspunt/F_412.jpg
8.023150205612183	0.7687699794769287	smiling?	how_face	yes	yes	correct	task-tomspunt/F_593.jpg
9.106890201568604	0.9423699378967285	smiling?	how_face	yes	yes	correct	task-tomspunt/F_139.jpg
10.357360124588013	0.7763199806213379	smiling?	how_face	no	no	correct	task-tomspunt/F_712.jpg
11.441090106964111	0.6582200527191162	smiling?	how_face	yes	yes	correct	task-tomspunt/F_759.jpg
12.408120155334473	0.7518298625946045	smiling?	how_face	no	no	correct	task-tomspunt/F_758.jpg
13.475190162658691	0.6353499889373779	smiling?	how_face	yes	yes	correct	task-tomspunt/F_083.jpg
22.862020015716553	0.5034701824188232	admiring?	why_face	yes	yes	correct	task-tomspunt/F_779.jpg
23.678990125656128	0.6194899082183838	admiring?	why_face	no	no	correct	task-tomspunt/F_110.jpg
24.612670183181763	0.619499921798706	admiring?	why_face	yes	yes	correct	task-tomspunt/F_590.jpg
25.54635000228882	0.6521201133728027	admiring?	why_face	yes	yes	correct	task-tomspunt/F_648.jpg
26.51338005065918	0.6356101036071777	admiring?	why_face	yes	yes	correct	task-tomspunt/F_759.jpg
27.46374011039734	0.7017900943756104	admiring?	why_face	no	no	correct	task-tomspunt/F_129.jpg
28.480780124664307	0.7011899948120117	admiring?	why_face	yes	yes	correct	task-tomspunt/F_593.jpg
29.497830152511597	1.0349798202514648	admiring?	why_face	no	no	correct	task-tomspunt/F_692.jpg
41.919130086898804	1.363420009613037	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_364.jpg
43.58641004562378	1.70166015625	healthy?	why_hand	no	no	correct	task-tomspunt/H_007.jpg
45.603830099105835	1.0446500778198242	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_167.jpg
46.9543399810791	0.9114501476287842	healthy?	why_hand	no	no	correct	task-tomspunt/H_130.jpg
48.17146015167236	1.227020025253296	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_438.jpg
49.70536017417908	0.9937398433685303	healthy?	why_hand	no	no	correct	task-tomspunt/H_019.jpg
51.005850076675415	0.8680500984191895	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_362.jpg
52.18962001800537	0.8921501636505127	healthy?	why_hand	yes	yes	correct	task-tomspunt/H_627.jpg
60.8762001991272	0.6394999027252197	pressing button?	how_hand	yes	yes	correct	task-tomspunt/H_126.jpg
61.826550006866455	0.6560699939727783	pressing button?	how_hand	yes	yes	correct	task-tomspunt/H_332.jpg
62.793580055236816	0.8722000122070312	pressing button?	how_hand	no	no	correct	task-tomspunt/H_261.jpg
63.97734999656677	1.0015699863433838	pressing button?	how_hand	no	no	correct	task-tomspunt/H_024.jpg
65.29451012611389	0.7872500419616699	pressing button?	how_hand	yes	yes	correct	task-tomspunt/H_502.jpg
66.39492011070251	0.8013498783111572	pressing button?	how_hand	no	no	correct	task-tomspunt/H_130.jpg
67.51200008392334	0.6699199676513672	pressing button?	how_hand	yes	yes	correct	task-tomspunt/H_019.jpg
68.4957001209259	0.6679399013519287	pressing button?	how_hand	yes	yes	correct	task-tomspunt/H_483.jpg
78.66616010665894	0.7019400596618652	looking to side?	how_face	yes	yes	correct	task-tomspunt/F_590.jpg
79.68321013450623	0.8346400260925293	looking to side?	how_face	no	yes	incorrect	task-tomspunt/F_110.jpg
80.83364009857178	0.7516601085662842	looking to side?	how_face	yes	yes	correct	task-tomspunt/F_760.jpg
81.90070009231567	0.9477999210357666	looking to side?	how_face	no	no	correct	task-tomspunt/F_779.jpg
