onset	duration	trial_type	response_x	response_y	situation	context	modality	stim_file
8.843	32.166	narrative_presentation	n/a	n/a	Slaying of kin unrecognized	town	Text	task-narratives/Narrative3Situation1.txt
41.009	3.668	rating_feeling	735	491	Slaying of kin unrecognized	town	Text	n/a
41.826	2.852	feeling_mouse_trajectory	735	491	Slaying of kin unrecognized	town	Text	n/a
45.076	1.817	rating_expectation	660	399	Slaying of kin unrecognized	town	Text	n/a
45.659	1.234	expectation_mouse_trajectory	660	399	Slaying of kin unrecognized	town	Text	n/a
53.16	17.096	narrative_presentation	n/a	n/a	Erroneous judgement	town	Text	task-narratives/Narrative3Situation2.txt
70.256	1.719	rating_feeling	1078	550	Erroneous judgement	town	Text	n/a
71.273	0.702	feeling_mouse_trajectory	1078	550	Erroneous judgement	town	Text	n/a
74.27	1.901	rating_expectation	1187	508	Erroneous judgement	town	Text	n/a
74.904	1.268	expectation_mouse_trajectory	1187	508	Erroneous judgement	town	Text	n/a
80.337	10.392	narrative_presentation	n/a	n/a	Revolt	town	Text	task-narratives/Narrative3Situation3.txt
90.729	1.684	rating_feeling	811	561	Revolt	town	Text	n/a
91.429	0.984	feeling_mouse_trajectory	811	561	Revolt	town	Text	n/a
94.744	1.251	rating_expectation	823	429	Revolt	town	Text	n/a
94.778	1.217	expectation_mouse_trajectory	823	429	Revolt	town	Text	n/a
99.827	28.149	narrative_presentation	n/a	n/a	The enigma	city	Text	task-narratives/Narrative3Situation4.txt
127.976	3.852	rating_feeling	855	368	The enigma	city	Text	n/a
128.876	2.952	feeling_mouse_trajectory	855	368	The enigma	city	Text	n/a
131.992	3.035	rating_expectation	1149	391	The enigma	city	Text	n/a
132.492	2.535	expectation_mouse_trajectory	1149	391	The enigma	city	Text	n/a
139.059	15.084	narrative_presentation	n/a	n/a	Deliverance	city	Text	task-narratives/Narrative3Situation5.txt
154.142	2.037	rating_feeling	852	502	Deliverance	city	Text	n/a
154.959	1.22	feeling_mouse_trajectory	852	502	Deliverance	city	Text	n/a
158.17	1.452	rating_expectation	754	300	Deliverance	city	Text	n/a
158.204	1.419	expectation_mouse_trajectory	754	300	Deliverance	city	Text	n/a
165.235	15.076	narrative_presentation	n/a	n/a	Remorse	city	Text	task-narratives/Narrative3Situation6.txt
180.31	1.968	rating_feeling	1026	418	Remorse	city	Text	n/a
181.377	0.901	feeling_mouse_trajectory	1026	418	Remorse	city	Text	n/a
184.327	1.559	rating_expectation	1183	328	Remorse	city	Text	n/a
184.694	1.193	expectation_mouse_trajectory	1183	328	Remorse	city	Text	n/a
192.412	36.849	narrative_presentation	n/a	n/a	Loss of loved one	forest	Text	task-narratives/Narrative3Situation7.txt
229.261	1.843	rating_feeling	809	462	Loss of loved one	forest	Text	n/a
230.044	1.059	feeling_mouse_trajectory	809	462	Loss of loved one	forest	Text	n/a
233.279	3.941	rating_expectation	724	353	Loss of loved one	forest	Text	n/a
234.079	3.141	expectation_mouse_trajectory	724	353	Loss of loved one	forest	Text	n/a
239.363	9.709	narrative_presentation	n/a	n/a	All sacrificed for passion	forest	Text	task-narratives/Narrative3Situation8.txt
249.072	3.785	rating_feeling	725	541	All sacrificed for passion	forest	Text	n/a
251.155	1.702	feeling_mouse_trajectory	725	541	All sacrificed for passion	forest	Text	n/a
253.086	1.517	rating_expectation	1135	586	All sacrificed for passion	forest	Text	n/a
253.553	1.051	expectation_mouse_trajectory	1135	586	All sacrificed for passion	forest	Text	n/a
258.153	27.48	narrative_presentation	n/a	n/a	Discovery of dishonour of loved one	forest	Text	task-narratives/Narrative3Situation9.txt
285.633	2.171	rating_feeling	764	490	Discovery of dishonour of loved one	forest	Text	n/a
286.517	1.288	feeling_mouse_trajectory	764	490	Discovery of dishonour of loved one	forest	Text	n/a
289.653	1.787	rating_expectation	768	436	Discovery of dishonour of loved one	forest	Text	n/a
290.453	0.987	expectation_mouse_trajectory	768	436	Discovery of dishonour of loved one	forest	Text	n/a
295.734	22.445	narrative_presentation	n/a	n/a	Conflict with a god	swamp	Text	task-narratives/Narrative4Situation1.txt
318.178	2.543	rating_feeling	805	564	Conflict with a god	swamp	Text	n/a
319.328	1.393	feeling_mouse_trajectory	805	564	Conflict with a god	swamp	Text	n/a
322.196	0.975	rating_expectation	781	415	Conflict with a god	swamp	Text	n/a
322.529	0.641	expectation_mouse_trajectory	781	415	Conflict with a god	swamp	Text	n/a
331.264	24.797	narrative_presentation	n/a	n/a	Adultery	swamp	Text	task-narratives/Narrative4Situation2.txt
