onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	participant_response	reaction_time
7.943	1.017	memory	dummy	study_dummy	n/a	task-memory/obj037bridge.png	n/a	n/a
9.977	1.017	memory	dummy	study_dummy	n/a	task-memory/obj088drawer.png	n/a	n/a
12.011	1.017	memory	dummy	study_dummy	n/a	task-memory/obj209paperclip.png	n/a	n/a
14.045	1.017	memory	study	study	n/a	task-memory/obj045camel.png	n/a	n/a
16.079	1.034	memory	study	study	n/a	task-memory/obj109fly.png	n/a	n/a
18.13	1.034	memory	study	study	n/a	task-memory/obj294tank.png	n/a	n/a
20.181	1.017	memory	study	study	n/a	task-memory/obj101fence.png	n/a	n/a
22.215	1.017	memory	study	study	n/a	task-memory/obj005ant.png	n/a	n/a
24.249	1.017	memory	study	study	n/a	task-memory/obj152jumprope.png	n/a	n/a
26.283	1.034	memory	study	study	n/a	task-memory/obj264shark.png	n/a	n/a
28.334	1.017	memory	study	study	n/a	task-memory/obj335wheelbarrow.png	n/a	n/a
30.384	1.017	memory	study	study	n/a	task-memory/obj171lizard.png	n/a	n/a
32.419	1.017	memory	study	study	n/a	task-memory/obj262screw.png	n/a	n/a
34.469	1.017	memory	study	study	n/a	task-memory/obj346yoyo.png	n/a	n/a
36.503	1.017	memory	study	study	n/a	task-memory/obj129hammer.png	n/a	n/a
38.537	1.017	memory	study	study	n/a	task-memory/obj054chain.png	n/a	n/a
40.572	1.017	memory	study	study	n/a	task-memory/obj272skunk.png	n/a	n/a
42.606	1.017	memory	study	study	n/a	task-memory/obj203paintbrush.png	n/a	n/a
44.64	1.017	memory	study	study	n/a	task-memory/obj053cat.png	n/a	n/a
46.674	1.017	memory	study	study	n/a	task-memory/obj247rollerskate.png	n/a	n/a
48.708	1.017	memory	study	study	n/a	task-memory/obj258saxophone.png	n/a	n/a
50.742	1.017	memory	study	study	n/a	task-memory/obj068cork.png	n/a	n/a
52.776	1.017	memory	study	study	n/a	task-memory/obj100feather.png	n/a	n/a
54.81	1.017	memory	dummy	study_dummy	n/a	task-memory/obj280sofa.png	n/a	n/a
56.844	1.017	memory	dummy	study_dummy	n/a	task-memory/obj297telescope.png	n/a	n/a
58.878	1.017	memory	dummy	study_dummy	n/a	task-memory/obj342wing.png	n/a	n/a
71.066	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
99.143	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
127.204	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
155.264	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
188.894	0.911	memory	test	test_new	correct	task-memory/obj316turkey.png	new	n/a
191.695	0.771	memory	test	test_old	correct	task-memory/obj294tank.png	old	n/a
194.696	0.98	memory	test	test_new	correct	task-memory/obj082doctor.png	new	n/a
197.28	0.929	memory	test	test_new	correct	task-memory/obj163leaf.png	new	n/a
200.081	0.945	memory	test	test_new	correct	task-memory/obj043cage.png	new	n/a
202.715	0.664	memory	test	test_old	correct	task-memory/obj053cat.png	old	n/a
205.433	0.597	memory	test	test_old	correct	task-memory/obj203paintbrush.png	old	n/a
208.451	0.699	memory	test	test_old	correct	task-memory/obj100feather.png	old	n/a
211.235	0.781	memory	test	test_old	correct	task-memory/obj247rollerskate.png	old	n/a
213.786	0.892	memory	test	test_new	correct	task-memory/obj313trophy.png	new	n/a
216.571	0.723	memory	test	test_old	correct	task-memory/obj152jumprope.png	old	n/a
219.455	0.935	memory	test	test_new	incorrect	task-memory/obj201owl.png	old	n/a
222.156	0.879	memory	test	test_old	correct	task-memory/obj068cork.png	old	n/a
224.94	0.777	memory	test	test_new	correct	task-memory/obj154key.png	new	n/a
227.591	0.744	memory	test	test_old	correct	task-memory/obj272skunk.png	old	n/a
230.509	1.402	memory	test	test_new	correct	task-memory/obj002acorn.png	new	n/a
233.06	0.876	memory	test	test_new	correct	task-memory/obj330watch.png	new	n/a
235.728	0.732	memory	test	test_old	correct	task-memory/obj005ant.png	old	n/a
238.529	0.681	memory	test	test_old	correct	task-memory/obj054chain.png	old	n/a
241.13	0.822	memory	test	test_new	correct	task-memory/obj178mask.png	new	n/a
243.731	0.803	memory	test	test_new	incorrect	task-memory/obj222pipe.png	old	n/a
246.415	1.065	memory	test	test_old	correct	task-memory/obj346yoyo.png	old	n/a
249.033	0.825	memory	test	test_new	correct	task-memory/obj211peanut.png	new	n/a
251.984	0.845	memory	test	test_new	correct	task-memory/obj110football.png	new	n/a
254.902	0.724	memory	test	test_old	correct	task-memory/obj262screw.png	old	n/a
257.719	0.855	memory	test	test_old	correct	task-memory/obj129hammer.png	old	n/a
260.737	0.774	memory	test	test_new	correct	task-memory/obj120glasses.png	new	n/a
263.455	0.669	memory	test	test_old	correct	task-memory/obj109fly.png	old	n/a
266.406	0.832	memory	test	test_new	correct	task-memory/obj071cowboy.png	new	n/a
269.34	0.658	memory	test	test_old	correct	task-memory/obj101fence.png	old	n/a
271.958	0.943	memory	test	test_new	correct	task-memory/obj134hat.png	new	n/a
274.742	0.682	memory	test	test_old	correct	task-memory/obj258saxophone.png	old	n/a
277.51	0.751	memory	test	test_new	correct	task-memory/obj104fish.png	new	n/a
280.511	0.794	memory	test	test_new	correct	task-memory/obj041button.png	new	n/a
283.329	0.644	memory	test	test_old	correct	task-memory/obj045camel.png	old	n/a
286.33	0.666	memory	test	test_old	correct	task-memory/obj335wheelbarrow.png	old	n/a
288.914	1.045	memory	test	test_new	correct	task-memory/obj106flashlight.png	new	n/a
291.699	0.993	memory	test	test_old	correct	task-memory/obj264shark.png	old	n/a
294.35	0.83	memory	test	test_old	correct	task-memory/obj171lizard.png	old	n/a
296.967	0.788	memory	test	test_new	correct	task-memory/obj086door.png	new	n/a
308.205	1.017	memory	dummy	study_dummy	n/a	task-memory/obj022bell.png	n/a	n/a
310.239	1.017	memory	dummy	study_dummy	n/a	task-memory/obj218pig.png	n/a	n/a
312.273	1.017	memory	dummy	study_dummy	n/a	task-memory/obj239rake.png	n/a	n/a
314.307	1.017	memory	study	study	n/a	task-memory/obj168lion.png	n/a	n/a
316.341	1.017	memory	study	study	n/a	task-memory/obj076cup.png	n/a	n/a
318.375	1.017	memory	study	study	n/a	task-memory/obj018barrel.png	n/a	n/a
320.409	1.017	memory	study	study	n/a	task-memory/obj070cow.png	n/a	n/a
322.443	1.017	memory	study	study	n/a	task-memory/obj200orange.png	n/a	n/a
324.477	1.017	memory	study	study	n/a	task-memory/obj137helicopter.png	n/a	n/a
326.512	1.017	memory	study	study	n/a	task-memory/obj327volcano.png	n/a	n/a
328.546	1.017	memory	study	study	n/a	task-memory/obj098fan.png	n/a	n/a
330.58	1.017	memory	study	study	n/a	task-memory/obj172lobster.png	n/a	n/a
332.614	1.017	memory	study	study	n/a	task-memory/obj190mousetrap.png	n/a	n/a
334.648	1.017	memory	study	study	n/a	task-memory/obj081dinosaur.png	n/a	n/a
336.682	1.017	memory	study	study	n/a	task-memory/obj065clown.png	n/a	n/a
