onset	duration	subtask_type	event_type	value	response_accuracy	stim_file_TODO	participant_response	reaction_time
7.944	1.017	memory	dummy	study_dummy	n/a	task-memory/obj086door.png	n/a	n/a
9.978	1.034	memory	dummy	study_dummy	n/a	task-memory/obj126gun.png	n/a	n/a
12.029	1.034	memory	dummy	study_dummy	n/a	task-memory/obj144hose.png	n/a	n/a
14.08	1.034	memory	study	study	n/a	task-memory/obj235rabbit.png	n/a	n/a
16.131	1.034	memory	study	study	n/a	task-memory/obj343witch.png	n/a	n/a
18.181	1.017	memory	study	study	n/a	task-memory/obj201owl.png	n/a	n/a
20.232	1.017	memory	study	study	n/a	task-memory/obj325vest.png	n/a	n/a
22.266	1.017	memory	study	study	n/a	task-memory/obj177map.png	n/a	n/a
24.317	1.017	memory	study	study	n/a	task-memory/obj003alligator.png	n/a	n/a
26.351	1.017	memory	study	study	n/a	task-memory/obj018barrel.png	n/a	n/a
28.385	1.017	memory	study	study	n/a	task-memory/obj059chicken.png	n/a	n/a
30.419	1.017	memory	study	study	n/a	task-memory/obj279sock.png	n/a	n/a
32.453	1.017	memory	study	study	n/a	task-memory/obj153kangaroo.png	n/a	n/a
34.487	1.017	memory	study	study	n/a	task-memory/obj277snake.png	n/a	n/a
36.522	1.017	memory	study	study	n/a	task-memory/obj070cow.png	n/a	n/a
38.556	1.017	memory	study	study	n/a	task-memory/obj308toothbrush.png	n/a	n/a
40.59	1.017	memory	study	study	n/a	task-memory/obj348zipper.png	n/a	n/a
42.624	1.017	memory	study	study	n/a	task-memory/obj305toaster.png	n/a	n/a
44.658	1.017	memory	study	study	n/a	task-memory/obj270skeleton.png	n/a	n/a
46.692	1.017	memory	study	study	n/a	task-memory/obj186mop.png	n/a	n/a
48.726	1.017	memory	study	study	n/a	task-memory/obj187motorcycle.png	n/a	n/a
50.76	1.017	memory	study	study	n/a	task-memory/obj017barbecue.png	n/a	n/a
52.794	1.017	memory	study	study	n/a	task-memory/obj317turtle.png	n/a	n/a
54.828	1.017	memory	dummy	study_dummy	n/a	task-memory/obj193needle.png	n/a	n/a
56.862	1.017	memory	dummy	study_dummy	n/a	task-memory/obj304tire.png	n/a	n/a
58.897	1.034	memory	dummy	study_dummy	n/a	task-memory/obj321unicorn.png	n/a	n/a
71.068	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
99.145	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
127.205	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
155.266	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
188.895	2.0	memory	test	test_new	correct	task-memory/obj256sandwich.png	n/a	n/a
191.513	1.597	memory	test	test_new	correct	task-memory/obj207pants.png	new	n/a
194.48	2.0	memory	test	test_old	incorrect	task-memory/obj343witch.png	n/a	n/a
197.415	2.0	memory	test	test_new	correct	task-memory/obj159knot.png	n/a	n/a
200.183	1.447	memory	test	test_new	correct	task-memory/obj176man.png	new	n/a
202.934	0.983	memory	test	test_old	correct	task-memory/obj059chicken.png	old	n/a
205.801	1.071	memory	test	test_old	correct	task-memory/obj308toothbrush.png	old	n/a
208.752	1.136	memory	test	test_old	correct	task-memory/obj279sock.png	old	n/a
211.57	0.899	memory	test	test_old	correct	task-memory/obj277snake.png	old	n/a
214.471	1.087	memory	test	test_new	correct	task-memory/obj236raccoon.png	new	n/a
217.306	1.034	memory	test	test_old	correct	task-memory/obj348zipper.png	old	n/a
219.973	1.744	memory	test	test_old	incorrect	task-memory/obj070cow.png	new	n/a
222.958	1.282	memory	test	test_new	correct	task-memory/obj006apple.png	new	n/a
225.992	1.222	memory	test	test_old	incorrect	task-memory/obj017barbecue.png	new	n/a
228.977	1.274	memory	test	test_new	correct	task-memory/obj025binoculars.png	new	n/a
231.878	0.934	memory	test	test_new	correct	task-memory/obj280sofa.png	new	n/a
234.812	1.062	memory	test	test_old	correct	task-memory/obj235rabbit.png	old	n/a
237.63	1.39	memory	test	test_old	incorrect	task-memory/obj177map.png	new	n/a
240.631	0.868	memory	test	test_new	correct	task-memory/obj064clock.png	new	n/a
243.365	1.677	memory	test	test_new	incorrect	task-memory/obj262screw.png	old	n/a
246.166	1.026	memory	test	test_old	correct	task-memory/obj305toaster.png	old	n/a
249.001	1.395	memory	test	test_old	correct	task-memory/obj317turtle.png	old	n/a
251.952	1.715	memory	test	test_new	correct	task-memory/obj337whip.png	new	n/a
255.103	1.901	memory	test	test_new	correct	task-memory/obj169lips.png	new	n/a
258.471	1.589	memory	test	test_old	incorrect	task-memory/obj018barrel.png	new	n/a
261.122	1.213	memory	test	test_new	correct	task-memory/obj146igloo.png	new	n/a
263.856	1.028	memory	test	test_old	correct	task-memory/obj003alligator.png	old	n/a
266.657	0.975	memory	test	test_old	correct	task-memory/obj153kangaroo.png	old	n/a
269.258	1.402	memory	test	test_old	correct	task-memory/obj270skeleton.png	old	n/a
272.209	2.0	memory	test	test_new	correct	task-memory/obj046camera.png	n/a	n/a
274.894	1.139	memory	test	test_old	correct	task-memory/obj187motorcycle.png	old	n/a
277.895	1.344	memory	test	test_new	incorrect	task-memory/obj285squirrel.png	old	n/a
280.813	0.978	memory	test	test_new	correct	task-memory/obj002acorn.png	new	n/a
283.38	1.394	memory	test	test_new	correct	task-memory/obj090drum.png	new	n/a
286.398	1.127	memory	test	test_new	correct	task-memory/obj269skateboard.png	new	n/a
289.066	1.299	memory	test	test_new	correct	task-memory/obj212pear.png	new	n/a
291.85	1.432	memory	test	test_old	correct	task-memory/obj201owl.png	old	n/a
294.885	1.155	memory	test	test_old	incorrect	task-memory/obj325vest.png	new	n/a
297.886	0.974	memory	test	test_new	correct	task-memory/obj033bottle.png	new	n/a
300.637	1.015	memory	test	test_old	incorrect	task-memory/obj186mop.png	new	n/a
308.206	1.017	memory	dummy	study_dummy	n/a	task-memory/obj178mask.png	n/a	n/a
310.24	1.017	memory	dummy	study_dummy	n/a	task-memory/obj224pitchfork.png	n/a	n/a
312.274	1.017	memory	dummy	study_dummy	n/a	task-memory/obj232purse.png	n/a	n/a
314.308	1.017	memory	study	study	n/a	task-memory/obj115funnel.png	n/a	n/a
316.343	1.017	memory	study	study	n/a	task-memory/obj215pencilsharpener.png	n/a	n/a
