onset	duration	trial_type	response_angle	response_label	block_condition	mentalizing_level	stim_file
2.825	3.572	cue	n/a	n/a	mentalizing	remember	n/a
6.397	5.551	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
12.061	4.837	rating	19.47	Moderate	mentalizing	remember	n/a
13.578	3.32	rating_mouse_trajectory	19.47	Moderate	mentalizing	remember	n/a
17.647	5.219	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
22.949	3.185	rating	33.62	Strong	mentalizing	remember	n/a
23.682	2.452	rating_mouse_trajectory	33.62	Strong	mentalizing	remember	n/a
28.05	5.503	video	n/a	n/a	mentalizing	remember	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
33.619	2.829	rating	86.76	Very strong	mentalizing	remember	n/a
34.386	2.062	rating_mouse_trajectory	86.76	Very strong	mentalizing	remember	n/a
38.671	3.151	cue	n/a	n/a	likeability	n/a	n/a
41.822	5.326	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-18_content-angrygrandpa.mp4
47.224	1.934	rating	41.21	Strong	likeability	n/a	n/a
47.791	1.368	rating_mouse_trajectory	41.21	Strong	likeability	n/a	n/a
52.329	5.003	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-12_content-photography.mp4
57.412	2.52	rating	38.85	Strong	likeability	n/a	n/a
57.978	1.953	rating_mouse_trajectory	38.85	Strong	likeability	n/a	n/a
62.523	5.393	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-19_content-beatbox.mp4
67.982	2.235	rating	1.19	Barely detectable	likeability	n/a	n/a
68.399	1.818	rating_mouse_trajectory	1.19	Barely detectable	likeability	n/a	n/a
73.017	3.128	cue	n/a	n/a	mentalizing	danger	n/a
76.145	5.303	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
81.504	3.177	rating	28.43	Moderate	mentalizing	danger	n/a
83.071	1.611	rating_mouse_trajectory	28.43	Moderate	mentalizing	danger	n/a
86.615	6.349	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-17_content-freesolo.mp4
93.025	2.99	rating	23.36	Moderate	mentalizing	danger	n/a
93.475	2.54	rating_mouse_trajectory	23.36	Moderate	mentalizing	danger	n/a
98.165	5.114	video	n/a	n/a	mentalizing	danger	task-shortvideo/ses-03_run-01_order-06_content-war.mp4
103.345	4.203	rating	63.1	Strong	mentalizing	danger	n/a
104.012	3.536	rating_mouse_trajectory	63.1	Strong	mentalizing	danger	n/a
108.381	3.13	cue	n/a	n/a	similarity	n/a	n/a
111.511	6.19	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-08_content-dancewithdeath.mp4
117.751	2.935	rating	59.82	Strong	similarity	n/a	n/a
118.634	2.051	rating_mouse_trajectory	59.82	Strong	similarity	n/a	n/a
122.832	5.8	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-16_content-huggingpets.mp4
128.688	2.818	rating	125.3	Strongest possible	similarity	n/a	n/a
128.988	2.518	rating_mouse_trajectory	125.3	Strongest possible	similarity	n/a	n/a
133.766	5.299	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
139.125	2.323	rating	63.19	Strong	similarity	n/a	n/a
139.409	2.039	rating_mouse_trajectory	63.19	Strong	similarity	n/a	n/a
144.161	3.132	cue	n/a	n/a	mentalizing	tired	n/a
147.292	5.006	video	n/a	n/a	mentalizing	tired	task-shortvideo/ses-03_run-01_order-12_content-photography.mp4
152.364	4.102	rating	18.73	Moderate	mentalizing	tired	n/a
154.13	2.335	rating_mouse_trajectory	18.73	Moderate	mentalizing	tired	n/a
157.487	5.564	video	n/a	n/a	mentalizing	tired	task-shortvideo/ses-03_run-01_order-20_content-cupstacking.mp4
163.118	2.718	rating	4.62	Weak	mentalizing	tired	n/a
163.434	2.401	rating_mouse_trajectory	4.62	Weak	mentalizing	tired	n/a
168.202	6.187	video	n/a	n/a	mentalizing	tired	task-shortvideo/ses-03_run-01_order-08_content-dancewithdeath.mp4
174.455	2.168	rating	3.98	Weak	mentalizing	tired	n/a
174.839	1.784	rating_mouse_trajectory	3.98	Weak	mentalizing	tired	n/a
179.474	3.181	cue	n/a	n/a	likeability	n/a	n/a
182.655	5.127	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-06_content-war.mp4
187.844	2.804	rating	15.6	Moderate	likeability	n/a	n/a
188.427	2.221	rating_mouse_trajectory	15.6	Moderate	likeability	n/a	n/a
192.96	5.554	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-20_content-cupstacking.mp4
198.581	2.901	rating	0.69	Barely detectable	likeability	n/a	n/a
198.781	2.701	rating_mouse_trajectory	0.69	Barely detectable	likeability	n/a	n/a
203.669	6.195	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-08_content-dancewithdeath.mp4
209.918	4.018	rating	58.02	Strong	likeability	n/a	n/a
210.485	3.452	rating_mouse_trajectory	58.02	Strong	likeability	n/a	n/a
214.954	3.154	cue	n/a	n/a	similarity	n/a	n/a
218.107	5.558	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-11_content-menrunning.mp4
223.724	3.008	rating	25.12	Moderate	similarity	n/a	n/a
224.307	2.425	rating_mouse_trajectory	25.12	Moderate	similarity	n/a	n/a
228.819	5.192	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-09_content-knifegame.mp4
234.077	1.421	rating	1.8	Barely detectable	similarity	n/a	n/a
234.394	1.104	rating_mouse_trajectory	1.8	Barely detectable	similarity	n/a	n/a
239.154	5.394	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-19_content-beatbox.mp4
244.615	1.784	rating	1.62	Barely detectable	similarity	n/a	n/a
245.098	1.301	rating_mouse_trajectory	1.62	Barely detectable	similarity	n/a	n/a
249.65	3.133	cue	n/a	n/a	likeability	n/a	n/a
252.783	5.188	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-09_content-knifegame.mp4
258.036	2.034	rating	3.14	Weak	likeability	n/a	n/a
258.52	1.551	rating_mouse_trajectory	3.14	Weak	likeability	n/a	n/a
263.121	5.803	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-16_content-huggingpets.mp4
268.99	2.968	rating	58.95	Strong	likeability	n/a	n/a
269.24	2.718	rating_mouse_trajectory	58.95	Strong	likeability	n/a	n/a
274.09	6.842	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-04_content-unefille.mp4
280.995	2.103	rating	102.15	Strongest possible	likeability	n/a	n/a
281.262	1.836	rating_mouse_trajectory	102.15	Strongest possible	likeability	n/a	n/a
286.03	3.145	cue	n/a	n/a	similarity	n/a	n/a
289.175	6.125	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-14_content-alwaysafamily.mp4
295.384	1.951	rating	49.34	Strong	similarity	n/a	n/a
295.684	1.651	rating_mouse_trajectory	49.34	Strong	similarity	n/a	n/a
300.46	5.504	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-15_content-giving.mp4
306.021	2.985	rating	19.41	Moderate	similarity	n/a	n/a
306.454	2.551	rating_mouse_trajectory	19.41	Moderate	similarity	n/a	n/a
311.133	5.015	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-21_content-iceblock.mp4
316.208	2.207	rating	3.53	Weak	similarity	n/a	n/a
316.941	1.473	rating_mouse_trajectory	3.53	Weak	similarity	n/a	n/a
321.243	3.121	cue	n/a	n/a	likeability	n/a	n/a
324.365	5.217	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-10_content-captureflag.mp4
329.646	1.635	rating	27.13	Moderate	likeability	n/a	n/a
329.963	1.318	rating_mouse_trajectory	27.13	Moderate	likeability	n/a	n/a
334.725	5.292	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-07_content-youth.mp4
340.084	2.268	rating	72.82	Very strong	likeability	n/a	n/a
340.3	2.051	rating_mouse_trajectory	72.82	Very strong	likeability	n/a	n/a
345.229	6.676	video	n/a	n/a	likeability	n/a	task-shortvideo/ses-03_run-01_order-02_content-HB.mp4
351.971	2.151	rating	25.03	Moderate	likeability	n/a	n/a
352.488	1.634	rating_mouse_trajectory	25.03	Moderate	likeability	n/a	n/a
356.99	3.165	cue	n/a	n/a	similarity	n/a	n/a
360.155	4.076	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-05_content-parkour.mp4
364.293	1.255	rating	2.24	Barely detectable	similarity	n/a	n/a
364.609	0.939	rating_mouse_trajectory	2.24	Barely detectable	similarity	n/a	n/a
369.399	5.332	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-18_content-angrygrandpa.mp4
374.797	1.885	rating	58.32	Strong	similarity	n/a	n/a
375.313	1.368	rating_mouse_trajectory	58.32	Strong	similarity	n/a	n/a
379.899	5.568	video	n/a	n/a	similarity	n/a	task-shortvideo/ses-03_run-01_order-20_content-cupstacking.mp4
385.534	3.001	rating	9.34	Weak	similarity	n/a	n/a
385.867	2.668	rating_mouse_trajectory	9.34	Weak	similarity	n/a	n/a
390.569	3.151	cue	n/a	n/a	mentalizing	heights	n/a
393.721	5.011	video	n/a	n/a	mentalizing	heights	task-shortvideo/ses-03_run-01_order-21_content-iceblock.mp4
398.789	3.243	rating	2.59	Barely detectable	mentalizing	heights	n/a
399.956	2.076	rating_mouse_trajectory	2.59	Barely detectable	mentalizing	heights	n/a
403.882	5.844	video	n/a	n/a	mentalizing	heights	task-shortvideo/ses-03_run-01_order-03_content-bestfriendsweating.mp4
409.776	3.322	rating	1.39	Barely detectable	mentalizing	heights	n/a
410.993	2.105	rating_mouse_trajectory	1.39	Barely detectable	mentalizing	heights	n/a
414.872	5.176	video	n/a	n/a	mentalizing	heights	task-shortvideo/ses-03_run-01_order-09_content-knifegame.mp4
420.114	2.151	rating	1.38	Barely detectable	mentalizing	heights	n/a
