onset	duration	trial_type	response_value	stim_file
2.765	105.984	video	n/a	task-alignvideo/ses-03_run-03_order-01_content-normativeprosocial2.mp4
113.296	n/a	rating_relevance	n/a	n/a
118.331	n/a	rating_happy	n/a	n/a
123.366	n/a	rating_sad	n/a	n/a
128.385	n/a	rating_afraid	n/a	n/a
133.403	n/a	rating_disgusted	n/a	n/a
138.439	n/a	rating_warm	n/a	n/a
143.474	n/a	rating_engaged	n/a	n/a
144.005	74.828	video	n/a	task-alignvideo/ses-03_run-03_order-02_content-normativeprosocial1.mp4
223.387	n/a	rating_relevance	n/a	n/a
228.422	n/a	rating_happy	n/a	n/a
233.441	n/a	rating_sad	n/a	n/a
238.476	n/a	rating_afraid	n/a	n/a
243.494	n/a	rating_disgusted	n/a	n/a
248.53	n/a	rating_warm	n/a	n/a
253.565	n/a	rating_engaged	n/a	n/a
254.096	196.926	video	n/a	task-alignvideo/ses-03_run-03_order-03_content-stardust.mp4
455.557	n/a	rating_relevance	n/a	n/a
460.592	n/a	rating_happy	n/a	n/a
465.627	n/a	rating_sad	n/a	n/a
470.662	n/a	rating_afraid	n/a	n/a
475.698	n/a	rating_disgusted	n/a	n/a
480.733	n/a	rating_warm	n/a	n/a
485.751	n/a	rating_engaged	n/a	n/a
