onset	duration	trial_type	response_value	stim_file
2.779	50.504	video	n/a	task-alignvideo/ses-04_run-01_order-01_content-universe.mp4
56.417	3.05	rating_relevance	29.48	n/a
61.403	3.016	rating_happy	7.92	n/a
65.604	2.199	rating_sad	1.56	n/a
70.289	1.872	rating_afraid	2.29	n/a
75.341	1.898	rating_disgusted	1.25	n/a
81.977	3.515	rating_warm	2.92	n/a
86.078	2.599	rating_engaged	51.04	n/a
88.568	179.445	video	n/a	task-alignvideo/ses-04_run-01_order-02_content-gockskumara.mp4
272.581	n/a	rating_relevance	n/a	n/a
277.617	n/a	rating_happy	n/a	n/a
279.584	1.45	rating_sad	1.77	n/a
287.67	n/a	rating_afraid	n/a	n/a
292.689	n/a	rating_disgusted	n/a	n/a
297.707	n/a	rating_warm	n/a	n/a
302.743	n/a	rating_engaged	n/a	n/a
303.302	56.928	video	n/a	task-alignvideo/ses-04_run-01_order-03_content-skiing.mp4
364.782	n/a	rating_relevance	n/a	n/a
369.818	n/a	rating_happy	n/a	n/a
374.853	n/a	rating_sad	n/a	n/a
379.888	n/a	rating_afraid	n/a	n/a
384.923	n/a	rating_disgusted	n/a	n/a
389.942	n/a	rating_warm	n/a	n/a
392.943	2.482	rating_engaged	50.0	n/a
395.507	147.773	video	n/a	task-alignvideo/ses-04_run-01_order-04_content-cyclegraphics.mp4
547.834	n/a	rating_relevance	n/a	n/a
552.869	n/a	rating_happy	n/a	n/a
557.888	n/a	rating_sad	n/a	n/a
562.906	n/a	rating_afraid	n/a	n/a
567.925	n/a	rating_disgusted	n/a	n/a
572.96	n/a	rating_warm	n/a	n/a
577.995	n/a	rating_engaged	n/a	n/a
