onset	duration	trial_type	response_value	rating_type	expression	sex	race	age	stim_file_TODO
3.809	2.058	face	n/a	intensity	pain	female	African	young	task-faces/7Pain_Model2_1Female_3African_1Young.mp4
5.867	1.85	rating	0.2213	intensity	pain	female	African	young	n/a
6.534	1.183	rating_mouse_trajectory	0.2213	intensity	pain	female	African	young	n/a
7.794	1.308	face	n/a	intensity	fear	female	African	young	task-faces/3Fear_Model1_1Female_3African_1Young.mp4
9.102	1.117	rating	0.1464	intensity	fear	female	African	young	n/a
9.368	0.85	rating_mouse_trajectory	0.1464	intensity	fear	female	African	young	n/a
11.027	1.31	face	n/a	intensity	anger	female	WC	young	task-faces/5Anger_Model3_1Female_1WC_1Young.mp4
12.336	1.833	rating	0.3831	intensity	anger	female	WC	young	n/a
12.686	1.483	rating_mouse_trajectory	0.3831	intensity	anger	female	WC	young	n/a
15.244	1.327	face	n/a	intensity	happy	female	African	young	task-faces/1Happy_Model5_1Female_3African_1Young.mp4
16.571	1.517	rating	0.2435	intensity	happy	female	African	young	n/a
17.088	1.0	rating_mouse_trajectory	0.2435	intensity	happy	female	African	young	n/a
18.478	2.061	face	n/a	intensity	pleasure	male	African	young	task-faces/8Pleasure_Model4_2Male_3African_1Young.mp4
20.539	1.117	rating	0.377	intensity	pleasure	male	African	young	n/a
20.689	0.967	rating_mouse_trajectory	0.377	intensity	pleasure	male	African	young	n/a
26.464	1.311	face	n/a	intensity	anger	male	EA	young	task-faces/5Anger_Model4_2Male_2EA_1Young.mp4
27.775	1.867	rating	0.4559	intensity	anger	male	EA	young	n/a
29.659	-0.017	rating_mouse_trajectory	0.4559	intensity	anger	male	EA	young	n/a
29.68	1.313	face	n/a	intensity	surprise	male	EA	young	task-faces/2Surprise_Model3_2Male_2EA_1Young.mp4
30.993	1.433	rating	0.1748	intensity	surprise	male	EA	young	n/a
31.11	1.317	rating_mouse_trajectory	0.1748	intensity	surprise	male	EA	young	n/a
32.917	1.31	face	n/a	intensity	surprise	male	WC	young	task-faces/2Surprise_Model2_2Male_1WC_1Young.mp4
34.228	1.3	rating	0.2011	intensity	surprise	male	WC	young	n/a
35.028	0.5	rating_mouse_trajectory	0.2011	intensity	surprise	male	WC	young	n/a
36.132	1.313	face	n/a	intensity	sad	female	African	old	task-faces/6Sad_Model5_1Female_3African_2Old.mp4
37.445	1.033	rating	0.2051	intensity	sad	female	African	old	n/a
38.045	0.433	rating_mouse_trajectory	0.2051	intensity	sad	female	African	old	n/a
39.351	1.313	face	n/a	intensity	disgust	male	WC	old	task-faces/4Disgust_Model1_2Male_1WC_2Old.mp4
40.663	1.783	rating	0.3224	intensity	disgust	male	WC	old	n/a
40.83	1.617	rating_mouse_trajectory	0.3224	intensity	disgust	male	WC	old	n/a
44.57	2.045	face	n/a	intensity	pain	male	African	old	task-faces/7Pain_Model3_2Male_3African_2Old.mp4
46.616	0.233	rating	0.5044	intensity	pain	male	African	old	n/a
46.799	0.05	rating_mouse_trajectory	0.5044	intensity	pain	male	African	old	n/a
49.522	2.045	face	n/a	intensity	pleasure	female	African	young	task-faces/8Pleasure_Model4_1Female_3African_1Young.mp4
51.567	0.867	rating	0.1363	intensity	pleasure	female	African	young	n/a
51.617	0.817	rating_mouse_trajectory	0.1363	intensity	pleasure	female	African	young	n/a
55.475	2.045	face	n/a	intensity	pain	male	WC	old	task-faces/7Pain_Model5_2Male_1WC_2Old.mp4
57.52	1.2	rating	0.288	intensity	pain	male	WC	old	n/a
58.003	0.717	rating_mouse_trajectory	0.288	intensity	pain	male	WC	old	n/a
60.429	1.309	face	n/a	intensity	disgust	male	African	old	task-faces/4Disgust_Model4_2Male_3African_2Old.mp4
61.738	1.017	rating	0.284	intensity	disgust	male	African	old	n/a
62.371	0.383	rating_mouse_trajectory	0.284	intensity	disgust	male	African	old	n/a
64.644	2.046	face	n/a	intensity	pleasure	female	WC	young	task-faces/8Pleasure_Model2_1Female_1WC_1Young.mp4
66.69	0.833	rating	0.642	intensity	pleasure	female	WC	young	n/a
66.74	0.783	rating_mouse_trajectory	0.642	intensity	pleasure	female	WC	young	n/a
69.596	1.311	face	n/a	intensity	disgust	female	EA	young	task-faces/4Disgust_Model3_1Female_2EA_1Young.mp4
70.908	0.55	rating	0.3083	intensity	disgust	female	EA	young	n/a
71.391	0.067	rating_mouse_trajectory	0.3083	intensity	disgust	female	EA	young	n/a
73.815	2.045	face	n/a	intensity	pain	female	WC	old	task-faces/7Pain_Model2_1Female_1WC_2Old.mp4
75.86	1.217	rating	0.1727	intensity	pain	female	WC	old	n/a
76.293	0.783	rating_mouse_trajectory	0.1727	intensity	pain	female	WC	old	n/a
78.784	1.311	face	n/a	intensity	happy	male	EA	old	task-faces/1Happy_Model4_2Male_2EA_2Old.mp4
80.095	0.967	rating	0.2516	intensity	happy	male	EA	old	n/a
80.211	0.85	rating_mouse_trajectory	0.2516	intensity	happy	male	EA	old	n/a
85.019	1.311	face	n/a	intensity	anger	female	African	young	task-faces/5Anger_Model3_1Female_3African_1Young.mp4
86.33	0.467	rating	0.2658	intensity	anger	female	African	young	n/a
86.414	0.383	rating_mouse_trajectory	0.2658	intensity	anger	female	African	young	n/a
88.235	1.313	face	n/a	intensity	sad	female	EA	old	task-faces/6Sad_Model2_1Female_2EA_2Old.mp4
89.548	1.483	rating	0.2011	intensity	sad	female	EA	old	n/a
90.265	0.767	rating_mouse_trajectory	0.2011	intensity	sad	female	EA	old	n/a
92.455	1.312	face	n/a	intensity	anger	female	African	old	task-faces/5Anger_Model4_1Female_3African_2Old.mp4
93.766	1.383	rating	0.5874	intensity	anger	female	African	old	n/a
93.816	1.333	rating_mouse_trajectory	0.5874	intensity	anger	female	African	old	n/a
95.673	2.062	face	n/a	intensity	pain	male	WC	young	task-faces/7Pain_Model3_2Male_1WC_1Young.mp4
97.735	0.983	rating	0.6481	intensity	pain	male	WC	young	n/a
98.201	0.517	rating_mouse_trajectory	0.6481	intensity	pain	male	WC	young	n/a
100.641	1.312	face	n/a	intensity	fear	female	WC	old	task-faces/3Fear_Model2_1Female_1WC_2Old.mp4
101.953	1.05	rating	0.5631	intensity	fear	female	WC	old	n/a
102.536	0.467	rating_mouse_trajectory	0.5631	intensity	fear	female	WC	old	n/a
104.865	2.04	face	n/a	intensity	pleasure	female	EA	old	task-faces/8Pleasure_Model2_1Female_2EA_2Old.mp4
106.905	1.25	rating	0.2334	intensity	pleasure	female	EA	old	n/a
107.355	0.8	rating_mouse_trajectory	0.2334	intensity	pleasure	female	EA	old	n/a
109.829	1.31	face	n/a	intensity	sad	female	WC	young	task-faces/6Sad_Model3_1Female_1WC_1Young.mp4
111.14	1.117	rating	0.2941	intensity	sad	female	WC	young	n/a
111.84	0.417	rating_mouse_trajectory	0.2941	intensity	sad	female	WC	young	n/a
113.044	2.047	face	n/a	intensity	pain	male	EA	old	task-faces/7Pain_Model2_2Male_2EA_2Old.mp4
115.091	0.817	rating	0.2152	intensity	pain	male	EA	old	n/a
115.524	0.383	rating_mouse_trajectory	0.2152	intensity	pain	male	EA	old	n/a
116.996	2.047	face	n/a	intensity	pain	female	WC	young	task-faces/7Pain_Model3_1Female_1WC_1Young.mp4
119.043	0.9	rating	0.6663	intensity	pain	female	WC	young	n/a
119.493	0.45	rating_mouse_trajectory	0.6663	intensity	pain	female	WC	young	n/a
120.947	1.297	face	n/a	intensity	disgust	female	African	young	task-faces/4Disgust_Model1_1Female_3African_1Young.mp4
122.244	0.15	rating	0.4235	intensity	disgust	female	African	young	n/a
122.344	0.05	rating_mouse_trajectory	0.4235	intensity	disgust	female	African	young	n/a
125.15	1.312	face	n/a	intensity	anger	male	African	old	task-faces/5Anger_Model1_2Male_3African_2Old.mp4
126.462	0.8	rating	0.5975	intensity	anger	male	African	old	n/a
126.745	0.517	rating_mouse_trajectory	0.5975	intensity	anger	male	African	old	n/a
129.386	1.311	face	n/a	intensity	sad	female	African	young	task-faces/6Sad_Model1_1Female_3African_1Young.mp4
130.697	0.667	rating	0.3487	intensity	sad	female	African	young	n/a
130.964	0.4	rating_mouse_trajectory	0.3487	intensity	sad	female	African	young	n/a
133.604	1.311	face	n/a	intensity	surprise	male	EA	old	task-faces/2Surprise_Model5_2Male_2EA_2Old.mp4
134.915	1.067	rating	0.6238	intensity	surprise	male	EA	old	n/a
135.548	0.433	rating_mouse_trajectory	0.6238	intensity	surprise	male	EA	old	n/a
136.822	1.311	face	n/a	intensity	happy	male	EA	young	task-faces/1Happy_Model3_2Male_2EA_1Young.mp4
138.133	0.7	rating	0.3467	intensity	happy	male	EA	young	n/a
138.483	0.35	rating_mouse_trajectory	0.3467	intensity	happy	male	EA	young	n/a
140.037	1.314	face	n/a	intensity	surprise	female	EA	old	task-faces/2Surprise_Model1_1Female_2EA_2Old.mp4
141.351	1.15	rating	0.4094	intensity	surprise	female	EA	old	n/a
141.818	0.683	rating_mouse_trajectory	0.4094	intensity	surprise	female	EA	old	n/a
144.258	2.045	face	n/a	intensity	pain	female	EA	old	task-faces/7Pain_Model5_1Female_2EA_2Old.mp4
146.303	1.867	rating	0.284	intensity	pain	female	EA	old	n/a
147.119	1.05	rating_mouse_trajectory	0.284	intensity	pain	female	EA	old	n/a
148.226	1.311	face	n/a	intensity	sad	female	EA	young	task-faces/6Sad_Model4_1Female_2EA_1Young.mp4
149.537	1.567	rating	0.0372	intensity	sad	female	EA	young	n/a
150.321	0.783	rating_mouse_trajectory	0.0372	intensity	sad	female	EA	young	n/a
151.444	1.312	face	n/a	intensity	anger	male	EA	old	task-faces/5Anger_Model1_2Male_2EA_2Old.mp4
152.755	0.517	rating	0.6784	intensity	anger	male	EA	old	n/a
153.122	0.15	rating_mouse_trajectory	0.6784	intensity	anger	male	EA	old	n/a
156.662	1.312	face	n/a	intensity	sad	male	African	old	task-faces/6Sad_Model3_2Male_3African_2Old.mp4
157.974	1.05	rating	0.2718	intensity	sad	male	African	old	n/a
158.257	0.767	rating_mouse_trajectory	0.2718	intensity	sad	male	African	old	n/a
161.898	1.311	face	n/a	intensity	sad	male	African	young	task-faces/6Sad_Model5_2Male_3African_1Young.mp4
163.209	1.767	rating	0.1667	intensity	sad	male	African	young	n/a
163.976	1.0	rating_mouse_trajectory	0.1667	intensity	sad	male	African	young	n/a
168.134	1.311	face	n/a	intensity	happy	male	WC	young	task-faces/1Happy_Model4_2Male_1WC_1Young.mp4
169.445	1.267	rating	0.6501	intensity	happy	male	WC	young	n/a
170.228	0.483	rating_mouse_trajectory	0.6501	intensity	happy	male	WC	young	n/a
172.351	1.312	face	n/a	intensity	surprise	male	WC	old	task-faces/2Surprise_Model3_2Male_1WC_2Old.mp4
173.663	0.917	rating	0.3143	intensity	surprise	male	WC	old	n/a
174.213	0.367	rating_mouse_trajectory	0.3143	intensity	surprise	male	WC	old	n/a
176.569	1.312	face	n/a	intensity	happy	male	WC	old	task-faces/1Happy_Model4_2Male_1WC_2Old.mp4
177.881	1.033	rating	0.6278	intensity	happy	male	WC	old	n/a
178.381	0.533	rating_mouse_trajectory	0.6278	intensity	happy	male	WC	old	n/a
179.786	2.046	face	n/a	intensity	pleasure	male	EA	old	task-faces/8Pleasure_Model1_2Male_2EA_2Old.mp4
181.833	0.8	rating	0.2658	intensity	pleasure	male	EA	old	n/a
182.166	0.467	rating_mouse_trajectory	0.2658	intensity	pleasure	male	EA	old	n/a
184.74	1.311	face	n/a	intensity	fear	female	EA	old	task-faces/3Fear_Model3_1Female_2EA_2Old.mp4
186.051	0.783	rating	0.373	intensity	fear	female	EA	old	n/a
186.434	0.4	rating_mouse_trajectory	0.373	intensity	fear	female	EA	old	n/a
187.955	2.031	face	n/a	intensity	pain	male	EA	young	task-faces/7Pain_Model5_2Male_2EA_1Young.mp4
189.986	0.883	rating	0.5672	intensity	pain	male	EA	young	n/a
190.469	0.4	rating_mouse_trajectory	0.5672	intensity	pain	male	EA	young	n/a
193.892	2.046	face	n/a	intensity	pleasure	male	EA	young	task-faces/8Pleasure_Model5_2Male_2EA_1Young.mp4
195.938	0.817	rating	0.2435	intensity	pleasure	male	EA	young	n/a
196.321	0.433	rating_mouse_trajectory	0.2435	intensity	pleasure	male	EA	young	n/a
199.845	1.312	face	n/a	intensity	surprise	female	WC	old	task-faces/2Surprise_Model1_1Female_1WC_2Old.mp4
201.157	0.733	rating	0.3042	intensity	surprise	female	WC	old	n/a
201.507	0.383	rating_mouse_trajectory	0.3042	intensity	surprise	female	WC	old	n/a
204.063	1.312	face	n/a	intensity	anger	female	WC	old	task-faces/5Anger_Model2_1Female_1WC_2Old.mp4
205.375	0.817	rating	0.6137	intensity	anger	female	WC	old	n/a
205.791	0.4	rating_mouse_trajectory	0.6137	intensity	anger	female	WC	old	n/a
208.282	1.311	face	n/a	intensity	happy	female	EA	young	task-faces/1Happy_Model3_1Female_2EA_1Young.mp4
209.593	0.95	rating	0.6096	intensity	happy	female	EA	young	n/a
210.01	0.533	rating_mouse_trajectory	0.6096	intensity	happy	female	EA	young	n/a
212.5	1.312	face	n/a	intensity	disgust	female	EA	old	task-faces/4Disgust_Model4_1Female_2EA_2Old.mp4
213.811	0.167	rating	0.3224	intensity	disgust	female	EA	old	n/a
213.911	0.067	rating_mouse_trajectory	0.3224	intensity	disgust	female	EA	old	n/a
216.718	1.311	face	n/a	intensity	disgust	male	EA	old	task-faces/4Disgust_Model5_2Male_2EA_2Old.mp4
218.029	0.5	rating	0.5854	intensity	disgust	male	EA	old	n/a
218.129	0.4	rating_mouse_trajectory	0.5854	intensity	disgust	male	EA	old	n/a
220.936	2.045	face	n/a	intensity	pain	female	African	old	task-faces/7Pain_Model4_1Female_3African_2Old.mp4
222.981	0.933	rating	0.3892	intensity	pain	female	African	old	n/a
223.448	0.467	rating_mouse_trajectory	0.3892	intensity	pain	female	African	old	n/a
225.888	1.312	face	n/a	intensity	disgust	female	WC	young	task-faces/4Disgust_Model4_1Female_1WC_1Young.mp4
227.2	0.533	rating	0.5267	intensity	disgust	female	WC	young	n/a
227.25	0.483	rating_mouse_trajectory	0.5267	intensity	disgust	female	WC	young	n/a
230.107	1.311	face	n/a	intensity	disgust	female	WC	old	task-faces/4Disgust_Model3_1Female_1WC_2Old.mp4
231.418	1.35	rating	0.555	intensity	disgust	female	WC	old	n/a
231.468	1.3	rating_mouse_trajectory	0.555	intensity	disgust	female	WC	old	n/a
233.322	1.313	face	n/a	intensity	surprise	female	African	young	task-faces/2Surprise_Model3_1Female_3African_1Young.mp4
234.636	0.567	rating	0.3083	intensity	surprise	female	African	young	n/a
234.819	0.383	rating_mouse_trajectory	0.3083	intensity	surprise	female	African	young	n/a
236.54	1.314	face	n/a	intensity	fear	female	WC	young	task-faces/3Fear_Model1_1Female_1WC_1Young.mp4
237.854	0.583	rating	0.3689	intensity	fear	female	WC	young	n/a
238.37	0.067	rating_mouse_trajectory	0.3689	intensity	fear	female	WC	young	n/a
241.761	2.045	face	n/a	intensity	pleasure	female	EA	young	task-faces/8Pleasure_Model4_1Female_2EA_1Young.mp4
243.806	0.967	rating	0.3487	intensity	pleasure	female	EA	young	n/a
244.289	0.483	rating_mouse_trajectory	0.3487	intensity	pleasure	female	EA	young	n/a
245.71	1.297	face	n/a	intensity	fear	male	African	old	task-faces/3Fear_Model3_2Male_3African_2Old.mp4
247.007	0.583	rating	0.5227	intensity	fear	male	African	old	n/a
247.474	0.117	rating_mouse_trajectory	0.5227	intensity	fear	male	African	old	n/a
252.914	2.046	face	n/a	intensity	pleasure	female	African	old	task-faces/8Pleasure_Model2_1Female_3African_2Old.mp4
254.96	1.283	rating	0.1181	intensity	pleasure	female	African	old	n/a
