onset	duration	trial_type	response_value	stim_file
2.765	142.355	video	n/a	task-alignvideo/ses-01_run-04_order-01_content-beatbox.mp4
149.671	n/a	rating_relevance	n/a	n/a
154.707	n/a	rating_happy	n/a	n/a
158.275	3.05	rating_sad	0.83	n/a
162.493	2.256	rating_afraid	1.15	n/a
169.762	n/a	rating_disgusted	n/a	n/a
174.797	n/a	rating_warm	n/a	n/a
179.833	n/a	rating_engaged	n/a	n/a
180.364	339.068	video	n/a	task-alignvideo/ses-01_run-04_order-02_content-angrygrandpa.mp4
523.978	n/a	rating_relevance	n/a	n/a
529.013	n/a	rating_happy	n/a	n/a
534.048	n/a	rating_sad	n/a	n/a
539.083	n/a	rating_afraid	n/a	n/a
544.102	n/a	rating_disgusted	n/a	n/a
549.12	n/a	rating_warm	n/a	n/a
554.156	n/a	rating_engaged	n/a	n/a
