onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	participant_response	reaction_time
7.977	1.034	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj039bus.png	n/a	n/a
10.028	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj227plug.png	n/a	n/a
12.079	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj244rock.png	n/a	n/a
14.113	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj085donkey.png	n/a	n/a
16.163	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj027blimp.png	n/a	n/a
18.197	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj185moon.png	n/a	n/a
20.232	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj028boat.png	n/a	n/a
22.266	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj048candle.png	n/a	n/a
24.3	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj317turtle.png	n/a	n/a
26.334	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj335wheelbarrow.png	n/a	n/a
28.368	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj088drawer.png	n/a	n/a
30.402	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj207pants.png	n/a	n/a
32.436	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj104fish.png	n/a	n/a
34.47	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj226plate.png	n/a	n/a
36.504	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj013balloon.png	n/a	n/a
38.538	1.034	memory	study	study	n/a	task-fractional/runtype-memory/obj228porcupine.png	n/a	n/a
40.589	1.034	memory	study	study	n/a	task-fractional/runtype-memory/obj276snail.png	n/a	n/a
42.64	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj007arrow.png	n/a	n/a
44.691	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj135heart.png	n/a	n/a
46.741	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj112fountain.png	n/a	n/a
48.792	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj333whale.png	n/a	n/a
50.843	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj166lightbulb.png	n/a	n/a
52.877	1.017	memory	study	study	n/a	task-fractional/runtype-memory/obj311train.png	n/a	n/a
54.911	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj282spatula.png	n/a	n/a
56.945	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj336wheelchair.png	n/a	n/a
58.979	1.017	memory	dummy	study_dummy	n/a	task-fractional/runtype-memory/obj338whistle.png	n/a	n/a
71.234	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
99.328	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
