onset	duration	trial_type	response_x	response_y	situation	context	modality	stim_file
7.833	15.335	narrative_presentation	n/a	n/a	Necessity of sacrificing loved ones	town	Audio	task-narratives/Narrative8Situation1.mp3
23.168	3.95	rating_feeling	731.0	482.0	Necessity of sacrificing loved ones	town	Audio	n/a
24.434	2.683	feeling_mouse_trajectory	731.0	482.0	Necessity of sacrificing loved ones	town	Audio	n/a
27.221	3.783	rating_expectation	1096.0	609.0	Necessity of sacrificing loved ones	town	Audio	n/a
27.254	3.75	expectation_mouse_trajectory	1096.0	609.0	Necessity of sacrificing loved ones	town	Audio	n/a
34.462	8.799	narrative_presentation	n/a	n/a	Abduction	town	Audio	task-narratives/Narrative8Situation2.mp3
43.261	2.433	rating_feeling	746.0	482.0	Abduction	town	Audio	n/a
44.028	1.667	feeling_mouse_trajectory	746.0	482.0	Abduction	town	Audio	n/a
47.293	3.133	rating_expectation	616.0	404.0	Abduction	town	Audio	n/a
47.993	2.433	expectation_mouse_trajectory	616.0	404.0	Abduction	town	Audio	n/a
55.382	22.149	narrative_presentation	n/a	n/a	Adultery	town	Audio	task-narratives/Narrative8Situation3.mp3
77.531	3.283	rating_feeling	1131.0	571.0	Adultery	town	Audio	n/a
78.198	2.617	feeling_mouse_trajectory	1131.0	571.0	Adultery	town	Audio	n/a
81.574	3.483	rating_expectation	1252.0	522.0	Adultery	town	Audio	n/a
82.59	2.467	expectation_mouse_trajectory	1252.0	522.0	Adultery	town	Audio	n/a
88.661	12.619	narrative_presentation	n/a	n/a	Obtaining	city	Audio	task-narratives/Narrative8Situation4.mp3
101.279	3.5	rating_feeling	1152.0	584.0	Obtaining	city	Audio	n/a
102.013	2.767	feeling_mouse_trajectory	1152.0	584.0	Obtaining	city	Audio	n/a
105.321	1.967	rating_expectation	965.0	643.0	Obtaining	city	Audio	n/a
107.104	0.183	expectation_mouse_trajectory	965.0	643.0	Obtaining	city	Audio	n/a
111.41	6.608	narrative_presentation	n/a	n/a	Supplication	city	Audio	task-narratives/Narrative8Situation5.mp3
118.018	1.25	rating_feeling	813.0	563.0	Supplication	city	Audio	n/a
118.718	0.55	feeling_mouse_trajectory	813.0	563.0	Supplication	city	Audio	n/a
122.039	n/a	rating_expectation	n/a	n/a	Supplication	city	Audio	n/a
128.125	5.976	narrative_presentation	n/a	n/a	Rivalry of kin	city	Audio	task-narratives/Narrative8Situation6.mp3
