onset	duration	subtask_type	event_type	response_accuracy	cue_location	target_location	button_press	trial_index
11.75372838974	0.2	posner	valid_cue	correct	right			1
11.9871487617493	0.518509387969971	posner	target_response	correct	right	right	right	1
15.2883791923523	0.2	posner	valid_cue	correct	left			2
15.4884550571442	0.88898491859436	posner	target_response	correct	left	left	left	2
18.7563397884369	0.2	posner	invalid_cue	correct	left			3
18.9564158916473	0.561168193817139	posner	target_response	correct	left	right	right	3
26.2257914543152	0.2	posner	invalid_cue	correct	right			4
26.4258666038513	0.652457475662231	posner	target_response	correct	right	left	left	4
29.8938271999359	0.2	posner	invalid_cue	correct	left			5
30.0939011573792	0.577369928359985	posner	target_response	correct	left	right	right	5
37.3632791042328	0.2	posner	valid_cue	correct	right			6
37.5633542537689	0.495417833328247	posner	target_response	correct	right	right	right	6
40.8312382698059	0.2	posner	invalid_cue	correct	left			7
41.0313129425049	0.560343027114868	posner	target_response	correct	left	right	right	7
44.0991237163544	0.2	posner	valid_cue	correct	right			8
44.2991993427277	0.478468656539917	posner	target_response	correct	right	right	right	8
51.1684272289276	0.2	posner	valid_cue	correct	left			9
51.3685019016266	0.485199213027954	posner	target_response	correct	left	left	left	9
58.6378800868988	0.2	posner	invalid_cue	correct	left			10
58.8379542827606	0.483049869537354	posner	target_response	correct	left	right	right	10
62.2058753967285	0.2	posner	invalid_cue	correct	right			11
62.4059512615204	0.619457721710205	posner	target_response	correct	right	left	left	11
69.675329208374	0.2	posner	valid_cue	correct	left			12
69.8754026889801	0.453009366989136	posner	target_response	correct	left	left	left	12
73.2433261871338	0.2	posner	valid_cue	correct	left			13
73.4434013366699	0.500178813934326	posner	target_response	correct	left	left	left	13
77.3948736190796	0.2	posner	valid_cue	correct	left			14
77.5949485301971	0.437974452972412	posner	target_response	correct	left	left	left	14
82.1633191108704	0.2	posner	valid_cue	correct	left			15
82.3633935451508	0.412230491638184	posner	target_response	correct	left	left	left	15
89.632771730423	0.2	posner	valid_cue	correct	right			16
89.8328456878662	0.419450283050537	posner	target_response	correct	right	right	right	16
96.9855136871338	0.2	posner	invalid_cue	correct	right			17
97.1855878829956	0.480201244354248	posner	target_response	correct	right	left	left	17
100.253399133682	0.2	posner	invalid_cue	correct	left			18
100.453473091125	0.460108041763306	posner	target_response	correct	left	right	right	18
103.321209192276	0.2	posner	invalid_cue	correct	right			19
103.521284341812	0.511230707168579	posner	target_response	correct	right	left	left	19
106.889207363129	0.2	posner	invalid_cue	correct	right			20
107.089281082153	0.507222890853882	posner	target_response	correct	right	left	left	20
114.358659029007	0.2	posner	invalid_cue	correct	right			21
114.558734416962	0.549111604690552	posner	target_response	correct	right	left	left	21
120.627662658691	0.2	posner	invalid_cue	correct	right			22
120.827738046646	0.623160123825073	posner	target_response	correct	right	left	left	22
123.795511007309	0.2	posner	valid_cue	correct	left			23
123.995586156845	0.520121812820435	posner	target_response	correct	left	left	left	23
131.264963388443	0.2	posner	valid_cue	correct	right			24
131.465037822723	0.502050161361694	posner	target_response	correct	right	right	right	24
134.53284907341	0.2	posner	valid_cue	correct	left			25
134.732923269272	0.501405715942383	posner	target_response	correct	left	left	left	25
138.000809192657	0.2	posner	valid_cue	correct	left			26
138.200883626938	0.466414451599121	posner	target_response	correct	left	left	left	26
142.569178819656	0.2	posner	valid_cue	correct	left			27
142.769253969193	0.383599996566772	posner	target_response	correct	left	left	left	27
146.220541000366	0.2	posner	valid_cue	correct	right			28
146.420615673065	0.51382040977478	posner	target_response	correct	right	right	right	28
153.289843797684	0.2	posner	invalid_cue	correct	left			29
153.489917516708	0.563774585723877	posner	target_response	correct	left	right	right	29
158.058288812637	0.2	posner	invalid_cue	correct	right			30
158.258363008499	0.443668127059937	posner	target_response	correct	right	left	left	30
161.526248931885	0.2	posner	valid_cue	correct	left			31
161.726322889328	0.405951261520386	posner	target_response	correct	left	left	left	31
164.594058990479	0.2	posner	invalid_cue	correct	right			32
164.794133663177	0.47071647644043	posner	target_response	correct	right	left	left	32
167.661870002747	0.2	posner	valid_cue	correct	right			33
167.861945152283	0.525375843048096	posner	target_response	correct	right	right	right	33
170.729679822922	0.2	posner	invalid_cue	correct	right			34
170.929755210876	0.471451759338379	posner	target_response	correct	right	left	left	34
176.498498916626	0.2	posner	invalid_cue	correct	left			35
176.698573112488	0.568989038467407	posner	target_response	correct	left	right	right	35
183.967950582504	0.2	posner	valid_cue	correct	left			36
184.168026208878	0.431442975997925	posner	target_response	correct	left	left	left	36
187.035762310028	0.2	posner	valid_cue	correct	left			37
187.23583650589	0.541435480117798	posner	target_response	correct	left	left	left	37
194.08839225769	0.2	posner	valid_cue	correct	right			38
194.288465976715	0.524198055267334	posner	target_response	correct	right	right	right	38
197.556352615356	0.2	posner	valid_cue	correct	right			39
197.756425619125	0.43625545501709	posner	target_response	correct	right	right	right	39
200.724199533463	0.2	posner	invalid_cue	correct	right			40
200.924273967743	0.524525165557861	posner	target_response	correct	right	left	left	40
204.192159891129	0.2	posner	valid_cue	correct	left			41
204.392235279083	0.435565710067749	posner	target_response	correct	left	left	left	41
211.661612033844	0.2	posner	invalid_cue	correct	right			42
211.86168718338	0.519577980041504	posner	target_response	correct	right	left	left	42
214.812786579132	0.2	posner	invalid_cue	correct	left			43
215.012861967087	0.551488161087036	posner	target_response	correct	left	right	right	43
217.780560970306	0.2	posner	invalid_cue	correct	right			44
217.980635404587	0.472227573394775	posner	target_response	correct	right	left	left	44
225.250012397766	0.2	posner	valid_cue	correct	right			45
225.450086832047	0.578290224075317	posner	target_response	correct	right	right	right	45
229.018084764481	0.2	posner	invalid_cue	correct	left			46
229.21815943718	0.607450723648071	posner	target_response	correct	left	right	right	46
232.786155939102	0.2	posner	invalid_cue	correct	right			47
232.986231088638	0.505071878433228	posner	target_response	correct	right	left	left	47
236.454191207886	0.2	posner	invalid_cue	correct	left			48
236.654265880585	0.557731151580811	posner	target_response	correct	left	right	right	48
239.522002696991	0.2	posner	valid_cue	correct	right			49
239.722076654434	0.526665449142456	posner	target_response	correct	right	right	right	49
243.190035581589	0.2	posner	valid_cue	correct	left			50
243.390111207962	0.465835809707642	posner	target_response	correct	left	left	left	50
247.258220434189	0.2	posner	invalid_cue	correct	left			51
247.458295106888	0.446086883544922	posner	target_response	correct	left	right	right	51
250.726179838181	0.2	posner	invalid_cue	correct	right			52
250.926253795624	0.542612314224243	posner	target_response	correct	right	left	left	52
258.195632219315	0.2	posner	invalid_cue	correct	left			53
258.395707130432	0.500929832458496	posner	target_response	correct	left	right	right	53
264.564673423767	0.2	posner	invalid_cue	correct	right			54
264.764748811722	0.455750226974487	posner	target_response	correct	right	left	left	54
271.633977413177	0.2	posner	invalid_cue	correct	left			55
271.834051847458	0.536988258361816	posner	target_response	correct	left	right	right	55
275.30201125145	0.2	posner	valid_cue	correct	right			56
