onset	duration	trial_type	response_value	stim_file_TODO
2.769	105.984	video	n/a	task-alignvideo/ses-03_run-03_order-01_content-normativeprosocial2.mp4
112.397	3.588	rating_relevance	1.35	task-alignvideo/ses-03_run-03_order-01_content-normativeprosocial2.mp4
117.049	3.232	rating_happy	64.9	task-alignvideo/ses-03_run-03_order-01_content-normativeprosocial2.mp4
121.05	2.215	rating_sad	14.17	task-alignvideo/ses-03_run-03_order-01_content-normativeprosocial2.mp4
127.753	3.9	rating_afraid	0.62	task-alignvideo/ses-03_run-03_order-01_content-normativeprosocial2.mp4
132.037	3.167	rating_disgusted	34.48	task-alignvideo/ses-03_run-03_order-01_content-normativeprosocial2.mp4
136.506	2.617	rating_warm	87.19	task-alignvideo/ses-03_run-03_order-01_content-normativeprosocial2.mp4
141.391	2.483	rating_engaged	39.79	task-alignvideo/ses-03_run-03_order-01_content-normativeprosocial2.mp4
143.941	74.812	video	n/a	task-alignvideo/ses-03_run-03_order-02_content-normativeprosocial1.mp4
221.137	2.325	rating_relevance	1.77	task-alignvideo/ses-03_run-03_order-02_content-normativeprosocial1.mp4
227.656	3.834	rating_happy	51.98	task-alignvideo/ses-03_run-03_order-02_content-normativeprosocial1.mp4
231.575	2.734	rating_sad	16.35	task-alignvideo/ses-03_run-03_order-02_content-normativeprosocial1.mp4
237.11	3.251	rating_afraid	18.85	task-alignvideo/ses-03_run-03_order-02_content-normativeprosocial1.mp4
241.978	3.1	rating_disgusted	78.44	task-alignvideo/ses-03_run-03_order-02_content-normativeprosocial1.mp4
246.28	2.389	rating_warm	73.44	task-alignvideo/ses-03_run-03_order-02_content-normativeprosocial1.mp4
251.649	2.737	rating_engaged	39.06	task-alignvideo/ses-03_run-03_order-02_content-normativeprosocial1.mp4
253.947	196.939	video	n/a	task-alignvideo/ses-03_run-03_order-03_content-stardust.mp4
455.441	n/a	rating_relevance	n/a	task-alignvideo/ses-03_run-03_order-03_content-stardust.mp4
460.477	n/a	rating_happy	n/a	task-alignvideo/ses-03_run-03_order-03_content-stardust.mp4
465.495	n/a	rating_sad	n/a	task-alignvideo/ses-03_run-03_order-03_content-stardust.mp4
468.263	2.256	rating_afraid	1.56	task-alignvideo/ses-03_run-03_order-03_content-stardust.mp4
474.198	3.171	rating_disgusted	0.42	task-alignvideo/ses-03_run-03_order-03_content-stardust.mp4
480.551	n/a	rating_warm	n/a	task-alignvideo/ses-03_run-03_order-03_content-stardust.mp4
483.985	2.915	rating_engaged	51.25	task-alignvideo/ses-03_run-03_order-03_content-stardust.mp4
