onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	participant_response	reaction_time
7.982	1.017	memory	dummy	study_dummy	n/a	task-memory/obj032boot.png	n/a	n/a
10.017	1.034	memory	dummy	study_dummy	n/a	task-memory/obj153kangaroo.png	n/a	n/a
12.067	1.017	memory	dummy	study_dummy	n/a	task-memory/obj228porcupine.png	n/a	n/a
14.101	1.017	memory	study	study	n/a	task-memory/obj295teapot.png	n/a	n/a
16.136	1.034	memory	study	study	n/a	task-memory/obj115funnel.png	n/a	n/a
18.186	1.017	memory	study	study	n/a	task-memory/obj172lobster.png	n/a	n/a
20.237	1.017	memory	study	study	n/a	task-memory/obj225pizza.png	n/a	n/a
22.271	1.017	memory	study	study	n/a	task-memory/obj241ring.png	n/a	n/a
24.322	1.017	memory	study	study	n/a	task-memory/obj258saxophone.png	n/a	n/a
26.356	1.017	memory	study	study	n/a	task-memory/obj119girl.png	n/a	n/a
28.39	1.017	memory	study	study	n/a	task-memory/obj282spatula.png	n/a	n/a
30.424	1.017	memory	study	study	n/a	task-memory/obj193needle.png	n/a	n/a
32.458	1.017	memory	study	study	n/a	task-memory/obj348zipper.png	n/a	n/a
34.492	1.017	memory	study	study	n/a	task-memory/obj306toilet.png	n/a	n/a
36.526	1.017	memory	study	study	n/a	task-memory/obj165leopard.png	n/a	n/a
38.561	1.017	memory	study	study	n/a	task-memory/obj179match.png	n/a	n/a
40.595	1.017	memory	study	study	n/a	task-memory/obj214pencil.png	n/a	n/a
42.629	1.017	memory	study	study	n/a	task-memory/obj019basket.png	n/a	n/a
44.663	1.017	memory	study	study	n/a	task-memory/obj276snail.png	n/a	n/a
46.697	1.017	memory	study	study	n/a	task-memory/obj040butterfly.png	n/a	n/a
48.731	1.017	memory	study	study	n/a	task-memory/obj272skunk.png	n/a	n/a
50.765	1.017	memory	study	study	n/a	task-memory/obj068cork.png	n/a	n/a
52.799	1.017	memory	study	study	n/a	task-memory/obj090drum.png	n/a	n/a
54.833	1.017	memory	dummy	study_dummy	n/a	task-memory/obj278snowman.png	n/a	n/a
56.867	1.017	memory	dummy	study_dummy	n/a	task-memory/obj300thermos.png	n/a	n/a
58.901	1.017	memory	dummy	study_dummy	n/a	task-memory/obj312tree.png	n/a	n/a
71.089	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
99.166	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
127.227	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
155.287	25.0	memory	distraction_math	math	n/a	n/a	n/a	n/a
188.883	1.309	memory	test	test_new	correct	task-memory/obj309top.png	new	n/a
191.751	1.106	memory	test	test_old	correct	task-memory/obj119girl.png	old	n/a
194.719	1.233	memory	test	test_new	correct	task-memory/obj110football.png	new	n/a
197.603	1.621	memory	test	test_new	correct	task-memory/obj330watch.png	new	n/a
200.804	1.24	memory	test	test_old	correct	task-memory/obj179match.png	old	n/a
203.655	0.899	memory	test	test_new	correct	task-memory/obj124grapes.png	new	n/a
206.29	1.629	memory	test	test_new	incorrect	task-memory/obj284spoon.png	old	n/a
209.324	0.979	memory	test	test_new	correct	task-memory/obj310tractor.png	new	n/a
212.109	0.915	memory	test	test_old	correct	task-memory/obj306toilet.png	old	n/a
214.993	1.094	memory	test	test_old	correct	task-memory/obj068cork.png	old	n/a
217.544	0.823	memory	test	test_old	correct	task-memory/obj258saxophone.png	old	n/a
220.528	0.87	memory	test	test_old	correct	task-memory/obj214pencil.png	old	n/a
223.463	0.974	memory	test	test_new	correct	task-memory/obj101fence.png	new	n/a
226.181	0.792	memory	test	test_old	correct	task-memory/obj276snail.png	old	n/a
229.098	1.13	memory	test	test_new	correct	task-memory/obj259scarf.png	new	n/a
231.716	0.821	memory	test	test_old	correct	task-memory/obj225pizza.png	old	n/a
234.617	1.142	memory	test	test_new	correct	task-memory/obj055chair.png	new	n/a
237.435	0.715	memory	test	test_old	correct	task-memory/obj241ring.png	old	n/a
240.369	0.988	memory	test	test_new	correct	task-memory/obj011backpack.png	new	n/a
243.254	0.921	memory	test	test_old	correct	task-memory/obj115funnel.png	old	n/a
246.255	1.088	memory	test	test_new	correct	task-memory/obj075crown.png	new	n/a
249.256	1.269	memory	test	test_new	correct	task-memory/obj025binoculars.png	new	n/a
252.207	1.114	memory	test	test_new	correct	task-memory/obj120glasses.png	new	n/a
255.175	1.029	memory	test	test_new	correct	task-memory/obj051car.png	new	n/a
258.109	1.334	memory	test	test_new	correct	task-memory/obj222pipe.png	new	n/a
