onset	duration	trial_type	response_value	rating_type	expression	sex	race	age	stim_file
3.86	1.347	face	n/a	age	disgust	female	WC	old	task-faces/4Disgust_Model2_1Female_1WC_2Old.mp4
5.207	1.8	rating	0.5651	age	disgust	female	WC	old	n/a
6.057	0.95	rating_mouse_trajectory	0.5651	age	disgust	female	WC	old	n/a
7.35	2.042	face	n/a	age	pain	male	African	old	task-faces/7Pain_Model4_2Male_3African_2Old.mp4
9.392	0.8	rating	0.642	age	pain	male	African	old	n/a
9.592	0.6	rating_mouse_trajectory	0.642	age	pain	male	African	old	n/a
11.352	1.308	face	n/a	age	fear	male	EA	old	task-faces/3Fear_Model2_2Male_2EA_2Old.mp4
12.66	1.333	rating	0.6299	age	fear	male	EA	old	n/a
13.043	0.95	rating_mouse_trajectory	0.6299	age	fear	male	EA	old	n/a
15.621	1.307	face	n/a	age	happy	male	EA	old	task-faces/1Happy_Model1_2Male_2EA_2Old.mp4
16.928	0.95	rating	0.4013	age	happy	male	EA	old	n/a
17.528	0.35	rating_mouse_trajectory	0.4013	age	happy	male	EA	old	n/a
18.879	1.317	face	n/a	age	happy	female	EA	old	task-faces/1Happy_Model5_1Female_2EA_2Old.mp4
20.196	1.417	rating	0.7977	age	happy	female	EA	old	n/a
20.313	1.3	rating_mouse_trajectory	0.7977	age	happy	female	EA	old	n/a
26.173	1.309	face	n/a	age	anger	male	WC	young	task-faces/5Anger_Model4_2Male_1WC_1Young.mp4
27.482	1.417	rating	0.3548	age	anger	male	WC	young	n/a
28.182	0.717	rating_mouse_trajectory	0.3548	age	anger	male	WC	young	n/a
29.406	1.311	face	n/a	age	happy	male	WC	young	task-faces/1Happy_Model2_2Male_1WC_1Young.mp4
30.717	1.85	rating	0.3629	age	happy	male	WC	young	n/a
31.233	1.333	rating_mouse_trajectory	0.3629	age	happy	male	WC	young	n/a
32.64	1.311	face	n/a	age	disgust	male	WC	old	task-faces/4Disgust_Model3_2Male_1WC_2Old.mp4
33.951	1.167	rating	0.6986	age	disgust	male	WC	old	n/a
34.251	0.867	rating_mouse_trajectory	0.6986	age	disgust	male	WC	old	n/a
35.877	1.309	face	n/a	age	sad	male	WC	young	task-faces/6Sad_Model5_2Male_1WC_1Young.mp4
37.186	0.65	rating	0.29	age	sad	male	WC	young	n/a
37.402	0.433	rating_mouse_trajectory	0.29	age	sad	male	WC	young	n/a
39.104	2.05	face	n/a	age	pleasure	female	WC	young	task-faces/8Pleasure_Model1_1Female_1WC_1Young.mp4
41.154	1.483	rating	0.282	age	pleasure	female	WC	young	n/a
41.52	1.117	rating_mouse_trajectory	0.282	age	pleasure	female	WC	young	n/a
45.062	1.311	face	n/a	age	surprise	male	WC	old	task-faces/2Surprise_Model5_2Male_1WC_2Old.mp4
46.372	1.217	rating	0.7168	age	surprise	male	WC	old	n/a
46.756	0.833	rating_mouse_trajectory	0.7168	age	surprise	male	WC	old	n/a
49.298	1.309	face	n/a	age	happy	female	WC	young	task-faces/1Happy_Model2_1Female_1WC_1Young.mp4
50.607	0.783	rating	0.3103	age	happy	female	WC	young	n/a
51.007	0.383	rating_mouse_trajectory	0.3103	age	happy	female	WC	young	n/a
54.536	1.306	face	n/a	age	happy	male	African	young	task-faces/1Happy_Model5_2Male_3African_1Young.mp4
55.843	1.417	rating	0.3244	age	happy	male	African	young	n/a
56.926	0.333	rating_mouse_trajectory	0.3244	age	happy	male	African	young	n/a
58.769	1.309	face	n/a	age	sad	female	African	old	task-faces/6Sad_Model4_1Female_3African_2Old.mp4
60.078	0.65	rating	0.6056	age	sad	female	African	old	n/a
60.361	0.367	rating_mouse_trajectory	0.6056	age	sad	female	African	old	n/a
62.985	2.044	face	n/a	age	pain	female	WC	young	task-faces/7Pain_Model2_1Female_1WC_1Young.mp4
65.029	1.217	rating	0.3528	age	pain	female	WC	young	n/a
65.429	0.817	rating_mouse_trajectory	0.3528	age	pain	female	WC	young	n/a
67.955	1.31	face	n/a	age	happy	male	WC	old	task-faces/1Happy_Model1_2Male_1WC_2Old.mp4
