onset	duration	trial_type	response_value	rating_type	expression	sex	race	age	stim_file_TODO
3.86	1.349	face	n/a	sex	happy	male	WC	old	task-faces/1Happy_Model3_2Male_1WC_2Old.mp4
5.208	1.721	rating	0.0797	sex	happy	male	WC	old	n/a
5.275	1.654	rating_mouse_trajectory	0.0797	sex	happy	male	WC	old	n/a
7.351	2.059	face	n/a	sex	pleasure	female	EA	young	task-faces/8Pleasure_Model1_1Female_2EA_1Young.mp4
9.41	0.853	rating	0.3386	sex	pleasure	female	EA	young	n/a
9.677	0.586	rating_mouse_trajectory	0.3386	sex	pleasure	female	EA	young	n/a
11.351	1.327	face	n/a	sex	disgust	male	African	old	task-faces/4Disgust_Model5_2Male_3African_2Old.mp4
12.678	0.918	rating	0.0	sex	disgust	male	African	old	n/a
12.928	0.668	rating_mouse_trajectory	0.0	sex	disgust	male	African	old	n/a
15.6	2.046	face	n/a	sex	pain	male	WC	old	task-faces/7Pain_Model2_2Male_1WC_2Old.mp4
17.646	0.818	rating	0.0	sex	pain	male	WC	old	n/a
17.763	0.702	rating_mouse_trajectory	0.0	sex	pain	male	WC	old	n/a
19.602	1.346	face	n/a	sex	anger	male	African	old	task-faces/5Anger_Model3_2Male_3African_2Old.mp4
20.948	0.785	rating	0.0372	sex	anger	male	African	old	n/a
20.998	0.735	rating_mouse_trajectory	0.0372	sex	anger	male	African	old	n/a
26.891	1.309	face	n/a	sex	happy	male	African	young	task-faces/1Happy_Model1_2Male_3African_1Young.mp4
28.2	1.835	rating	0.0736	sex	happy	male	African	young	n/a
28.4	1.635	rating_mouse_trajectory	0.0736	sex	happy	male	African	young	n/a
30.117	1.318	face	n/a	sex	disgust	male	African	young	task-faces/4Disgust_Model1_2Male_3African_1Young.mp4
31.435	1.685	rating	0.1748	sex	disgust	male	African	young	n/a
31.768	1.352	rating_mouse_trajectory	0.1748	sex	disgust	male	African	young	n/a
33.35	1.32	face	n/a	sex	fear	male	African	old	task-faces/3Fear_Model1_2Male_3African_2Old.mp4
34.669	0.926	rating	0.1687	sex	fear	male	African	old	n/a
34.953	0.643	rating_mouse_trajectory	0.1687	sex	fear	male	African	old	n/a
36.577	1.327	face	n/a	sex	fear	female	African	young	task-faces/3Fear_Model2_1Female_3African_1Young.mp4
37.904	0.792	rating	0.0534	sex	fear	female	African	young	n/a
37.971	0.725	rating_mouse_trajectory	0.0534	sex	fear	female	African	young	n/a
39.836	1.319	face	n/a	sex	happy	male	EA	young	task-faces/1Happy_Model1_2Male_2EA_1Young.mp4
41.155	0.79	rating	0.2496	sex	happy	male	EA	young	n/a
41.305	0.64	rating_mouse_trajectory	0.2496	sex	happy	male	EA	young	n/a
45.101	1.323	face	n/a	sex	fear	male	WC	old	task-faces/3Fear_Model3_2Male_1WC_2Old.mp4
46.424	0.756	rating	0.2921	sex	fear	male	WC	old	n/a
46.491	0.689	rating_mouse_trajectory	0.2921	sex	fear	male	WC	old	n/a
49.351	2.042	face	n/a	sex	pain	female	African	young	task-faces/7Pain_Model4_1Female_3African_1Young.mp4
51.392	1.87	rating	0.0918	sex	pain	female	African	young	n/a
51.442	1.82	rating_mouse_trajectory	0.0918	sex	pain	female	African	young	n/a
55.32	2.058	face	n/a	sex	pain	male	African	young	task-faces/7Pain_Model3_2Male_3African_1Young.mp4
57.378	0.668	rating	0.0	sex	pain	male	African	young	n/a
57.511	0.535	rating_mouse_trajectory	0.0	sex	pain	male	African	young	n/a
60.303	1.31	face	n/a	sex	disgust	female	WC	young	task-faces/4Disgust_Model2_1Female_1WC_1Young.mp4
61.613	0.718	rating	0.4094	sex	disgust	female	WC	young	n/a
61.78	0.551	rating_mouse_trajectory	0.4094	sex	disgust	female	WC	young	n/a
64.525	2.04	face	n/a	sex	pain	male	WC	young	task-faces/7Pain_Model4_2Male_1WC_1Young.mp4
66.565	0.818	rating	0.2476	sex	pain	male	WC	young	n/a
66.615	0.768	rating_mouse_trajectory	0.2476	sex	pain	male	WC	young	n/a
69.494	2.04	face	n/a	sex	pain	male	African	old	task-faces/7Pain_Model1_2Male_3African_2Old.mp4
71.533	0.918	rating	0.0	sex	pain	male	African	old	n/a
71.583	0.868	rating_mouse_trajectory	0.0	sex	pain	male	African	old	n/a
74.44	1.312	face	n/a	sex	surprise	male	EA	young	task-faces/2Surprise_Model4_2Male_2EA_1Young.mp4
75.751	0.918	rating	0.3528	sex	surprise	male	EA	young	n/a
76.201	0.468	rating_mouse_trajectory	0.3528	sex	surprise	male	EA	young	n/a
78.657	1.312	face	n/a	sex	fear	female	WC	young	task-faces/3Fear_Model5_1Female_1WC_1Young.mp4
79.97	1.41	rating	0.3811	sex	fear	female	WC	young	n/a
80.47	0.91	rating_mouse_trajectory	0.3811	sex	fear	female	WC	young	n/a
84.894	1.312	face	n/a	sex	surprise	female	EA	old	task-faces/2Surprise_Model3_1Female_2EA_2Old.mp4
86.205	1.507	rating	0.3447	sex	surprise	female	EA	old	n/a
86.372	1.34	rating_mouse_trajectory	0.3447	sex	surprise	female	EA	old	n/a
88.136	1.303	face	n/a	sex	anger	female	EA	young	task-faces/5Anger_Model5_1Female_2EA_1Young.mp4
89.44	0.972	rating	0.4478	sex	anger	female	EA	young	n/a
89.523	0.889	rating_mouse_trajectory	0.4478	sex	anger	female	EA	young	n/a
92.377	1.315	face	n/a	sex	happy	male	WC	young	task-faces/1Happy_Model5_2Male_1WC_1Young.mp4
93.691	1.537	rating	0.3528	sex	happy	male	WC	young	n/a
93.875	1.354	rating_mouse_trajectory	0.3528	sex	happy	male	WC	young	n/a
95.617	2.043	face	n/a	sex	pain	female	African	old	task-faces/7Pain_Model5_1Female_3African_2Old.mp4
97.66	0.669	rating	0.0	sex	pain	female	African	old	n/a
97.71	0.619	rating_mouse_trajectory	0.0	sex	pain	female	African	old	n/a
100.567	1.311	face	n/a	sex	anger	male	EA	old	task-faces/5Anger_Model2_2Male_2EA_2Old.mp4
101.878	1.018	rating	0.2597	sex	anger	male	EA	old	n/a
102.045	0.852	rating_mouse_trajectory	0.2597	sex	anger	male	EA	old	n/a
104.784	1.312	face	n/a	sex	disgust	male	WC	young	task-faces/4Disgust_Model3_2Male_1WC_1Young.mp4
106.096	1.068	rating	0.1181	sex	disgust	male	WC	young	n/a
106.379	0.785	rating_mouse_trajectory	0.1181	sex	disgust	male	WC	young	n/a
109.024	2.04	face	n/a	sex	pleasure	male	EA	old	task-faces/8Pleasure_Model5_2Male_2EA_2Old.mp4
111.065	0.818	rating	0.0	sex	pleasure	male	EA	old	n/a
111.331	0.551	rating_mouse_trajectory	0.0	sex	pleasure	male	EA	old	n/a
112.986	1.313	face	n/a	sex	sad	female	EA	young	task-faces/6Sad_Model2_1Female_2EA_1Young.mp4
114.299	0.868	rating	0.1768	sex	sad	female	EA	young	n/a
114.666	0.502	rating_mouse_trajectory	0.1768	sex	sad	female	EA	young	n/a
116.231	2.053	face	n/a	sex	pain	female	WC	old	task-faces/7Pain_Model4_1Female_1WC_2Old.mp4
118.284	0.901	rating	0.0756	sex	pain	female	WC	old	n/a
118.334	0.851	rating_mouse_trajectory	0.0756	sex	pain	female	WC	old	n/a
120.189	1.312	face	n/a	sex	sad	male	EA	young	task-faces/6Sad_Model3_2Male_2EA_1Young.mp4
121.502	0.911	rating	0.0655	sex	sad	male	EA	young	n/a
121.819	0.594	rating_mouse_trajectory	0.0655	sex	sad	male	EA	young	n/a
124.409	1.311	face	n/a	sex	disgust	female	WC	old	task-faces/4Disgust_Model1_1Female_1WC_2Old.mp4
125.72	1.059	rating	0.1687	sex	disgust	female	WC	old	n/a
125.92	0.859	rating_mouse_trajectory	0.1687	sex	disgust	female	WC	old	n/a
128.647	2.041	face	n/a	sex	pleasure	female	African	young	task-faces/8Pleasure_Model1_1Female_3African_1Young.mp4
130.689	1.057	rating	0.0231	sex	pleasure	female	African	young	n/a
130.939	0.807	rating_mouse_trajectory	0.0231	sex	pleasure	female	African	young	n/a
133.615	2.058	face	n/a	sex	pain	female	EA	old	task-faces/7Pain_Model2_1Female_2EA_2Old.mp4
135.674	0.988	rating	0.0595	sex	pain	female	EA	old	n/a
135.907	0.755	rating_mouse_trajectory	0.0595	sex	pain	female	EA	old	n/a
137.6	1.308	face	n/a	sex	anger	female	African	young	task-faces/5Anger_Model1_1Female_3African_1Young.mp4
138.908	1.037	rating	0.0	sex	anger	female	African	young	n/a
139.275	0.67	rating_mouse_trajectory	0.0	sex	anger	female	African	young	n/a
140.831	2.045	face	n/a	sex	pleasure	male	WC	old	task-faces/8Pleasure_Model3_2Male_1WC_2Old.mp4
142.876	0.819	rating	0.0	sex	pleasure	male	WC	old	n/a
143.16	0.536	rating_mouse_trajectory	0.0	sex	pleasure	male	WC	old	n/a
145.784	1.311	face	n/a	sex	fear	male	African	young	task-faces/3Fear_Model5_2Male_3African_1Young.mp4
147.095	0.969	rating	0.0101	sex	fear	male	African	young	n/a
147.211	0.852	rating_mouse_trajectory	0.0101	sex	fear	male	African	young	n/a
148.999	2.047	face	n/a	sex	pleasure	male	WC	young	task-faces/8Pleasure_Model4_2Male_1WC_1Young.mp4
151.046	1.535	rating	0.021	sex	pleasure	male	WC	young	n/a
151.096	1.485	rating_mouse_trajectory	0.021	sex	pleasure	male	WC	young	n/a
152.97	2.045	face	n/a	sex	pain	female	WC	young	task-faces/7Pain_Model1_1Female_1WC_1Young.mp4
155.014	0.985	rating	0.2011	sex	pain	female	WC	young	n/a
155.198	0.802	rating_mouse_trajectory	0.2011	sex	pain	female	WC	young	n/a
158.937	1.312	face	n/a	sex	sad	female	WC	young	task-faces/6Sad_Model4_1Female_1WC_1Young.mp4
160.25	1.652	rating	0.3285	sex	sad	female	WC	young	n/a
160.566	1.335	rating_mouse_trajectory	0.3285	sex	sad	female	WC	young	n/a
164.172	1.313	face	n/a	sex	happy	male	African	old	task-faces/1Happy_Model5_2Male_3African_2Old.mp4
165.485	1.719	rating	0.0	sex	happy	male	African	old	n/a
165.868	1.335	rating_mouse_trajectory	0.0	sex	happy	male	African	old	n/a
170.401	1.32	face	n/a	sex	surprise	male	WC	old	task-faces/2Surprise_Model2_2Male_1WC_2Old.mp4
171.721	0.975	rating	0.1545	sex	surprise	male	WC	old	n/a
172.021	0.675	rating_mouse_trajectory	0.1545	sex	surprise	male	WC	old	n/a
174.644	1.311	face	n/a	sex	disgust	female	African	young	task-faces/4Disgust_Model5_1Female_3African_1Young.mp4
175.955	1.407	rating	0.0413	sex	disgust	female	African	young	n/a
176.255	1.107	rating_mouse_trajectory	0.0413	sex	disgust	female	African	young	n/a
178.882	1.308	face	n/a	sex	happy	female	WC	young	task-faces/1Happy_Model5_1Female_1WC_1Young.mp4
180.19	1.172	rating	0.1808	sex	happy	female	WC	young	n/a
180.557	0.805	rating_mouse_trajectory	0.1808	sex	happy	female	WC	young	n/a
