onset	duration	subtask_type	event_type	value	response_accuracy	stim_file_TODO	participant_response	reaction_time
7.954	1.017	memory	dummy	study_dummy	n/a	task-memory/obj012ball.png	n/a	n/a
9.988	1.017	memory	dummy	study_dummy	n/a	task-memory/obj119girl.png	n/a	n/a
12.022	1.017	memory	dummy	study_dummy	n/a	task-memory/obj149jacket.png	n/a	n/a
14.056	1.017	memory	study	study	n/a	task-memory/obj155king.png	n/a	n/a
16.09	1.017	memory	study	study	n/a	task-memory/obj261scorpion.png	n/a	n/a
18.124	1.017	memory	study	study	n/a	task-memory/obj314truck.png	n/a	n/a
20.158	1.017	memory	study	study	n/a	task-memory/obj038broom.png	n/a	n/a
22.192	1.017	memory	study	study	n/a	task-memory/obj075crown.png	n/a	n/a
24.227	1.017	memory	study	study	n/a	task-memory/obj245rocket.png	n/a	n/a
26.261	1.017	memory	study	study	n/a	task-memory/obj140hinge.png	n/a	n/a
28.295	1.017	memory	study	study	n/a	task-memory/obj258saxophone.png	n/a	n/a
30.329	1.034	memory	study	study	n/a	task-memory/obj087dragon.png	n/a	n/a
32.38	1.017	memory	study	study	n/a	task-memory/obj042cactus.png	n/a	n/a
34.414	1.017	memory	study	study	n/a	task-memory/obj201owl.png	n/a	n/a
36.464	1.017	memory	study	study	n/a	task-memory/obj078dentist.png	n/a	n/a
38.499	1.017	memory	study	study	n/a	task-memory/obj024bicycle.png	n/a	n/a
40.549	1.017	memory	study	study	n/a	task-memory/obj145house.png	n/a	n/a
42.583	1.017	memory	study	study	n/a	task-memory/obj168lion.png	n/a	n/a
44.618	1.034	memory	study	study	n/a	task-memory/obj199onion.png	n/a	n/a
46.668	1.017	memory	study	study	n/a	task-memory/obj005ant.png	n/a	n/a
48.702	1.017	memory	study	study	n/a	task-memory/obj271skis.png	n/a	n/a
50.736	1.017	memory	study	study	n/a	task-memory/obj036bread.png	n/a	n/a
52.771	1.017	memory	study	study	n/a	task-memory/obj338whistle.png	n/a	n/a
54.805	1.017	memory	dummy	study_dummy	n/a	task-memory/obj172lobster.png	n/a	n/a
