onset	duration	trial_type	response_value	stim_file_TODO
2.769	155.222	video	n/a	task-alignvideo/ses-01_run-02_order-01_content-harrymetsally.mp4
162.541	n/a	rating_relevance	n/a	task-alignvideo/ses-01_run-02_order-01_content-harrymetsally.mp4
167.576	n/a	rating_happy	n/a	task-alignvideo/ses-01_run-02_order-01_content-harrymetsally.mp4
172.612	n/a	rating_sad	n/a	task-alignvideo/ses-01_run-02_order-01_content-harrymetsally.mp4
177.647	n/a	rating_afraid	n/a	task-alignvideo/ses-01_run-02_order-01_content-harrymetsally.mp4
182.682	n/a	rating_disgusted	n/a	task-alignvideo/ses-01_run-02_order-01_content-harrymetsally.mp4
187.717	n/a	rating_warm	n/a	task-alignvideo/ses-01_run-02_order-01_content-harrymetsally.mp4
192.736	n/a	rating_engaged	n/a	task-alignvideo/ses-01_run-02_order-01_content-harrymetsally.mp4
193.269	57.105	video	n/a	task-alignvideo/ses-01_run-02_order-02_content-HB.mp4
254.926	n/a	rating_relevance	n/a	task-alignvideo/ses-01_run-02_order-02_content-HB.mp4
259.961	n/a	rating_happy	n/a	task-alignvideo/ses-01_run-02_order-02_content-HB.mp4
264.996	n/a	rating_sad	n/a	task-alignvideo/ses-01_run-02_order-02_content-HB.mp4
270.015	n/a	rating_afraid	n/a	task-alignvideo/ses-01_run-02_order-02_content-HB.mp4
275.05	n/a	rating_disgusted	n/a	task-alignvideo/ses-01_run-02_order-02_content-HB.mp4
280.085	n/a	rating_warm	n/a	task-alignvideo/ses-01_run-02_order-02_content-HB.mp4
285.12	n/a	rating_engaged	n/a	task-alignvideo/ses-01_run-02_order-02_content-HB.mp4
285.652	243.877	video	n/a	task-alignvideo/ses-01_run-02_order-03_content-islamophobia.mp4
534.08	n/a	rating_relevance	n/a	task-alignvideo/ses-01_run-02_order-03_content-islamophobia.mp4
539.098	n/a	rating_happy	n/a	task-alignvideo/ses-01_run-02_order-03_content-islamophobia.mp4
544.133	n/a	rating_sad	n/a	task-alignvideo/ses-01_run-02_order-03_content-islamophobia.mp4
549.169	n/a	rating_afraid	n/a	task-alignvideo/ses-01_run-02_order-03_content-islamophobia.mp4
554.187	n/a	rating_disgusted	n/a	task-alignvideo/ses-01_run-02_order-03_content-islamophobia.mp4
559.222	n/a	rating_warm	n/a	task-alignvideo/ses-01_run-02_order-03_content-islamophobia.mp4
564.258	n/a	rating_engaged	n/a	task-alignvideo/ses-01_run-02_order-03_content-islamophobia.mp4
564.789	30.131	video	n/a	task-alignvideo/ses-01_run-02_order-04_content-beachsunset.mp4
599.471	n/a	rating_relevance	n/a	task-alignvideo/ses-01_run-02_order-04_content-beachsunset.mp4
604.506	n/a	rating_happy	n/a	task-alignvideo/ses-01_run-02_order-04_content-beachsunset.mp4
609.541	n/a	rating_sad	n/a	task-alignvideo/ses-01_run-02_order-04_content-beachsunset.mp4
614.56	n/a	rating_afraid	n/a	task-alignvideo/ses-01_run-02_order-04_content-beachsunset.mp4
619.578	n/a	rating_disgusted	n/a	task-alignvideo/ses-01_run-02_order-04_content-beachsunset.mp4
624.597	n/a	rating_warm	n/a	task-alignvideo/ses-01_run-02_order-04_content-beachsunset.mp4
629.615	n/a	rating_engaged	n/a	task-alignvideo/ses-01_run-02_order-04_content-beachsunset.mp4
