onset	duration	trial_type	response_value	stim_file
2.765	142.353	video	n/a	task-alignvideo/ses-01_run-04_order-01_content-beatbox.mp4
146.55	1.38	rating_relevance	0.0	n/a
152.753	2.567	rating_happy	0.0	n/a
155.637	0.433	rating_sad	0.0	n/a
160.656	0.432	rating_afraid	0.0	n/a
166.008	0.766	rating_disgusted	0.0	n/a
171.393	1.133	rating_warm	0.0	n/a
176.462	1.187	rating_engaged	10.21	n/a
180.311	339.078	video	n/a	task-alignvideo/ses-01_run-04_order-02_content-angrygrandpa.mp4
520.957	1.513	rating_relevance	0.0	n/a
525.442	0.982	rating_happy	17.5	n/a
530.644	1.166	rating_sad	19.58	n/a
535.195	0.705	rating_afraid	0.0	n/a
540.481	0.969	rating_disgusted	6.46	n/a
546.783	2.249	rating_warm	37.92	n/a
551.318	1.766	rating_engaged	12.92	n/a
